ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,หญิง,ชาย,จังหวัด,หมู่,ประเภท,ปี,เลขทะเบียนโรงงาน,แรงม้ารวม,ระดับ,ตำบล,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,สันตะวัน,200,120,80,ตาก,2,28(1),2565,จ3-28(1)-1/55ตก,66,ต่ำ,แม่ปะ,201,20630000000000,ห้างหุ้นส่วนจำกัด กิจณัฎฐ์ การ์เม้นท์,ห้างหุ้นส่วนจำกัด กิจณัฎฐ์ การ์เม้นท์,3,55,63110,"1,000"
เย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,140,100,40,ตาก,3,28(1),2565,จ3-28(1)-6/57ตก,40.92,ต่ำ,พระธาตุผาแดง,202,20630100000000,บริษัท ศรีสง่า แอพพาเรล จำกัด,บริษัท ศรีสง่า แอพพาเรล จำกัด,3,57,63110,"3,200"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,53,48,5,ตาก,8,28(1),2565,อ2-28(1)-72/64ตก,17.9,ต่ำ,แม่กุ,203,60630200000000,บริษัท เอ.ที.ที. เอ็มบรอยเดอรี่ จำกัด,บริษัท เอ.ที.ที. เอ็มบรอยเดอรี่ จำกัด,2,64,63110,"1,800"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,สองแคว,,53,40,13,ตาก,,28(1),2565,อ2-28(1)-65/64ตก,16.5,ต่ำ,แม่สอด,204,60630200000000,-,นายสนับ ภูหมั่นกอง,2,64,63110,280
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,100,85,15,ตาก,3,28(1),2565,จ3-28(1)-3/62ตก,35.7,ต่ำ,พระธาตุผาแดง,205,20630100000000,บริษัท การ์เมนทรี สตรีทแวร์ จำกัด,บริษัท การ์เมนทรี สตรีทแวร์ จำกัด,3,62,63110,"25,600"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,298,200,98,ตาก,2,28(1),2565,จ3-28(1)-9/54ตก,186.47,ต่ำ,แม่ปะ,206,20630000000000,บริษัท ซี.แอล.แม่สอด การ์เม้นท์ จำกัด,บริษัท ซี.แอล.แม่สอด การ์เม้นท์ จำกัด,3,54,63110,"15,100"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,70,40,30,ตาก,2,28(1),2565,จ2-28(1)-68/64ตก,50.39,ต่ำ,แม่ปะ,207,20630200000000,บริษัท หทัยการ์เม้นท์ 2018 จำกัด,บริษัท หทัยการ์เม้นท์ 2018 จำกัด,2,64,63110,"1,600"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,อินทรคีรี,,230,215,15,ตาก,,28(1),2565,จ3-28(1)-5/49ตก,65,ต่ำ,แม่สอด,208,20630000000000,บริษัท ท็อป ฟอร์ม บราเซีย (แม่สอด) จำกัด,บริษัท ท็อป ฟอร์ม บราเซีย (แม่สอด) จำกัด,3,49,63110,"1,200"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,ชิดวนา,,100,100, -   ,ตาก,,28(1),2565,จ3-28(1)-6/46ตก,27.41,ต่ำ,แม่สอด,209,20630000000000,บริษัท ดีต้า การ์เม้นท์ จำกัด,บริษัท ดีต้า การ์เม้นท์ จำกัด,3,46,63110,"3,484"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,สายแม่สอด-แม่ตาว,สาธารณประโยชน์,272,230,42,ตาก,2,28(1),2565,จ3-28(1)-71/48ตก,109,ต่ำ,แม่ตาว,210,20630000000000,บริษัท วินนิ่ง เทค แมนูแฟคเจอร์ริ่ง จำกัด,บริษัท วินนิ่ง เทค แมนูแฟคเจอร์ริ่ง จำกัด,3,48,63110,"1,600"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,130,70,60,ตาก,1,28(1),2565,จ3-28(1)-11/62ตก,64.1,ต่ำ,พระธาตุผาแดง,211,20630300000000,บริษัท อีเทอนิส การ์เม้นท์ จำกัด,บริษัท อีเทอนิส การ์เม้นท์ จำกัด,3,62,63110,"4,800"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,150,140,10,ตาก,3,28(1),2565,จ3-28(1)-21/54ตก,50.5,ต่ำ,พระธาตุผาแดง,212,20630000000000,บริษัท คอร์ติน่า โพรเกรส จำกัด,บริษัท คอร์ติน่า โพรเกรส จำกัด,3,54,63110,"13,596"
การตัดเย็บเครื่องนุ่มห่ม การทำผลิตภัณฑ์จากสิ่งทอเป็นเครื่องใช้ในบ้าน เช่น ที่นอน หมอน มุ้ง เครื่องสนามต่างๆ และผลิตรองเท้าหรือชิ้นส่วนของรองเท้า,63,แม่สอด,14111,2801,,,120,120, -   ,ตาก,2,28(1),2565,จ3-28(1)-1/57ตก,46.98,ต่ำ,แม่ตาว,213,20630100000000,บริษัท เลิศพิพัฒน์วัฒนา จำกัด,บริษัท เลิศพิพัฒน์วัฒนา จำกัด,3,57,63110,800
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,251,150,101,ตาก,7,28(1),2565,จ3-28(1)-2/60ตก,60.84,ต่ำ,แม่กุ,214,20630000000000,บริษัท วี เค การ์เม้นท์ จำกัด,บริษัท วี เค การ์เม้นท์ จำกัด,3,60,63110,"2,000"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,สองแคว,,196,176,20,ตาก,10,28(1),2565,จ3-28(1)-6/59ตก,68,ต่ำ,แม่ปะ,215,20630100000000,,นายมารุต ทรัพย์อนันต์ทวี,3,59,63110,"4,400"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,96,90,6,ตาก,9,28(1),2565,จ3-28(1)-8/62ตก,29.7,ต่ำ,แม่ปะ,216,20630300000000,บริษัท ทีทรู การ์เม้นท์ จำกัด,บริษัท ทีทรู การ์เม้นท์ จำกัด,3,62,63110,300
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,71,71, -   ,ตาก,3,28(1),2565,จ3-28(1)-13/44ตก,25,ต่ำ,แม่ปะ,217,20630000000000,บริษัท จี.เอส.อาร์ท จำกัด,บริษัท จี.เอส.อาร์ท จำกัด,3,44,63110,
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,60,41,19,ตาก,6,28(1),2565,อ2-28(1)-71/64ตก,23.1,ต่ำ,ท่าสายลวด,218,60630200000000,บริษัท กัส แอพพาเรล จำกัด,บริษัท กัส แอพพาเรล จำกัด,2,64,63110,"1,200"
ตัดเย็บเสื้อผ้าสำเร็จรูป,63,แม่สอด,14111,2801,,,50,49,1,ตาก,2,28(1),2565,จ2-28(1)-33/47ตก,12.15,ต่ำ,ท่าสายลวด,219,20630000000000,,นายประพจน์ พรหมน้อย,2,47,63110,
"ตัด, เย็บเสื้อผ้าสำเร็จรูป",63,แม่สอด,14111,2801,,,247,212,35,ตาก,11,28(1),2565,จ3-28(1)-8/42ตก,89.05,ต่ำ,แม่ปะ,220,20630000000000,บริษัท เฟริส์ท กรุ๊พ อินเตอร์เนชั่นแนล จำกัด,บริษัท เฟริส์ท กรุ๊พ อินเตอร์เนชั่นแนล จำกัด,3,42,63110,"4,051"
โม่ บด ย่อยหิน,63,เมืองตาก,23961,301,,,15,2,13,ตาก,4,3(1),2565,ธ3-3(1)-7/40ตก,520.5,ปานกลาง,ป่ามะม่วง,221,30630000000000,บริษัท ตากกลกิจ(1996) จำกัด,บริษัท ตากกลกิจ(1996) จำกัด,3,40,63000,
"โม่ บด ย่อยหิน กำลังการผลิต 375,000 ลูกบาศก์เมตร/ปี",63,เมืองตาก,23961,301, , ,25, -   ,25,ตาก,9,3(1),2565,3-3(1)-1/36ตก,"1,476.00",ปานกลาง,แม่ท้อ,222,10630000000000,บริษัท ศิลาแม่ท้อ จำกัด,บริษัท ศิลาแม่ท้อ จำกัด,3,36,63000,"54,040"
โม่ บด หรือย่อยหิน,63,แม่สอด,23961,301,,,17,4,13,ตาก,4,3(1),2565,ธ3-3(1)-2/56ตก,"2,060.50",ต่ำ,ท่าสายลวด,223,30630000000000,บริษัท แม่ปิงพนากิจ จำกัด,บริษัท แม่ปิงพนากิจ จำกัด,3,56,63110,"32,000"
"โม่ บด ย่อยหิน กำลังการผลิต 180,000 ลูกบาศก์เมตร/ปี",63,แม่สอด,23961,301,,,52, -   ,52,ตาก,4,3(1),2565,3-3(1)-1/39ตก,914,ปานกลาง,ท่าสายลวด,224,10630000000000,บริษัท แม่ปิงพนากิจ จำกัด,บริษัท แม่ปิงพนากิจ จำกัด,3,39,63110,"32,000"
โม่ บด ย่อยหิน ,63,แม่สอด,23961,301,,,10, -   ,10,ตาก,6,3(1),2565,จ3-3(1)-16/59ตก,495,ปานกลาง,ท่าสายลวด,225,20630000000000,บริษัท ตราด เทรดดิ้ง จำกัด,บริษัท ตราด เทรดดิ้ง จำกัด,3,59,63110,"15,430"
โม่ บด หรือย่อยหิน,63,แม่สอด,23961,301,,,18,4,14,ตาก,4,3(1),2565,ธ3-3(1)-1/56ตก,"1,414.00",ต่ำ,ท่าสายลวด,226,30630000000000,บริษัท พงศ์สุภากร จำกัด,บริษัท พงศ์สุภากร จำกัด,3,56,63110, -   
โม่ บด ย่อยหิน ,63,แม่สอด,23961,301,,,18, -   ,18,ตาก,4,3(1),2565,ธ3-3(1)-7/61ตก,"1,225.00",ปานกลาง,ท่าสายลวด,227,30630000000000,ห้างหุ้นส่วนจำกัด วี.วาย.เค.คอนสตรัคชั่น,ห้างหุ้นส่วนจำกัด วี.วาย.เค.คอนสตรัคชั่น,3,61,63110,"250,417"
โม่ บด ย่อยหิน ,63,อุ้มผาง,23961,301,,,10, -   ,10,ตาก,2,3(1),2565,จ3-3(1)-1/54ตก,255,ปานกลาง,แม่กลอง,228,20630000000000,นางเนาวรัตน์ ศรีธรรม,นางเนาวรัตน์ ศรีธรรม,3,54,63170,"11,320"
โม่ บด ย่อย หินกรวด,63,อุ้มผาง,23961,301,,,3, -   ,3,ตาก,2,3(1),2565,จ3-3(1)-14/59ตก,330,ต่ำ,แม่กลอง,229,20630000000000,-,นางบัวบาล ล่าลี้,3,59,63170,"13,636"
ขุดดินหรือรับจ้างขุดดิน,63,พบพระ,8103,302,,,6, -   ,6,ตาก,,3(2),2565,จ3-3(2)-399/50ตก,190,ต่ำ,คีรีราษฎร์,230,20630000000000,,นางจิตตรี ตันกรณ์,3,50,63160, -   
"ขุดดิน , รับจ้างขุดดินในที่กรรมสิทธิ",63,เมืองตาก,8103,302,,,7, -   ,7,ตาก,7,3(2),2565,จ3-3(2)-43/53ตก,320,ต่ำ,ไม้งาม,231,20630000000000,,นายย้าย สายสุด,3,53,63000,
"ขุดทรายในที่ดินกรรมสิทธิ์, รับจ้างขุดดิน",63,แม่ระมาด,8103,302,,,12, -   ,12,ตาก,,3(2),2565,จ3-3(2)-424/50ตก,195,ปานกลาง,แม่ระมาด,232,20630000000000,ห้างหุ้นส่วนจำกัด สุวรรณวัสดุการโยธา,ห้างหุ้นส่วนจำกัด สุวรรณวัสดุการโยธา,3,50,63140, -   
ขุดตักหน้าดิน,63,แม่สอด,8103,302,,,2, -   ,2,ตาก,8,3(2),2565,จ3-3(2)-70/57ตก,98,ต่ำ,แม่ปะ,233,20630000000000,ส.จิรภา,ส.จิรภา,3,57,63110,"39,292"
