PROVINCE,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,LABOR_FORCE_STATUS,REGION,YEAR
นครสวรรค์,1.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,197,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2563
นครสวรรค์,0.3,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,198,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2563
น่าน,109.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,199,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2563
น่าน,0.6,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,200,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2563
พะเยา,91.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,201,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2563
พะเยา,0.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,202,หญิง,พันคน,1.2 ผู้ว่างงาน,ภาคเหนือ,2563
พะเยา,2.4,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,203,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2563
พิจิตร,140.2,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,204,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2563
พิจิตร,0.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,205,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2563
พิษณุโลก,218.0,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,206,หญิง,พันคน,1.1 มีงานทำ,ภาคเหนือ,2563
พิษณุโลก,1.1,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,207,หญิง,พันคน,2. กำลังแรงงานที่รอฤดูกาล,ภาคเหนือ,2563
แพร่,104.52,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,208,ชาย,พันคน,ผู้มีงานทำ,ภาคเหนือ,2568
ชุมพร,113.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,209,หญิง,พันคน,ผู้มีงานทำ,ภาคใต้,2568
พัทลุง,0.46,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,210,ชาย,พันคน,ผู้ว่างงาน,ภาคใต้,2568
