ที่มา,_id,ปี,บ้านเลขที่,หมู่ที่,ชื่อลานเท,ค่า,อำเภอ,ตำบล,รายการ,หน่วย
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,273,2567,267,3,จอมพลปาล์ม (กบ 143),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,274,2567,228,2,ทรัพย์มนฤดีรุ่งเรืองปาล์ม (กบ 437),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,275,2567,259,6,ลูกพ่อขุนปาล์ม (กบ 448),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,276,2567,271,6,เพชรรุ่งเรือง (กบ 446),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,277,2567,98,4,บมจ.สหอุสาหกรรมน้ำมันปาล์ม สวนเขาเขน,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,278,2567,227,4,สหกรณ์นิคมปากน้ำ สาขาคลองพระยา,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,279,2567,49,4,สองพี่น้องปาล์ม (กบ 406),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,280,2567,10,10,บจ.กลุ่มสมอทอง สาขาที่ 1 หน่วยงาน 12 (ทะเลหอย),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,281,2567,592,9,บริษัท ยูนิวานิชน้ำมันปาล์ม จำกัด มหาชน สาขาปลายพระยา (A) (กบ113),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,282,2567,43,2,ส.บุญเชื้อ,1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,283,2567,88,2,รอดแก้วปาล์ม,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,284,2567,73,5,จำเริญปาล์มทอง,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,285,2567,194,5,สหกรณ์นิคมอ่าวลึก จำกัด(กบ568),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,286,2567,456,3,บจ.ป.พานิชรุ่งเรือง (A) ,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,287,2567,248,12,กิ๊บ แอนด์ กรีน (กบ 583) ,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,288,2567,139,7,สุขใสปาล์ม (ซอย10) (กบ 298),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,289,2567,168,2,เขาเขนในปาล์ม,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,290,2567,236,1,บจ.เจริญการน้ำมันปาล์ม (ฺB),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,291,2567,150,5,บจ.ป.พานิชรุ่งเรืองปาล์มออยล์ สาขา 5,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,292,2567,459,3,เขาเขนปาล์,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,293,2567,278,2,ณรงค์ปาล์ม (กบ 660),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,294,2567,28,6,บจ.ห้าวจินเผิงพลัส,1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,295,2567,126,1,ธนัชพรปาล์ม (กบ 405),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,296,2567,184,4,บจ.กลุ่มสมอทอง สาขา 1 หน่วยงาน 8 เขาต่อ,1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,297,2567,19,8,บริษัท กลุ่มสมอทอง จำกัด (สาขาที่1) หน่วยงาน 7 (กบ 699),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,298,2567,,1,เพชรรุ่งเรือง (กบ 679),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,299,2567,148/8,,บจ.ป.พานิชรุ่งเรือง ปาล์มออยล์ สาขา8,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,300,2567,467,3,บจ.กลุ่มสมอทอง สาขา 1 หน่วยงาน 3 ,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,301,2567,291,4,บจ.จิรัสย์ปาล์ม (หน่วยงานเขาต่อ 2) (กบ 179),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,302,2567,130,5,บริษัท เอเชี่ยนน้ำมันปาล์ม จำกัด (มหาชน) (กบ 121),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,303,2567,122,1,บริษัท จิรัสยปาล์ม จำกัด (กบ 698),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,304,2567,192/2,6,ศุภชัยปาล์มร&รับเบอร์ (กบ 703),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,305,2567,130,3,โชคชัยปาล์ม 4 (กบ 710),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,306,2567,278,3,ส.คงยิ่งลานไม้-ปาล์ม ปากหยา (กบ 730),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,307,2567,244,1,เจริญทรัพย์ปาล์ม (กบ 749),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,308,2567,,4,ชัยชนะลานปาล์ม (กบ 775),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,309,2567,219,3,มั่งมีปาล์ม (เขาต่อ),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,310,2567,1663,4,สมพร ลานปาล์ม,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,311,2567,462,6,ยุทธศักดิ์ปาล์ม (กบ 789),1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,312,2567,,4,น้องบอย 3 ,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,313,2567,291,1,ทุ่งนาปาล์มรุ่งเรือง (กบ 830),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,314,2567,141,6,ก้องฟ้ารุ่งเรืองปาล์ม,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,315,2567,375,2,ลานปาล์มเดชทวีพารวย,1,ปลายพระยา,เขาต่อ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,316,2567,,4,สองพี่น้อง หนองคล้าปาล์ม (กบ 864),1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,317,2567,171,12,สุทธินวลปาล์ม (กบ 865),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,318,2567,138,7,หมูทอง (กบ 866),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,319,2567,173,8,สำเร็จปาล์มทอง,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,320,2567,,6,ไกรวัฒน์พงศ์ปาล์ม,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,321,2567,267,6,รอดแก้วปาล์ม สาขา 2,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,322,2567,300,5,สุขมลปาล์ม,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,323,2567,433,6,เพชรรุ่งเรือง (กบ 926),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,324,2567,138,9,คลองพวนปาล์ม (กบ 922),1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,325,2567,497,3, ป.ปานสังข์ปาล์ม (กบ 923),1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,326,2567,73,1,มิเกลปาล์ม,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,327,2567,286,2,มาวินลานปาล์ม,1,ปลายพระยา,เขาเขน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,328,2567,89,7,บจ.พิทักษ์ปาล์มออยล์ ชัยพรปาล์ม,1,ปลายพระยา,คีรีวง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,329,2567,,1,ชนัศชัย,1,ปลายพระยา,ปลายพระยา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,330,2567,180,6,ช่องพอไทยดินโด (กบ 152),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,331,2567,43,6,ชัยวัฒน์การปาล์ม,1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,332,2567,183,3, ส.ปาล์มทอง 2,1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,333,2567,217,10,บจ.ปาล์มน้ำมันธรรมชาติ หน่วยงานลำทับ ,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,334,2567,222,4, ป.การเกษตร (เกาะไทร),1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,335,2567,286,2,เป็ดทองปาล์ม (กบ 118),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,336,2567,103,5,ขอนพอ ไทยอินโด (กบ 154),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,337,2567,244,3,กลุ่มวิสาหกิจชุมชนปาล์มน้ำมันและเครือข่ายดินอุดม (กบ 320),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,338,2567,234,6,เอกสิทธิ์ปาล์ม (กบ 036),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,339,2567,119,3,สหกรณ์กองทุนสวนยางหนองปง จำกัด (กบ166),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,340,2567,145,2,บริษัท ไทยอินโด ปาล์มออยล์ แฟคทอรี่ จำกัด (A) (กบ 295),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,341,2567,148,4,ชัยวัฒน์ลานปาล์ม 2 ,1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,342,2567,182,5,ปลายทับใหม่ (กบ 361),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,343,2567,287,1,ศรทิพย์ปาล์ม (กบ 174),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,344,2567,239,3,ศรีสุขปาล์ม ,1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,345,2567,142,1,บริษัท ยูนิวานิชน้ำมันปาล์ม จำกัด มหาชน สาขาลำทับ (A) (กบ 157),1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,346,2567,7,4,พรุขี้กา (กบ165),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,347,2567,27,5,เดชทวีปาล์ม (กบ 071),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,348,2567,169/2,4,บริษัท ขอบทอง จำกัด (กบ 290),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,349,2567,287,5,ศิริคุ้มปาล์มทอง,1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,350,2567,261,3,สายธารปาล์ม,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,351,2567,193,8,เอกสิทธ์ปาล์ม (กบ 523),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,352,2567,212,1,สองกันต์,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,353,2567,234,2,กัญญาการปาล์ม ,1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,354,2567,196,2,ศรีโรจน์ปาล์ม ,1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,355,2567,267,7,อรุณปาล์ม (กบ 593),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,356,2567,291,6, ส.ปาล์มทอง 3 (กบ 616),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,357,2567,153,3,ป.เพ็ชรเรือนทอง สาขา 2 (กบ 641),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,358,2567,333,1,บริษัท ไทยอินโด ปาล์มออยล์ แฟคทอรี่ จำกัด (เขาไว้ข้าว) (กบ 627),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,359,2567,234/1,7,ประมวญการเกษตร (กบ 632),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,360,2567,285,4,ทรัพย์ควนกอ เกาะไทร (กบ 645),1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,361,2567,17,6,กัญญาการปาล์ม สาขา 2 ,1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,362,2567,173,8,ศรีโรจน์ปาล์ม 2,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,363,2567,338,5,ลานปาล์มทอง,1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,364,2567,284,3,ส.เจริญปาล์ม (กบ 702),1,ลำทับ,ทุ่งไทรทอง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,365,2567,58,6,ทรัพย์เจริญปาล์มทอง (กบ 739),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,366,2567,241,6, อ.เจริญผลปาล์ม ,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,367,2567,80,2,ณิฐิภากรการเกษตร,1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,368,2567,281,4,ว.เจริญปาล์มทอง 2 (กบ 794),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,369,2567,97,6,กชพร (กบ 808),1,ลำทับ,ดินอุดม,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,370,2567,99,1,เจ้าสัว ลานปาล์ม (กบ 812),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,371,2567,287,4,ส.แก้วเจือทองทิพย์ปาล์มทอง (กบ 869),1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,372,2567,141,4, ณ จันวพุฒิปาล์ม (กบ 874),1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,373,2567,224,4,ยุเพ็ญภัคร์ปาล์มร่วง รับซื้อปาล์มร่วง,1,ลำทับ,ลำทับ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,374,2567,,4,เป็ดทองปาล์ม สาขา 3,1,ลำทับ,ดินแดง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,375,2567,129,2,สุขเจริญปาล์ม (กบ 283),1,เหนือคลอง,ห้วยยูง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,376,2567,98,6,บมจ.สหอุตสาหกรรมน้ำมันปาล์ม (A),1,เหนือคลอง,ห้วยยูง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,377,2567,53/1,3,สหมิตรปาล์ม,1,เหนือคลอง,คลองขนาน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,378,2567,147,6,ป.พัฒนาปาล์ม ห้วยคราม,1,เหนือคลอง,ห้วยยูง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,379,2567,,7,ควนม่วงรุ่งเรืองปาล์ม (กบ 182),1,เหนือคลอง,ปกาสัย,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,380,2567,119,3,น้องเก้าปาล์มทอง,1,เหนือคลอง,โคกยาง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,381,2567,123,8,น้องเก้าปาล์มทอง,1,เหนือคลอง,ห้วยยูง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,382,2567,82,2,ห้วยมัดปาล์ม,1,เหนือคลอง,ห้วยยูง,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
