ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ผลิตเครื่องรีดยาง,,เจริญกรุง, 0.23 ,ก2-66-1/64,50100005325649,223,66.5,6600,ห้างหุ้นส่วนจำกัด สหายยนต์เอนจิเนียริ่ง,บางคอแหลม,64,เจริญกรุง 109,บางคอแหลม,7/2-3,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด สหายยนต์เอนจิเนียริ่ง,2, 5 ,10120
ซ่อมและประกอบเครื่องอัดไฮโดรลิค,,ไผ่เงิน, 0.83 ,ก2-67(5)-1/64,50100005425647,224,65.75,6705,เฉลิมการช่าง,บางโคล่,64,อยู่ดีตัดใหม่,บางคอแหลม,3761/99-100,กรุงเทพมหานคร,เฉลิมการช่าง,2, 7 ,10120
ทำเครื่องทำลูกชิ้น เครื่องรีด,,วัดไผ่เงิน, 0.40 ,ก2-67(8)-2/64,50100005625642,225,61.25,6708,บริษัท ที.เอ.เอ็นจิเนียริ่ง แอนด์ ซัพพลายเออร์ จำกัด,บางโคล่,64,ผันทนุ,บางคอแหลม,548/26,กรุงเทพมหานคร,บริษัท ที.เอ.เอ็นจิเนียริ่ง แอนด์ ซัพพลายเออร์ จำกัด,2, 4 ,10120
กลึงโลหะ เช่น หน้าแปลน เหล็กเกลียว,,จันทน์, 1.07 ,ก2-67(8)-4/64,50100018825643,226,52.75,6708,,บางโคล่,64,วัดไผ่เงิน,บางคอแหลม,425/27-28,กรุงเทพมหานคร,นายวิชัย ตะวันแสงอร่าม,2, 6 ,10120
ทำใบพัดเรือ ตุ๊กตาเรือ และอุปกรณ์เรือที่เป็นโลหะ,,วัดไผ่เงิน, 0.77 ,ก2-75(2)-1/64,50100006325648,227,51.5,7502,นายชอ ทิวากรกฎ,บางโคล่,64,วัดไผ่เงิน,บางคอแหลม,736,กรุงเทพมหานคร,นายชอ ทิวากรกฎ,2, 7 ,10120
ซ่อมและทำแหนบรถยนต์,,มไหสววย์(ฝั่งซ้าย), 8.70 ,ก2-77(2)-66/64,50100464125647,228,57.0,7702,ห้างหุ้นส่วนจำกัด โรงงานแหนบรถยนต์เต็กฮวด,บางคอแหลม,64,,บางคอแหลม,69,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด โรงงานแหนบรถยนต์เต็กฮวด,2, 6 ,10120
ทำป้ายชื่อ ซอย ถนน และโครงเต็นท์,,เจริญกรุง, 0.28 ,ก2-87(5)-2/64,50100011925648,229,52.76,8705,,วัดพระยาไกร,64,เจริญกรุง 71,บางคอแหลม,1,กรุงเทพมหานคร,นายปิ่น หลายพรประเสริฐ,2, 6 ,10120
ทำขนมทองหยอด ฝอยทอง,-,หมู่บ้านเศรษฐกิจ 33, 6.00 ,ก2-10(3)-1/56,50100000125564,230,50.0,1003,บ้านขนมทองหยอด,บางแคเหนือ,56,สินเนรมิต,บางแค,74,กรุงเทพมหานคร,บ้านขนมทองหยอด,2, 50 ,10160
ตกแต่งผ้า,,, 0.92 ,ก2-23(4)-2/64,50100028125646,231,71.36,2304,,บางไผ่,64,ศิริเกษม9,บางแค,23,กรุงเทพมหานคร,นายทยา พุทธิโยธิน,2, 9 ,10160
"ถักผ้ายืด (จำนวนเครื่องถัก 3 เครื่อง) และตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 50 เครื่อง) ได้ปีละ 30,000 ชิ้น",,สุขาภิบาล 1, 3.00 ,ก2-24-6/64,50100030125642,232,28.5,2400,บริษัท ไทย ฟีนิคซ์ อินเตอร์เทรด จำกัด,บางแค,64,สำเภา,บางแค,48/142,กรุงเทพมหานคร,บริษัท ไทย ฟีนิคซ์ อินเตอร์เทรด จำกัด,2, 55 ,10160
ถักผ้ายืด,3,เพชรเกษม, 1.00 ,ก2-24-11/64,50100044725643,233,64.17,2400,บริษัท พิชิตการทอ จำกัด,บางแค,64,-,บางแค,100/52,กรุงเทพมหานคร,บริษัท พิชิตการทอ จำกัด,2, 9 ,10160
สิ่งทอ,,เพชรเกษม, 11.00 ,ก2-28(1)-25/55,50100002525555,234,50.0,2801,ห้างหุ้นส่วนจำกัด ธนมงคล,บางแคเหนือ,55,เพชรเกษม 102/2,บางแค,115-115/6,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด ธนมงคล,2, 49 ,10160
เย็บเสื้อผ้า,-,หมู่บ้านเศรษฐกิจ, 2.80 ,ก2-28(1)-20/57,50100002025572,235,50.0,2801,นางสาวอนงค์พร พนมสอน,บางแคเหนือ,57,-,บางแค,"76,78",กรุงเทพมหานคร,นางสาวอนงค์พร พนมสอน,2, 45 ,10160
การตัดหรือเย็บเครื่องนุ่งห่ม,,เพชรเกษม, 5.75 ,ก2-28(1)-17/58,50100001725586,236,39.6,2801,นายธโนรส จีรังสุวรรณ,บางแคเหนือ,58,เพชรเกษม 90,บางแค,105/3 ชั้น5,กรุงเทพมหานคร,นายธโนรส จีรังสุวรรณ,2, 50 ,10160
ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 100 เครื่อง),,, 3.00 ,ก2-28(1)-18/64,50100033325645,237,28.0,2801,บุญจิตรการ์เม้นท์,บางแคเหนือ,64,เพชรเกษม ,บางแค,"92,94,96,98",กรุงเทพมหานคร,บุญจิตรการ์เม้นท์,2, 54 ,10160
ตัดเย็บเครื่องนุ่งห่ม,,พุทธมณฑลสาย 2, 5.00 ,ก2-28(1)-1/58,50100500125585,238,33.9,2801,บริษัท คิสเม็ท การ์เม้นท์ จำกัด,บางแคเหนือ,58,พุทธมณฑลสาย 2,บางแค,"18,20,22,24",กรุงเทพมหานคร,บริษัท คิสเม็ท การ์เม้นท์ จำกัด,2, 54 ,10160
ผลิตรองเท้าสตรี,,, 8.17 ,ก2-33-1/54,50100500125544,239,35.52,3300,บริษัท แอ็มมิตี้ แอ็ดว้านซ์ จำกัด,บางแคเหนือ,54,เพชรเกษม 102/2,บางแค,"16,18,20,22",กรุงเทพมหานคร,บริษัท แอ็มมิตี้ แอ็ดว้านซ์ จำกัด,2, 96 ,10160
ผลิตสิ่งพิมพ์และสติ๊กเกอร์ ,,เพชรเกษม , 3.00 ,ก2-39-3/63,50100275325634,240,65.0,3900,บริษัท คิง แพคเกจจิ้ง จำกัด,บางแค,63,เพชรเกษม 41 ,บางแค,33,กรุงเทพมหานคร,บริษัท คิง แพคเกจจิ้ง จำกัด,2, 9 ,10160
พิมพ์ เย็บเล่มหนังสือ,0,เพชรเกษม, 4.50 ,ก2-41(1)-1/57,50100600125576,241,50.0,4101,ห้างหุ้นส่วนจำกัด 9119 เทคนิคพริ้นติ้ง,บางแคเหนือ,57,เพชรเกษม 102/2,บางแค,"40,42",กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด 9119 เทคนิคพริ้นติ้ง,2, 18 ,10160
พิมพ์สิ่งพิมพ์ต่าง ๆ,1,สุขาภิบาล 1, 15.00 ,ก2-41(1)-31/64,50100039725640,242,71.63,4101,ห้างหุ้นส่วนจำกัด นิเคอิ,บางแค,64,ปัจจะ 1,บางแค,37/221-37/223,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด นิเคอิ,2, 10 ,10160
ผลิตขันพลาสติก,-,เพชรเกษม, 5.00 ,ก2-53(1)-16/56,50100201625560,243,50.0,5301,บริษัท วี-วิชั่น พลาสท์ เอ็นเตอร์ไพรท์ จำกัด,บางแคเหนือ,56,เพชรเกษม102/2,บางแค,"149,151",กรุงเทพมหานคร,บริษัท วี-วิชั่น พลาสท์ เอ็นเตอร์ไพรท์ จำกัด,2, 17 ,10160
"รับจ้าง กลึง,เชื่อมโลหะทั่วไป ฯ",,, 2.46 ,ก2-64(13)-33/64,50100042125648,244,52.33,6413,ธงไชยการช่าง,บางแค,64,,บางแค,290,กรุงเทพมหานคร,ธงไชยการช่าง,2, 9 ,10160
รับจ้างทำแม่พิมพ์โลหะ,1,สุขาภิบาล, 2.44 ,2-64(13)-34/44,10100303425447,245,50.0,6413,เอส.พี.โมลด์,บางแค,44,งามปัญจะ 1,บางแค,37/231-232,กรุงเทพมหานคร,เอส.พี.โมลด์,2, 4 ,10160
จำหน่ายและบริการซ่อมแซมรถยนต์เปลี่ยนเครื่องยนต์อะไหล่ยนต์ เปลี่ยนถ่ายน้ำมันเครื่องและสารเคมีภัณฑ์ทุกชนิด,,กาญจนาภิเษก, 25.00 ,ก2-71-1/57,50101400125576,246,50.0,7100,บริษัท เอสพีกรุ๊ปออโต้โมบิล (2013) จำกัด,บางไผ่,57,,บางแค,1631 อาคาร 2,กรุงเทพมหานคร,บริษัท เอสพีกรุ๊ปออโต้โมบิล (2013) จำกัด,2, 30 ,10160
