long,เงินทุนรวม,ประกอบกิจการ,อำเภอ,lat,ถนน,ซอย,คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,ชื่อโรงงาน,แรงม้าตรวจพบ,คนงานหญิง
100.7801357,14000000,ทำผลิตภัณฑ์จากโลหะสำหรับใช้ในการก่อสร้าง เช่น ผลิตหลังคารีดลอน,นครไทย,17.1196476,นครไทย-ชาติตระการ,,9,พิษณุโลก,9,เลขที่ 27,65,บ้านพร้าว,นายปิโยวัฒน์ โรจน์คำลือ,7,73,บี.เค เม็ททอลชีท (นครไทย),0,2
100.2118187,9500000,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้างอาคารหรือติดตั้ง เช่น รีดโลหะแผ่นเป็นหลังคาและทำผลิตภัณฑ์พลาสติก เช่น วงกบประตู หน้าต่าง,เมืองพิษณุโลก,16.8113098,,,13,พิษณุโลก,7,เลขที่ 13/2,54.05,วัดจันทร์,นายสุรัติ หล่อวงศ์กมล,13,74,ห้างหุ้นส่วนจำกัด กระจกฮั้วเซียงล้ง,0,0
100.0341785,6570000,ทำผลิตภัณฑ์จากโลหะสำหรับใช้ในการก่อสร้าง เช่น ผลิตหลังคารีดลอน,พรหมพิราม,17.0467772,-,-,6,พิษณุโลก,1,เลขที่ 504,65,พรหมพิราม,นายปิโยวัฒน์ โรจน์คำลือ,6,75,บี.เค.เม็ททอลชีท,0,0
99.9517507,3100000,ทำผลิตภัณฑ์โลหะที่ใช้ในการก่อสร้างอาคาร เช่น หลังคาเหล็กแผ่น,วังทอง,17.0471866,,,3,พิษณุโลก,14,เลขที่ 777,52,วังทอง,บริษัท พงษ์เพชร ซัพพลาย จำกัด,3,76,บริษัท พงษ์เพรช ซัพพลาย จัดกัด,0,0
100.2508744,5000000,"อัดเศษโลหะและกระดาษ , รับซื้อขวดเพื่อจำหน่ายส่งโรงงาน",เมืองพิษณุโลก,16.7967146,-,-,7,พิษณุโลก,4,เลขที่ 70/29,61.5,วัดจันทร์,นายชัยฤกษ์ วงศ์เจริญ,4,77,ซี ดับบลิว.พลาสติก แอนด์ สแครปเมทัล,0,3
,700000,กลึง เชื่อมโลหะและซ่อมเครื่องจักรกลการเกษตร,บางระกำ,,,,2,พิษณุโลก,8,เลขที่ โฉนดที่ดินเลขที่ 26169,63,วังอิทก,นายสำเนา เพิ่มทวี,2,78,เพชรทวีสิน,0,0
,2950000,ทำเครื่องใช้แล็กๆ จากโลหะ เช่น ใบมีดกรีดยางพารา,วังทอง,,,,15,พิษณุโลก,14,เลขที่ 647,52.5,วังทอง,บริษัท คัทแมกซ์ จำกัด,6,79,บริษัท คัทแมกซ์ จำกัด,52.5,9
100.237548,12000000,ห้องเย็น,เมืองพิษณุโลก,16.8092955,,,4,พิษณุโลก,10,เลขที่ 41/7,69.2,วัดจันทร์,บริษัท เอฟที่เอฟ เทรดดิ้ง จำกัด ,4,80,บริษัท เอฟที่เอฟ เทรดดิ้ง จำกัด ,69.2,0
100.2545344,3900000,ห้องเย็นเก็บสินค้า เช่น น้ำแข็ง,เมืองพิษณุโลก,16.7491484,,,2,พิษณุโลก,2,เลขที่ 395,55,บึงพระ,นายไพรัช นาคมอญ,2,81,คำปาย,0,0
,3500000,ห้องเย็นเก็บสินค้า,เมืองพิษณุโลก,,,,2,พิษณุโลก,6,เลขที่ 153,70,บ้านป่า,นายณรงค์ศักดิ์ พิณเกษมจิต,2,82,ห้องเย็นโบตั๋นผลไม้เทวดา,0,0
100.2048539,14800000,คัดแยก เก็บรวบรวม วัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่นเศษโลหะ กระดาษ พลาสติก ขวดแก้ว และอัดเศษโลหะ บดย่อยพลาสติก,เมืองพิษณุโลก,16.8018281,,,12,พิษณุโลก,10,เลขที่ 247/30,169,ท่าทอง,บริษัท ท่าทองรีไซเคิล (2007) จำกัด,7,83,บริษัท ท่าทองรีไซเคิล (2007) จำกัด,,5
100.41908,,"ผลิตเครื่องปรุง ,เครื่องประกอบอาหาร ,บด ,ดอง ,เครื่องแกง ,น้ำจิ้ม",วังทอง,16.649884,,,10000000,พิษณุโลก,14,เลขที่ โฉนดที่ดิน เลขที่ 18036,4,แม่ระกา,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด,2000000,84,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด,15,10000000
100.2616698,16000000,ทำน้ำแข็งซอง ได้วันละ 230 ซอง และน้ำแข็งก้อนเล็ก วันละ 22.55 ตัน,เมืองพิษณุโลก,16.8280861,พุทธบูชา,-,8,พิษณุโลก,-,เลขที่ 57,660.64,ในเมือง,บริษัท โกลไอซ์ จำกัด,6,85,บริษัท โกลไอซ์ จำกัด,,2
100.26824,,ทำน้ำแข็งก้อนเล็ก,เมืองพิษณุโลก,16.81057,ราเมศวร,-,9400000,พิษณุโลก,-,เลขที่ 53,10,ในเมือง,นายชูเกียรติ ดีไพบูลย์,0,86,กิมกี่น้ำแข็งอนามัย,2,0
100.25531,,ทำน้ำแข็งซอง ได้วันละ 840 ซอง และทำน้ำแข็งก้อนเล้ก เพิ่มขึ้นวันละ 100 ตัน รวมเป็น 186 ตัน,เมืองพิษณุโลก,16.85759,พิษณุโลก-วัดโบสถ์,-,2000000,พิษณุโลก,3,เลขที่ 134/20,34,หัวรอ,บริษัท โรงน้ำแข็งหลอดวิรัตน์ 1999 จำกัด,0,87,บริษัท โรงน้ำแข็งหลอดวิรัตน์ 1999 จำกัด,3,15000000
,41000000,ผลิตน้ำแข็งหลอดและน้ำดื่ม,เมืองพิษณุโลก,,พิษณุโลก-พรหมพิราม,-,47,พิษณุโลก,6,เลขที่ 149,2153,ปากโทก,บริษัท สุนันธารา พิษณุโลก จำกัด,27,88,บริษัท สุนันธารา พิษณุโลก จำกัด,0,20
100.019743,,ทำน้ำแข็งก้อนเล็กวันละ 30 ตัน และน้ำแข็งซองวันละ 104 ซอง,บางระกำ,16.718527,,,500000,พิษณุโลก,12,เลขที่ 85/3,6,บึงกอก,ห้างหุ้นส่วนจำกัด ป๊อก ป๊อก ไอซ์,0,89,ห้างหุ้นส่วนจำกัด ป๊อก ป๊อก ไอซ์,2,3700000
,11500000,ทำน้ำแข็งก้อนเล็ก 45 ตัน/วัน,บางระกำ,,,,4,พิษณุโลก,14,เลขที่ 333/3,357,หนองกุลา,นาย วัสทวุฒิ บุญล้ำ,3,90,ผลิตน้ำแข็งกองแก้ว,357,1
