VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR,LAVEL_EDUCATIONAL
221.83,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1452,ชาย,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาชีพ
34.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1453,ชาย,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
6.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1454,ชาย,พันคน,ภาคเหนือ,2563,การศึกษาอื่น ๆ
3.51,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1455,ชาย,พันคน,ภาคเหนือ,2563,ไม่ทราบ
179.84,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1456,หญิง,พันคน,ภาคเหนือ,2563,ไม่มีการศึกษา
771.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1457,หญิง,พันคน,ภาคเหนือ,2563,ต่ำกว่าประถมศึกษา
534.96,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1458,หญิง,พันคน,ภาคเหนือ,2563,ประถมศึกษา
359.64,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1459,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนต้น
311.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1460,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
74.63,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1461,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1462,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
371.35,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1463,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการ
137.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1464,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาชีพ
94.73,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1465,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
2.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1466,หญิง,พันคน,ภาคเหนือ,2563,การศึกษาอื่น ๆ
2.13,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1467,หญิง,พันคน,ภาคเหนือ,2563,ไม่ทราบ
26.92,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1468,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่มีการศึกษา
1333.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1469,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ต่ำกว่าประถมศึกษา
1495.59,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1470,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ประถมศึกษา
932.23,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1471,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนต้น
739.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1472,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
134.06,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1473,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.68,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1474,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
276.65,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1475,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการ
226.64,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1476,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาชีพ
75.37,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1477,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1478,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,การศึกษาอื่น ๆ
0.13,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1479,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่ทราบ
43.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1480,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่มีการศึกษา
1155.02,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1481,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ต่ำกว่าประถมศึกษา
1170.25,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1482,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ประถมศึกษา
621.62,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1483,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนต้น
602.95,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1484,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
79.05,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1485,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1486,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
340.74,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1487,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการ
187.07,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1488,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาชีพ
156.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1489,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1490,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,การศึกษาอื่น ๆ
0.38,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1491,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่ทราบ
77.01,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1492,ชาย,พันคน,ภาคใต้,2563,ไม่มีการศึกษา
420.45,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1493,ชาย,พันคน,ภาคใต้,2563,ต่ำกว่าประถมศึกษา
770.49,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1494,ชาย,พันคน,ภาคใต้,2563,ประถมศึกษา
545.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1495,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนต้น
419.98,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1496,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายสามัญ
98.99,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1497,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1498,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
251.77,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1499,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการ
165.91,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1500,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาชีพ
31.18,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1501,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการศึกษา
8.93,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1502,ชาย,พันคน,ภาคใต้,2563,การศึกษาอื่น ๆ
17.07,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1503,ชาย,พันคน,ภาคใต้,2563,ไม่ทราบ
69.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1504,หญิง,พันคน,ภาคใต้,2563,ไม่มีการศึกษา
382.95,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1505,หญิง,พันคน,ภาคใต้,2563,ต่ำกว่าประถมศึกษา
465.69,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1506,หญิง,พันคน,ภาคใต้,2563,ประถมศึกษา
337.06,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1507,หญิง,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนต้น
335.73,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1508,หญิง,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายสามัญ
67.31,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1509,หญิง,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.22,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1510,หญิง,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
346.89,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1511,หญิง,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการ
154.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1512,หญิง,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาชีพ
91.74,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1513,หญิง,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการศึกษา
1.99,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1514,หญิง,พันคน,ภาคใต้,2563,การศึกษาอื่น ๆ
12.21,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,1515,หญิง,พันคน,ภาคใต้,2563,ไม่ทราบ
48.41,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1516,ชาย,พันคน,กรุงเทพมหานคร,2563,ไม่มีการศึกษา
139.98,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1517,ชาย,พันคน,กรุงเทพมหานคร,2563,ต่ำกว่าประถมศึกษา
471.59,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1518,ชาย,พันคน,กรุงเทพมหานคร,2563,ประถมศึกษา
511.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1519,ชาย,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนต้น
365.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1520,ชาย,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายสามัญ
162.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1521,ชาย,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1522,ชาย,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
202.27,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1523,ชาย,พันคน,กรุงเทพมหานคร,2563,อุดมศึกษา สายวิชาชีพ
32.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1524,ชาย,พันคน,กรุงเทพมหานคร,2563,อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1525,ชาย,พันคน,กรุงเทพมหานคร,2563,การศึกษาอื่น ๆ
20.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1526,ชาย,พันคน,กรุงเทพมหานคร,2563,ไม่ทราบ
51.32,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1527,หญิง,พันคน,กรุงเทพมหานคร,2563,ไม่มีการศึกษา
147.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1528,หญิง,พันคน,กรุงเทพมหานคร,2563,ต่ำกว่าประถมศึกษา
416.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1529,หญิง,พันคน,กรุงเทพมหานคร,2563,ประถมศึกษา
306.33,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1530,หญิง,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนต้น
267.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1531,หญิง,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายสามัญ
126.22,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1532,หญิง,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1533,หญิง,พันคน,กรุงเทพมหานคร,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1003.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1534,หญิง,พันคน,กรุงเทพมหานคร,2563,อุดมศึกษา สายวิชาการ
160.87,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1535,หญิง,พันคน,กรุงเทพมหานคร,2563,อุดมศึกษา สายวิชาชีพ
67.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1536,หญิง,พันคน,กรุงเทพมหานคร,2563,อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1537,หญิง,พันคน,กรุงเทพมหานคร,2563,การศึกษาอื่น ๆ
13.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1538,หญิง,พันคน,กรุงเทพมหานคร,2563,ไม่ทราบ
219.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1539,ชาย,พันคน,ภาคกลาง,2563,ไม่มีการศึกษา
795.94,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1540,ชาย,พันคน,ภาคกลาง,2563,ต่ำกว่าประถมศึกษา
1339.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1541,ชาย,พันคน,ภาคกลาง,2563,ประถมศึกษา
1353.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1542,ชาย,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนต้น
925.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1543,ชาย,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายสามัญ
351.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1544,ชาย,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.39,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1545,ชาย,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
779.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1546,ชาย,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาการ
536.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1547,ชาย,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาชีพ
66.36,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1548,ชาย,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาการศึกษา
75.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1549,ชาย,พันคน,ภาคกลาง,2563,การศึกษาอื่น ๆ
53.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1550,ชาย,พันคน,ภาคกลาง,2563,ไม่ทราบ
194.77,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1551,หญิง,พันคน,ภาคกลาง,2563,ไม่มีการศึกษา
785.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1552,หญิง,พันคน,ภาคกลาง,2563,ต่ำกว่าประถมศึกษา
947.91,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1553,หญิง,พันคน,ภาคกลาง,2563,ประถมศึกษา
895.65,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1554,หญิง,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนต้น
825.21,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1555,หญิง,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายสามัญ
220.61,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1556,หญิง,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1557,หญิง,พันคน,ภาคกลาง,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1030.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1558,หญิง,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาการ
350.54,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1559,หญิง,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาชีพ
153.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1560,หญิง,พันคน,ภาคกลาง,2563,อุดมศึกษา สายวิชาการศึกษา
60.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1561,หญิง,พันคน,ภาคกลาง,2563,การศึกษาอื่น ๆ
35.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1562,หญิง,พันคน,ภาคกลาง,2563,ไม่ทราบ
162.63,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1563,ชาย,พันคน,ภาคเหนือ,2563,ไม่มีการศึกษา
808.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1564,ชาย,พันคน,ภาคเหนือ,2563,ต่ำกว่าประถมศึกษา
716.48,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1565,ชาย,พันคน,ภาคเหนือ,2563,ประถมศึกษา
563.55,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1566,ชาย,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนต้น
437.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1567,ชาย,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
116.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1568,ชาย,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.19,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1569,ชาย,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
270.45,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1570,ชาย,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการ
230.23,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1571,ชาย,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาชีพ
38.93,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1572,ชาย,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
6.68,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1573,ชาย,พันคน,ภาคเหนือ,2563,การศึกษาอื่น ๆ
2.04,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1574,ชาย,พันคน,ภาคเหนือ,2563,ไม่ทราบ
186.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1575,หญิง,พันคน,ภาคเหนือ,2563,ไม่มีการศึกษา
743.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1576,หญิง,พันคน,ภาคเหนือ,2563,ต่ำกว่าประถมศึกษา
528.64,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1577,หญิง,พันคน,ภาคเหนือ,2563,ประถมศึกษา
365.56,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1578,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนต้น
330.42,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1579,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
70.71,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1580,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1581,หญิง,พันคน,ภาคเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
391.28,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1582,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการ
138.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1583,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาชีพ
91.18,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1584,หญิง,พันคน,ภาคเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
4.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1585,หญิง,พันคน,ภาคเหนือ,2563,การศึกษาอื่น ๆ
3.72,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1586,หญิง,พันคน,ภาคเหนือ,2563,ไม่ทราบ
24.15,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1587,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่มีการศึกษา
1276.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1588,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ต่ำกว่าประถมศึกษา
1506.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1589,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ประถมศึกษา
971.95,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1590,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนต้น
751.75,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1591,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
122.66,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1592,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1593,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
273.24,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1594,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการ
248.55,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1595,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาชีพ
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1596,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,การศึกษาอื่น ๆ
0.47,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1597,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่ทราบ
43.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1598,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่มีการศึกษา
1097.43,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1599,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ต่ำกว่าประถมศึกษา
1188.74,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1600,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ประถมศึกษา
614.09,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1601,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนต้น
647.35,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1602,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายสามัญ
86.58,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1603,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
5.03,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1604,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
338.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1605,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการ
206.31,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1606,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาชีพ
168.51,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1607,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1608,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,การศึกษาอื่น ๆ
1.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1609,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563,ไม่ทราบ
76.79,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1610,ชาย,พันคน,ภาคใต้,2563,ไม่มีการศึกษา
400.44,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1611,ชาย,พันคน,ภาคใต้,2563,ต่ำกว่าประถมศึกษา
813.13,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1612,ชาย,พันคน,ภาคใต้,2563,ประถมศึกษา
523.06,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1613,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนต้น
442.26,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1614,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายสามัญ
114.81,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1615,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.37,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1616,ชาย,พันคน,ภาคใต้,2563,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
256.62,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1617,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการ
154.05,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1618,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาชีพ
33.34,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1619,ชาย,พันคน,ภาคใต้,2563,อุดมศึกษา สายวิชาการศึกษา
2.16,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1620,ชาย,พันคน,ภาคใต้,2563,การศึกษาอื่น ๆ
19.14,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1621,ชาย,พันคน,ภาคใต้,2563,ไม่ทราบ
69.38,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1622,หญิง,พันคน,ภาคใต้,2563,ไม่มีการศึกษา
341.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,1623,หญิง,พันคน,ภาคใต้,2563,ต่ำกว่าประถมศึกษา
