VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR,LAVEL_EDUCATIONAL
335.22,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,175,หญิง,พันคน,ภาคใต้,2565,มัธยมศึกษาตอนต้น
323.41,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,176,หญิง,พันคน,ภาคใต้,2565,มัธยมศึกษาตอนปลาย สายสามัญ
79.15,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,177,หญิง,พันคน,ภาคใต้,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,178,หญิง,พันคน,ภาคใต้,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
473.38,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,179,หญิง,พันคน,ภาคใต้,2565,อุดมศึกษา สายวิชาการ
116.49,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,180,หญิง,พันคน,ภาคใต้,2565,อุดมศึกษา สายวิชาชีพ
105.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,181,หญิง,พันคน,ภาคใต้,2565,อุดมศึกษา สายวิชาการศึกษา
6.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,182,หญิง,พันคน,ภาคใต้,2565,การศึกษาอื่น ๆ
13.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,183,หญิง,พันคน,ภาคใต้,2565,ไม่ทราบ
57.16,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,184,ชาย,พันคน,กรุงเทพมหานคร,2565,ไม่มีการศึกษา
119.75,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,185,ชาย,พันคน,กรุงเทพมหานคร,2565,ต่ำกว่าประถมศึกษา
503.71,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,186,ชาย,พันคน,กรุงเทพมหานคร,2565,ประถมศึกษา
545.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,187,ชาย,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนต้น
483.26,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,188,ชาย,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายสามัญ
195.27,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,189,ชาย,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,190,ชาย,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
731.94,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,191,ชาย,พันคน,กรุงเทพมหานคร,2565,อุดมศึกษา สายวิชาการ
171.28,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,192,ชาย,พันคน,กรุงเทพมหานคร,2565,อุดมศึกษา สายวิชาชีพ
34.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,193,ชาย,พันคน,กรุงเทพมหานคร,2565,อุดมศึกษา สายวิชาการศึกษา
5.41,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,194,ชาย,พันคน,กรุงเทพมหานคร,2565,การศึกษาอื่น ๆ
23.01,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,195,ชาย,พันคน,กรุงเทพมหานคร,2565,ไม่ทราบ
58.89,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,196,หญิง,พันคน,กรุงเทพมหานคร,2565,ไม่มีการศึกษา
144.99,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,197,หญิง,พันคน,กรุงเทพมหานคร,2565,ต่ำกว่าประถมศึกษา
447.46,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,198,หญิง,พันคน,กรุงเทพมหานคร,2565,ประถมศึกษา
361.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,199,หญิง,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนต้น
399.61,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,200,หญิง,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายสามัญ
128.68,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,201,หญิง,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,202,หญิง,พันคน,กรุงเทพมหานคร,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1014.52,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,203,หญิง,พันคน,กรุงเทพมหานคร,2565,อุดมศึกษา สายวิชาการ
117.86,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,204,หญิง,พันคน,กรุงเทพมหานคร,2565,อุดมศึกษา สายวิชาชีพ
