WORK_STATUS,QUARTER,VALUE,SOURCE,_id,SEX,UNIT,REGION,YEAR
นายจ้าง,ไตรมาสที่ 3,125.43,สำนักงานสถิติแห่งชาติ,716,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,227.22,สำนักงานสถิติแห่งชาติ,717,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 3,1034.61,สำนักงานสถิติแห่งชาติ,718,ชาย,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 3,1064.73,สำนักงานสถิติแห่งชาติ,719,ชาย,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,350.65,สำนักงานสถิติแห่งชาติ,720,ชาย,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 3,0.57,สำนักงานสถิติแห่งชาติ,721,ชาย,พันคน,ภาคใต้,2564
นายจ้าง,ไตรมาสที่ 3,45.63,สำนักงานสถิติแห่งชาติ,722,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,239.64,สำนักงานสถิติแห่งชาติ,723,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 3,671.97,สำนักงานสถิติแห่งชาติ,724,หญิง,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 3,770.36,สำนักงานสถิติแห่งชาติ,725,หญิง,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,514.54,สำนักงานสถิติแห่งชาติ,726,หญิง,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 3,0.14,สำนักงานสถิติแห่งชาติ,727,หญิง,พันคน,ภาคใต้,2564
นายจ้าง,ไตรมาสที่ 4,150.81,สำนักงานสถิติแห่งชาติ,728,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,256.14,สำนักงานสถิติแห่งชาติ,729,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,1539.9,สำนักงานสถิติแห่งชาติ,730,ชาย,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,678.57,สำนักงานสถิติแห่งชาติ,731,ชาย,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,151.11,สำนักงานสถิติแห่งชาติ,732,ชาย,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 4,0.62,สำนักงานสถิติแห่งชาติ,733,ชาย,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 4,43.83,สำนักงานสถิติแห่งชาติ,734,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,253.68,สำนักงานสถิติแห่งชาติ,735,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,1530.73,สำนักงานสถิติแห่งชาติ,736,หญิง,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,529.9,สำนักงานสถิติแห่งชาติ,737,หญิง,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,242.81,สำนักงานสถิติแห่งชาติ,738,หญิง,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 4,0.0,สำนักงานสถิติแห่งชาติ,739,หญิง,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 4,225.47,สำนักงานสถิติแห่งชาติ,740,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,471.89,สำนักงานสถิติแห่งชาติ,741,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,3423.47,สำนักงานสถิติแห่งชาติ,742,ชาย,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,1811.1,สำนักงานสถิติแห่งชาติ,743,ชาย,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,575.11,สำนักงานสถิติแห่งชาติ,744,ชาย,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 4,4.52,สำนักงานสถิติแห่งชาติ,745,ชาย,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 4,73.73,สำนักงานสถิติแห่งชาติ,746,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,551.01,สำนักงานสถิติแห่งชาติ,747,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,2708.69,สำนักงานสถิติแห่งชาติ,748,หญิง,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,1273.45,สำนักงานสถิติแห่งชาติ,749,หญิง,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,781.1,สำนักงานสถิติแห่งชาติ,750,หญิง,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 4,2.19,สำนักงานสถิติแห่งชาติ,751,หญิง,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 4,70.36,สำนักงานสถิติแห่งชาติ,752,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,313.38,สำนักงานสถิติแห่งชาติ,753,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,698.94,สำนักงานสถิติแห่งชาติ,754,ชาย,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,1692.47,สำนักงานสถิติแห่งชาติ,755,ชาย,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,531.55,สำนักงานสถิติแห่งชาติ,756,ชาย,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 4,0.0,สำนักงานสถิติแห่งชาติ,757,ชาย,พันคน,ภาคเหนือ,2564
นายจ้าง,ไตรมาสที่ 4,23.77,สำนักงานสถิติแห่งชาติ,758,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,328.99,สำนักงานสถิติแห่งชาติ,759,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,541.53,สำนักงานสถิติแห่งชาติ,760,หญิง,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,953.51,สำนักงานสถิติแห่งชาติ,761,หญิง,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,940.1,สำนักงานสถิติแห่งชาติ,762,หญิง,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 4,0.32,สำนักงานสถิติแห่งชาติ,763,หญิง,พันคน,ภาคเหนือ,2564
นายจ้าง,ไตรมาสที่ 4,88.55,สำนักงานสถิติแห่งชาติ,764,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,409.66,สำนักงานสถิติแห่งชาติ,765,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,1052.53,สำนักงานสถิติแห่งชาติ,766,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,2584.2,สำนักงานสถิติแห่งชาติ,767,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,987.3,สำนักงานสถิติแห่งชาติ,768,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 4,18.74,สำนักงานสถิติแห่งชาติ,769,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
นายจ้าง,ไตรมาสที่ 4,19.66,สำนักงานสถิติแห่งชาติ,770,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,438.26,สำนักงานสถิติแห่งชาติ,771,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,765.83,สำนักงานสถิติแห่งชาติ,772,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,1522.17,สำนักงานสถิติแห่งชาติ,773,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,1567.34,สำนักงานสถิติแห่งชาติ,774,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 4,4.55,สำนักงานสถิติแห่งชาติ,775,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
นายจ้าง,ไตรมาสที่ 4,134.79,สำนักงานสถิติแห่งชาติ,776,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,226.48,สำนักงานสถิติแห่งชาติ,777,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,1010.92,สำนักงานสถิติแห่งชาติ,778,ชาย,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,1120.72,สำนักงานสถิติแห่งชาติ,779,ชาย,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,339.67,สำนักงานสถิติแห่งชาติ,780,ชาย,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 4,0.33,สำนักงานสถิติแห่งชาติ,781,ชาย,พันคน,ภาคใต้,2564
นายจ้าง,ไตรมาสที่ 4,45.62,สำนักงานสถิติแห่งชาติ,782,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,236.83,สำนักงานสถิติแห่งชาติ,783,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 4,696.87,สำนักงานสถิติแห่งชาติ,784,หญิง,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 4,738.01,สำนักงานสถิติแห่งชาติ,785,หญิง,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,512.81,สำนักงานสถิติแห่งชาติ,786,หญิง,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 4,2.17,สำนักงานสถิติแห่งชาติ,787,หญิง,พันคน,ภาคใต้,2564
นายจ้าง,ไตรมาสที่ 1,113.91,สำนักงานสถิติแห่งชาติ,788,ชาย,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,282.35,สำนักงานสถิติแห่งชาติ,789,ชาย,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,1630.16,สำนักงานสถิติแห่งชาติ,790,ชาย,พันคน,กรุงเทพมหานคร,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,767.1,สำนักงานสถิติแห่งชาติ,791,ชาย,พันคน,กรุงเทพมหานคร,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,91.41,สำนักงานสถิติแห่งชาติ,792,ชาย,พันคน,กรุงเทพมหานคร,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.0,สำนักงานสถิติแห่งชาติ,793,ชาย,พันคน,กรุงเทพมหานคร,2565
นายจ้าง,ไตรมาสที่ 1,51.22,สำนักงานสถิติแห่งชาติ,794,หญิง,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,294.13,สำนักงานสถิติแห่งชาติ,795,หญิง,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,1694.4,สำนักงานสถิติแห่งชาติ,796,หญิง,พันคน,กรุงเทพมหานคร,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,510.03,สำนักงานสถิติแห่งชาติ,797,หญิง,พันคน,กรุงเทพมหานคร,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,183.27,สำนักงานสถิติแห่งชาติ,798,หญิง,พันคน,กรุงเทพมหานคร,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.0,สำนักงานสถิติแห่งชาติ,799,หญิง,พันคน,กรุงเทพมหานคร,2565
นายจ้าง,ไตรมาสที่ 1,267.48,สำนักงานสถิติแห่งชาติ,800,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,495.45,สำนักงานสถิติแห่งชาติ,801,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,3481.12,สำนักงานสถิติแห่งชาติ,802,ชาย,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1975.25,สำนักงานสถิติแห่งชาติ,803,ชาย,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,599.39,สำนักงานสถิติแห่งชาติ,804,ชาย,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.55,สำนักงานสถิติแห่งชาติ,805,ชาย,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 1,96.79,สำนักงานสถิติแห่งชาติ,806,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,561.16,สำนักงานสถิติแห่งชาติ,807,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,3016.44,สำนักงานสถิติแห่งชาติ,808,หญิง,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1478.72,สำนักงานสถิติแห่งชาติ,809,หญิง,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,833.13,สำนักงานสถิติแห่งชาติ,810,หญิง,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.95,สำนักงานสถิติแห่งชาติ,811,หญิง,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 1,78.47,สำนักงานสถิติแห่งชาติ,812,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,305.85,สำนักงานสถิติแห่งชาติ,813,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,733.18,สำนักงานสถิติแห่งชาติ,814,ชาย,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1675.54,สำนักงานสถิติแห่งชาติ,815,ชาย,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,473.4,สำนักงานสถิติแห่งชาติ,816,ชาย,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 1,1.46,สำนักงานสถิติแห่งชาติ,817,ชาย,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 1,35.04,สำนักงานสถิติแห่งชาติ,818,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,326.43,สำนักงานสถิติแห่งชาติ,819,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,595.56,สำนักงานสถิติแห่งชาติ,820,หญิง,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1019.77,สำนักงานสถิติแห่งชาติ,821,หญิง,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,839.93,สำนักงานสถิติแห่งชาติ,822,หญิง,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.89,สำนักงานสถิติแห่งชาติ,823,หญิง,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 1,109.72,สำนักงานสถิติแห่งชาติ,824,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,435.16,สำนักงานสถิติแห่งชาติ,825,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,1302.09,สำนักงานสถิติแห่งชาติ,826,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,2312.12,สำนักงานสถิติแห่งชาติ,827,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,774.3,สำนักงานสถิติแห่งชาติ,828,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 1,35.92,สำนักงานสถิติแห่งชาติ,829,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 1,26.08,สำนักงานสถิติแห่งชาติ,830,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,498.48,สำนักงานสถิติแห่งชาติ,831,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,809.39,สำนักงานสถิติแห่งชาติ,832,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1503.85,สำนักงานสถิติแห่งชาติ,833,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,1179.86,สำนักงานสถิติแห่งชาติ,834,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 1,4.29,สำนักงานสถิติแห่งชาติ,835,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 1,126.1,สำนักงานสถิติแห่งชาติ,836,ชาย,พันคน,ภาคใต้,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,252.45,สำนักงานสถิติแห่งชาติ,837,ชาย,พันคน,ภาคใต้,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,1074.35,สำนักงานสถิติแห่งชาติ,838,ชาย,พันคน,ภาคใต้,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,1090.58,สำนักงานสถิติแห่งชาติ,839,ชาย,พันคน,ภาคใต้,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,328.28,สำนักงานสถิติแห่งชาติ,840,ชาย,พันคน,ภาคใต้,2565
การรวมกลุ่ม,ไตรมาสที่ 1,3.14,สำนักงานสถิติแห่งชาติ,841,ชาย,พันคน,ภาคใต้,2565
นายจ้าง,ไตรมาสที่ 1,61.64,สำนักงานสถิติแห่งชาติ,842,หญิง,พันคน,ภาคใต้,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,254.89,สำนักงานสถิติแห่งชาติ,843,หญิง,พันคน,ภาคใต้,2565
ลูกจ้างเอกชน,ไตรมาสที่ 1,742.22,สำนักงานสถิติแห่งชาติ,844,หญิง,พันคน,ภาคใต้,2565
ทำงานส่วนตัว,ไตรมาสที่ 1,810.04,สำนักงานสถิติแห่งชาติ,845,หญิง,พันคน,ภาคใต้,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,470.56,สำนักงานสถิติแห่งชาติ,846,หญิง,พันคน,ภาคใต้,2565
การรวมกลุ่ม,ไตรมาสที่ 1,0.16,สำนักงานสถิติแห่งชาติ,847,หญิง,พันคน,ภาคใต้,2565
นายจ้าง,ไตรมาสที่ 2,109.38,สำนักงานสถิติแห่งชาติ,848,ชาย,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,298.2,สำนักงานสถิติแห่งชาติ,849,ชาย,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,1613.67,สำนักงานสถิติแห่งชาติ,850,ชาย,พันคน,กรุงเทพมหานคร,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,758.24,สำนักงานสถิติแห่งชาติ,851,ชาย,พันคน,กรุงเทพมหานคร,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,110.93,สำนักงานสถิติแห่งชาติ,852,ชาย,พันคน,กรุงเทพมหานคร,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.0,สำนักงานสถิติแห่งชาติ,853,ชาย,พันคน,กรุงเทพมหานคร,2565
นายจ้าง,ไตรมาสที่ 2,46.18,สำนักงานสถิติแห่งชาติ,854,หญิง,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,276.28,สำนักงานสถิติแห่งชาติ,855,หญิง,พันคน,กรุงเทพมหานคร,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,1690.07,สำนักงานสถิติแห่งชาติ,856,หญิง,พันคน,กรุงเทพมหานคร,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,540.95,สำนักงานสถิติแห่งชาติ,857,หญิง,พันคน,กรุงเทพมหานคร,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,181.5,สำนักงานสถิติแห่งชาติ,858,หญิง,พันคน,กรุงเทพมหานคร,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.0,สำนักงานสถิติแห่งชาติ,859,หญิง,พันคน,กรุงเทพมหานคร,2565
นายจ้าง,ไตรมาสที่ 2,251.2,สำนักงานสถิติแห่งชาติ,860,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,501.95,สำนักงานสถิติแห่งชาติ,861,ชาย,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,3575.95,สำนักงานสถิติแห่งชาติ,862,ชาย,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,1898.98,สำนักงานสถิติแห่งชาติ,863,ชาย,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,612.37,สำนักงานสถิติแห่งชาติ,864,ชาย,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.29,สำนักงานสถิติแห่งชาติ,865,ชาย,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 2,73.25,สำนักงานสถิติแห่งชาติ,866,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,589.64,สำนักงานสถิติแห่งชาติ,867,หญิง,พันคน,ภาคกลาง,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,3010.18,สำนักงานสถิติแห่งชาติ,868,หญิง,พันคน,ภาคกลาง,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,1476.76,สำนักงานสถิติแห่งชาติ,869,หญิง,พันคน,ภาคกลาง,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,821.0,สำนักงานสถิติแห่งชาติ,870,หญิง,พันคน,ภาคกลาง,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.57,สำนักงานสถิติแห่งชาติ,871,หญิง,พันคน,ภาคกลาง,2565
นายจ้าง,ไตรมาสที่ 2,81.96,สำนักงานสถิติแห่งชาติ,872,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,278.76,สำนักงานสถิติแห่งชาติ,873,ชาย,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,733.06,สำนักงานสถิติแห่งชาติ,874,ชาย,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,1696.56,สำนักงานสถิติแห่งชาติ,875,ชาย,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,488.0,สำนักงานสถิติแห่งชาติ,876,ชาย,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.0,สำนักงานสถิติแห่งชาติ,877,ชาย,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 2,29.38,สำนักงานสถิติแห่งชาติ,878,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,355.14,สำนักงานสถิติแห่งชาติ,879,หญิง,พันคน,ภาคเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,563.55,สำนักงานสถิติแห่งชาติ,880,หญิง,พันคน,ภาคเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,1012.74,สำนักงานสถิติแห่งชาติ,881,หญิง,พันคน,ภาคเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,837.77,สำนักงานสถิติแห่งชาติ,882,หญิง,พันคน,ภาคเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 2,0.65,สำนักงานสถิติแห่งชาติ,883,หญิง,พันคน,ภาคเหนือ,2565
นายจ้าง,ไตรมาสที่ 2,95.63,สำนักงานสถิติแห่งชาติ,884,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,441.95,สำนักงานสถิติแห่งชาติ,885,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,1147.82,สำนักงานสถิติแห่งชาติ,886,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,2534.09,สำนักงานสถิติแห่งชาติ,887,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,807.25,สำนักงานสถิติแห่งชาติ,888,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 2,26.14,สำนักงานสถิติแห่งชาติ,889,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 2,23.03,สำนักงานสถิติแห่งชาติ,890,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,513.48,สำนักงานสถิติแห่งชาติ,891,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ลูกจ้างเอกชน,ไตรมาสที่ 2,771.64,สำนักงานสถิติแห่งชาติ,892,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ทำงานส่วนตัว,ไตรมาสที่ 2,1567.92,สำนักงานสถิติแห่งชาติ,893,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,1328.6,สำนักงานสถิติแห่งชาติ,894,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
การรวมกลุ่ม,ไตรมาสที่ 2,2.58,สำนักงานสถิติแห่งชาติ,895,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
นายจ้าง,ไตรมาสที่ 2,146.28,สำนักงานสถิติแห่งชาติ,896,ชาย,พันคน,ภาคใต้,2565
