จำนวน,_id,ปี,เพศ,จังหวัด,อุตสาหกรรม,ประเภทแรงงาน,หน่วย
320,263,2561,ชาย,อ่างทอง,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
60,264,2561,ชาย,อ่างทอง,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
2133,265,2561,หญิง,อ่างทอง,เกษตรกรรม,แรงงานในระบบ,คน
121,266,2561,หญิง,อ่างทอง,เหมืองแร่เหมืองหิน,แรงงานในระบบ,คน
14604,267,2561,หญิง,อ่างทอง,การผลิต,แรงงานในระบบ,คน
141,268,2561,หญิง,อ่างทอง,ไฟฟ้าก๊าซและประปา,แรงงานในระบบ,คน
279,269,2561,หญิง,อ่างทอง,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานในระบบ,คน
1663,270,2561,หญิง,อ่างทอง,การก่อสร้าง,แรงงานในระบบ,คน
3960,271,2561,หญิง,อ่างทอง,การขายส่งการขายปลีก,แรงงานในระบบ,คน
441,272,2561,หญิง,อ่างทอง,การขนส่ง,แรงงานในระบบ,คน
1262,273,2561,หญิง,อ่างทอง,ที่พักแรมและบริการด้านอาหาร,แรงงานในระบบ,คน
137,274,2561,หญิง,อ่างทอง,ข้อมูลข่าวสารการสื่อสาร,แรงงานในระบบ,คน
955,275,2561,หญิง,อ่างทอง,กิจกรรมด้านการเงิน,แรงงานในระบบ,คน
55,276,2561,หญิง,อ่างทอง,กิจกรรมทางวิชาชีพ,แรงงานในระบบ,คน
255,277,2561,หญิง,อ่างทอง,กิจกรรมการบริหาร,แรงงานในระบบ,คน
2524,278,2561,หญิง,อ่างทอง,บริหารราชการและป้องกันประเทศ,แรงงานในระบบ,คน
3626,279,2561,หญิง,อ่างทอง,การศึกษา,แรงงานในระบบ,คน
2038,280,2561,หญิง,อ่างทอง,ด้านสุขภาพและสังคมสงเคราะห์,แรงงานในระบบ,คน
195,281,2561,หญิง,อ่างทอง,ศิลปะบันเทิง,แรงงานในระบบ,คน
383,282,2561,หญิง,อ่างทอง,กิจกรรมบริการอื่นๆ,แรงงานในระบบ,คน
418,283,2561,หญิง,อ่างทอง,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานในระบบ,คน
19457,284,2561,ชาย,อ่างทอง,เกษตรกรรม,แรงงานนอกระบบ,คน
1803,285,2561,ชาย,อ่างทอง,การผลิต,แรงงานนอกระบบ,คน
199,286,2561,ชาย,อ่างทอง,การจัดหาน้ำการบำบัดน้ำเสีย,แรงงานนอกระบบ,คน
4576,287,2561,ชาย,อ่างทอง,การก่อสร้าง,แรงงานนอกระบบ,คน
6807,288,2561,ชาย,อ่างทอง,การขายส่งการขายปลีก,แรงงานนอกระบบ,คน
773,289,2561,ชาย,อ่างทอง,การขนส่ง,แรงงานนอกระบบ,คน
1243,290,2561,ชาย,อ่างทอง,ที่พักแรมและบริการด้านอาหาร,แรงงานนอกระบบ,คน
316,291,2561,ชาย,อ่างทอง,กิจกรรมทางวิชาชีพ,แรงงานนอกระบบ,คน
154,292,2561,ชาย,อ่างทอง,กิจกรรมการบริหาร,แรงงานนอกระบบ,คน
138,293,2561,ชาย,อ่างทอง,บริหารราชการและป้องกันประเทศ,แรงงานนอกระบบ,คน
56,294,2561,ชาย,อ่างทอง,การศึกษา,แรงงานนอกระบบ,คน
176,295,2561,ชาย,อ่างทอง,ศิลปะบันเทิง,แรงงานนอกระบบ,คน
1696,296,2561,ชาย,อ่างทอง,กิจกรรมบริการอื่นๆ,แรงงานนอกระบบ,คน
173,297,2561,ชาย,อ่างทอง,การจ้างงานในครัวเรือนส่วนบุคคล,แรงงานนอกระบบ,คน
