จังหวัด,_id,ปี,ประกอบกิจการ,ตำบล,อำเภอ,รายชื่อสถานประกอบการ
ปทุมธานี,203,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นพรัตน์,หนองเสือ,บริษัท บุญชู รีไซเคิล จำกัด
ปทุมธานี,204,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรมว่าด้วยเรื่อง การกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจำพวกโลหะ กระดาษ แก้ว ไม้ พลาสติก และบดย่อยพลาสติกชนิดต่าง ๆ,บึงคำพร้อย,ลำลูกกา,ห้างหุ้นส่วนจำกัด มารวย รีไซเคิล
ปทุมธานี,205,2567,"คัดแยกวัสดุที่ไม่ใช้แล้ว (ขยะไม่อันตราย) บดย่อยและอัดพลาสติก, อัดเศษโลหะและอัดกระดาษ",คลองสาม,คลองหลวง,บริษัท พี เค เอเซีย (ประเทศไทย) จำกัด
ปทุมธานี,206,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เหล็ก กระดาษ พลาสติก เป็นต้น,บึงทองหลาง,ลำลูกกา,ห้างหุ้นส่วนจำกัด ป.ปรีชา รีไซเคิล
ปทุมธานี,207,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ประชาธิปัตย์,ธัญบุรี,บริษัท พี.ริชพอยท์ จำกัด
ปทุมธานี,208,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด สมชายการค้ารีไซเคิล
ปทุมธานี,209,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พืชอุดม,ลำลูกกา,บริษัท ธีภพ กรุ๊ป จำกัด
ปทุมธานี,210,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท เอ็มบีพี คอร์ปอเรชั่น จำกัด
ปทุมธานี,211,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ต.ร่วมพัฒนา รีไซเคิล จำกัด
ปทุมธานี,212,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท คันไซ เคมิคัล (ประเทศไทย) จำกัด
ปทุมธานี,213,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงบอน,หนองเสือ,บริษัท รวยต่อไป เก้า เก้า เก้า จำกัด
ปทุมธานี,214,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท มิตรไมตรี รีไซเคิล จำกัด
ปทุมธานี,215,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดเศษโลหะ เศษกระดาษ บดย่อยพลาสติก,คลองสี่,คลองหลวง,บริษัท โอเค 760 จำกัด
ปทุมธานี,216,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองควาย,สามโคก,บริษัท จ.เกียรติเจริญกิจ อุตสาหกรรม จำกัด
ปทุมธานี,217,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ซัฟฟูล โกลบอล จำกัด
ปทุมธานี,218,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองหนึ่ง,คลองหลวง,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด
ปทุมธานี,219,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) ล้างขวดแก้ว บดล้างพลาสติกและอัดเศษโลหะ,คูบางหลวง,ลาดหลุมแก้ว,บริษัท ปทุมรีไซเคิล จำกัด
ปทุมธานี,220,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยเศษพลาสติก,ลำไทร,ลำลูกกา,นางสาวประภาพรรณ กิมยงค์
ปทุมธานี,221,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คูคต,ลำลูกกา,บริษัท บานาน่า ชัวร์ จำกัด
ปทุมธานี,222,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นขยะอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,คลองหนึ่ง,คลองหลวง,บริษัท ดับเบิลยู.เอ็ม.อิคสปอร์ท 2010 (ประเทศไทย) จำกัด
ปทุมธานี,223,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท ฟ้าสยาม สตีล รีไซเคิ้ล เซ็นเตอร์ จำกัด
ปทุมธานี,224,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,ห้างหุ้นส่วนจำกัด วงษ์พาณิชย์สาขาคลองสามวา
ปทุมธานี,225,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำลูกกา,ลำลูกกา,บริษัท 888 ไลอ้อน จำกัด
ปทุมธานี,226,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ท้ายเกาะ,สามโคก,บริษัท จรรยา ไซเคิล เทรน จำกัด
ปทุมธานี,227,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,ห้างหุ้นส่วนจำกัด ก. ธนาทิพย์
ปทุมธานี,228,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงบา,หนองเสือ,นายพิพัฒน์ ธัญนิธิภูรีนนท์
ปทุมธานี,229,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองแดง ทองเหลือง อลูมิเนียม เหล็ก สแตนเลส เป็นต้น,คลองหนึ่ง,คลองหลวง,บริษัท ฟูเกน (ประเทศไทย) จำกัด
ปทุมธานี,230,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด วี แอนด์ เอ เซอร์วิส
ปทุมธานี,231,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ชัยยะ นารา จำกัด
ปทุมธานี,232,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย บดพลาสติกและผลิตอิฐบล็อคปูพื้น โดยใช้ทรายจากแบบหล่อโลหะ,นพรัตน์,หนองเสือ,นางสาวปรารถนา ทุ่งลาด
ปทุมธานี,233,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำผักกูด,ธัญบุรี,นางสาววลัชณัฏฐ์ อัคริมาสุปวีณ์
ปทุมธานี,234,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท สยาม เอ็นไวรอนเม้นท์ สแค็พส์ จำกัด
ปทุมธานี,235,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หนองสามวัง,หนองเสือ,นายปิยะมิตร ศรีสว่าง
ปทุมธานี,236,2567,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย สกัดโลหะมีค่าจากแผงวงจร, ตะกรันโลหะมีค่า, ตะกอนจากระบบบำบัดน้ำเสีย, เศษผ้าปนเปื้อน Silver Epoxy, โลหะที่มีทองคำเคลือบผิวอยู่, Lead Free, ผลิตเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและน้ำมันพืชใช้แล้ว, บดย่อยอุปกรณ์อีเล็คทรอนิคส์ ล้างถังด้วย Sovent",บางกะดี,เมืองปทุมธานี,บริษัท สหการบางกะดี่เซอร์วิส จำกัด
ปทุมธานี,237,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สวนพริกไทย,เมืองปทุมธานี,บริษัท จ.ชัยเจริญรีไซเคิล จำกัด
ปทุมธานี,238,2567,คัดแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม และบรรจุใส่ถาดพลาสติก,คลองสี่,คลองหลวง,บริษัท ศิลามั่นคง 2012 จำกัด
ปทุมธานี,239,2567,คัดแยก บรรจุผักผลไม้,คลองห้า,คลองหลวง,บริษัท โพรเกรส เวิลดิ์ จำกัด
ปทุมธานี,240,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,บ้านปทุม,สามโคก,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด
ปทุมธานี,241,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,ลาดหลุมแก้ว,ลาดหลุมแก้ว,บริษัท อินฟินีตี้เปเปอร์ จำกัด
ปทุมธานี,242,2567,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,คลองหก,คลองหลวง,นายชยเดช สัจจพิบูล 
ปทุมธานี,243,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,คลองหนึ่ง,คลองหลวง,นางชูเจริญ อิ่มศรี
ปทุมธานี,244,2567,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,ระแหง,ลาดหลุมแก้ว,บริษัท ปราบขยะ รีไซเคิล จำกัด
ปทุมธานี,245,2567,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,ท้ายเกาะ,สามโคก,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด
ปทุมธานี,246,2567,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,คูบางหลวง,ลาดหลุมแก้ว,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,247,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด วัฒนอนันต์
ปทุมธานี,248,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,คูขวาง,ลาดหลุมแก้ว,บริษัท ปทุมรีไซเคิล จำกัด
ปทุมธานี,249,2567,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,หน้าไม้,ลาดหลุมแก้ว,ห้างหุ้นส่วนจำกัด ธนวัฒน์กิจเจริญ
ปทุมธานี,250,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง
ปทุมธานี,251,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล 
ปทุมธานี,252,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,บึงคำพร้อย,ลำลูกกา,บริษัท กานต์กมล จำกัด
ปทุมธานี,253,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,บึงทองหลาง,ลำลูกกา,นางเนตรหทัย สุขศึกพ่าย
ปทุมธานี,254,2567,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,บ้านปทุม,สามโคก,บริษัท สุรีรัตน์ รีไซเคิล จำกัด
ปทุมธานี,255,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,สามโคก,สามโคก,บริษัท โชอะ คันเกียว (ประเทศไทย) จำกัด
ปทุมธานี,256,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,คลองสอง,คลองหลวง,บริษัท เทค ออล สเต็ป จำกัด
ปทุมธานี,257,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,คลองหนึ่ง,คลองหลวง,บริษัท สยาม คาวาชิม่า จำกัด
ปทุมธานี,258,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,บางหลวง,เมืองปทุมธานี,บริษัท ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,259,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ทีซีเอช รีไซเคิล จำกัด
ปทุมธานี,260,2567,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อยพลาสติก,คลองสอง,คลองหลวง,นางสาววาสนา แซ่ลี้
ปทุมธานี,261,2567,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และนำเศษอลูมิเนียม มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่,คลองหก,คลองหลวง,บริษัท แคป โกลบอล อลูมิเนียม จำกัด
ปทุมธานี,262,2568,คัดแยกเศษวัสดุเหลือใช้ เศษกระดาษ เศษเหล็ก พลาสติก ทองแดง,บางพูน,เมืองปทุมธานี,บริษัท ไทย รีไซเคิล แอนด์ เซอร์วิส จำกัด
ปทุมธานี,263,2568,คัดแยกเศษวัสดุ โดยไม่ฝังกลบ,บางพูน,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด เอกสมพร
ปทุมธานี,264,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำไทร,ลำลูกกา,บริษัท พรกอบโชค จำกัด
ปทุมธานี,265,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก ไม้ โลหะทุกชนิด,คลองสอง,คลองหลวง,บริษัท รวีโรจน์ แพคกิ้งแอนด์เซอรืวิส จำกัด
ปทุมธานี,266,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บึงบา,หนองเสือ,นายพิพัฒน์ ธัญนิธิภูรีนนท์
ปทุมธานี,267,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ และบดย่อยเศษพลาสติก,ลำลูกกา,ลำลูกกา,บริษัท เจริญวัฒน์ รีไซเคิล แอนด์ เวสต์ แมเนจเม้นท์ จำกัด
ปทุมธานี,268,2568,คัดแยกวัสดุที่ไม่ได้ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,สามโคก,สามโคก,บริษัท สแครปไทย จำกัด
ปทุมธานี,269,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ปทุม พี.เค. จำกัด
ปทุมธานี,270,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ธนานุกูลชัย จำกัด
ปทุมธานี,271,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองห้า,คลองหลวง,บริษัท บลู เมทัล รีไซเคิล จำกัด
ปทุมธานี,272,2568,คัดแยกวัสดุที่ไม่ได้ใช้แล้ว ที่ไม่เป็นอันตรายจาการผลิตรวมทั้งซื้อและจำหน่ายหลังการคัดแยก,คลองสี่,คลองหลวง,บริษัท วรินทร คอร์ปอเรชั่น จำกัด
ปทุมธานี,273,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หน้าไม้,ลาดหลุมแก้ว,บริษัท สแครป เมทัล เทรดดิ้ง จำกัด
ปทุมธานี,274,2568,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ บดย่อยเศษพลาสติก ทำเม็ดพลาสติกจากเศษพลาสติกเก่า และอัดเศษกระดาษ,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด เจ.พี.เอ็น.รีไซเคิล
ปทุมธานี,275,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เชียงรากใหญ่,สามโคก,บริษัท ต.นิยมไทย รีไซเคิล จำกัด
ปทุมธานี,276,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท ทองพูล รีไซเคิล จำกัด
ปทุมธานี,277,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดพลาสติก ทำเม็ดพลาสติกเกรดบี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,บริษัท โสภณพลาสติก จำกัด
ปทุมธานี,278,2568,"คัดแยกกระดาษและอัดกระดาษเป็นแท่ง, ก้อน",คลองสาม,คลองหลวง,บริษัท เพอร์เฟ็ค เปเปอร์ จำกัด
ปทุมธานี,279,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท วงศ์ทอง สตีลไวร์ จำกัด
ปทุมธานี,280,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด จักร์ณรงค์ ซัพพลาย
ปทุมธานี,281,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงทองหลาง,ลำลูกกา,บริษัท วาย ดี โกลบอลไลส์ จำกัด
ปทุมธานี,282,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ นำน้ำมันหล่อลื่นที่ใช้แล้วหรือสารทำละลาย มาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ น้ำมันกันสนิม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ รีไซเคิลไส้กรองน้ำมัน ทำเชื้อเพลิงผสม (Blending) จากเศษผ้าปนเปื้อนน้ำมัน วัสดุดูดซับกากตะกอนน้ำมัน เศษไส้กรองน้ำมัน,คลองสอง,คลองหลวง,บริษัท คิงออยล์ แอนด์ ปิโตรเลียม จำกัด
ปทุมธานี,283,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หลักหก,เมืองปทุมธานี,บริษัท มิชชั่นไลน์รีไซเคิล จำกัด
ปทุมธานี,284,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,บางหลวง,เมืองปทุมธานี,บริษัท ศิริรัตน์ โลหะกิจ จำกัด
ปทุมธานี,285,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แแล้วที่ไม่เป็นของเสียอันตราย หลอมพลาสติกเป็นเม็ด,เชียงรากใหญ่,สามโคก,บริษัท อุดมสุข พลาสติก รีไซเคิล จำกัด
ปทุมธานี,286,2568,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าอิเล็กทรอนิกส์ อัดเศษโลหะ อัดเศษกระดาษ และบดย่อยพลาสติก,คลองเจ็ด,คลองหลวง,ห้างหุ้นส่วนจำกัด ชินฟา
ปทุมธานี,287,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ในภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและเศษกระดาษ,สวนพริกไทย,เมืองปทุมธานี,บริษัท สหธนาชัย ค้าเหล็ก จำกัด
ปทุมธานี,288,2568,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท ธวัช กรุ๊ป แมททีเรียล แอนด์ ซัพพลายเออร์ จำกัด
ปทุมธานี,289,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,คูบางหลวง,ลาดหลุมแก้ว,ห้างหุ่นส่วนจำกัด ต.กิจบำรุง
ปทุมธานี,290,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท โฟว์เอเวอร์วัน จำกัด
ปทุมธานี,291,2568,คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,นางพรฤดี พิรุณวัฒนา
ปทุมธานี,292,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองห้า,คลองหลวง,บริษัท ไทย ซังเกียว รีไซเคิล จำกัด
ปทุมธานี,293,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท รัตนทรัพย์ รีไซเคิล จำกัด
ปทุมธานี,294,2568,"คัดแยกเศษวัสดุเหลือใช้ เช่น กระดาษ, พลาสติก, โลหะและบดพลาสติก",คลองสี่,คลองหลวง,บริษัท กัน รีไซเคิล จำกัด
ปทุมธานี,295,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงคำพร้อย,ลำลูกกา,บริษัท ดับเบิ้ลยูเอ็น แอสโซซิเอท จำกัด
ปทุมธานี,296,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ บดย่อยและขัดผิวพลาสติกที่เคลือบสี เคลือบโครเมี่ยม,คลองหนึ่ง,คลองหลวง,บริษัท ภูริชกานต์ โพลิเมอร์ จำกัด
ปทุมธานี,297,2568,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นขยะอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,คูบางหลวง,ลาดหลุมแก้ว,บริษัท ไทย โฟม อินดัสตรี จำกัด
ปทุมธานี,298,2568,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สวนพริกไทย,เมืองปทุมธานี,บริษัท ปัณณธร โลหะกิจ จำกัด
ปทุมธานี,299,2568,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด วิชัยสยาม เทคโนโลยี แอนด์ เอ็นไวรอนเมนท์ 
