ถนน,คนงานชาย,เลขที่,ซอย,แรงม้า,คนงานรวม,เงินทุนรวม,_id,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,แรงม้าตรวจพบ,ตำบล,อำเภอ,คนงานหญิง,จังหวัด,ผู้ประกอบการ,หมู่
,20000000,"เลขที่ โฉนดที่ดินเลขที่ 55958, 30463, 15990, 15977, 15979, 78538, และ78574",,2,10000000,,180,180,บริษัทธิติดา ทรานสปอร์ต จำกัด,ขุดตักดินและทรายในที่ดินกรรมสิทธิ์,1,บางระกำ,บางระกำ,10000000,พิษณุโลก,บริษัทธิติดา ทรานสปอร์ต จำกัด,14.0
,2,"เลขที่ โฉนดที่ดินเลขที่ 29326,29338",,180,2,3500000,181,181,,ขุดตักดิน ดินลูกรัง สำหรับใช้ในการก่อสร้างในที่ดินกรรมสิทธิ์,180,บ้านยาง,วัดโบสถ์,0,พิษณุโลก,นายเสกสรรค์ เกตุนาค,3.0
,2,เลขที่ โฉนดที่ดินเลขที่ 65653,,380,2,5000000,182,182,ท่าทรายรัชภูมิ,ขุดตักดินและดูดทรายในที่ดินกรรมสสิทธิ์,380,หนองกุลา,บางระกำ,0,พิษณุโลก,มานัส พลอยครุฑ,14.0
,1700000,เลขที่ -,,3,800000,,183,183,ท่าทรายทรัพย์ทวี 2,ดูดทราย,0,หนองกุลา,บางระกำ,1100000,พิษณุโลก,นายมานัส พลอยครุฑ,14.0
-,3,เลขที่ ,-,270,3,2600000,184,184,ทรายศุภกิจ,ดูดทราย คัดแยกทราย,,หนองกุลา,บางระกำ,0,พิษณุโลก,ห้างหุ้นส่วนจำกัด นิคมบางระกำก่อสร้าง,15.0
,360000,"เลขที่ โฉนดที่ดินเลขที่19264,19397เล่ม193,194",,2,80000,,185,185,ทรายเงิน,ดูดทรายบก,0,บึงกอก,บางระกำ,1000000,พิษณุโลก,นางสาวอัจฉรา อินทร์พิมพ์,2.0
พิษณุโลก-หล่มสัก,3200000,เลขที่ -,,30,1000000,,186,186,โรงงานไม้วังทอง,แปรรูปไม้จำหน่ายและแปรรูปไม้เพื่อประดิษฐ์กรรม ทำเครื่องเรือน เครื่องใช้ภายในบ้าน เช่น วงกบประตู-หน้าต่าง ไม้บัว ไม้กลึง ไม่ฉลุ บ้าน-ศาลา สำเร็จรูป,10,ชัยนาม,วังทอง,5000000,พิษณุโลก,นายธนาวุทธ เรียงแรง,1.0
,14,เลขที่ 44/4,,98,19,2300000,187,187,,แปรรูปไม้เพื่อประดิษฐกรรม ทำลังไม้ ไม้พาเลท,,มะขามสูง,เมืองพิษณุโลก,5,พิษณุโลก,นางสาวอัปสร ฤกดิ์ดี,1.0
,12,เลขที่ -,,99.34,18,2020000,188,188,,แปรรูปไม้ด้วยเครื่องจักร เพื่อประดิษฐกรรม ทำวงกบประตู-หน้าต่าง กรอบรูป ปาร์เก้ โมเสดเฟอร์นิเจอร์,50.68,ท่างาม,วัดโบสถ์,6,พิษณุโลก,นางชมบุญ เพชรทอง,13.0
นครไทย-ชาติตระการ,11,เลขที่ 118/1,,89.5,15,1900000,189,189,-,ทำบานประตู-บานหน้าต่าง เครื่องเรือนจากไม้ ทำปาร์เก้ โมเสค และกลึงไม้ทำเฟอร์นิเจอร์,,บ้านพร้าว,นครไทย,4,พิษณุโลก,นางสีนวล น้อยมา,9.0
,7,เลขที่ -,,156,9,8000000,190,190,แสงเงินค้าไม้,แปรรูปไม้เพื่อทำวงกบประตู หน้าต่าง บานประตู บานหน้าต่าง และเครื่องเรือน หรือเครื่องตบแต่งภายในอาคาร จากไม้แปรรูป,,ท่าโพธิ์,เมืองพิษณุโลก,2,พิษณุโลก,นายศุภวัฒน์ ธาราวัชรศวสตร์,1.0
พิษณุโลก-บางกระทุ่ม,16,เลขที่ 93/1,แก้วจินดา,104,29,4468000,191,191,พิกุลมาอุ่น,ทำกรอบรูปหรือกรอบกระจกจากไม้หรือพลาสติก,,วัดพริก,เมืองพิษณุโลก,13,พิษณุโลก,นางสาวพิกุล  มาอุ่น,2.0
พิษณุโลก-บางกระทุ่ม,100000,เลขที่ -,,16,300000,,192,192,พิษณุกรอบรูป,ทำกรอบรูปหรือกรอบกระจกจากไม้หรือพลาสติก,35,วังน้ำคู้,เมืองพิษณุโลก,525000,พิษณุโลก,นายสุรินทร์ ยรรยง,4.0
,300000,เลขที่ -,,9,1500000,,193,193,,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,2,ท่าทอง,เมืองพิษณุโลก,300000,พิษณุโลก,นางลัดดา โกเมศมุนีบริรักษ์,7.0
ิพิษณุโลก-เด่นชัย,0,เลขที่ 305,,13,1000000,,194,194,บริษัท เคแอนด์เค พาราวู้ด จำกัด,ผลิตเฟอร์นิเจอร์จากไม้ยางพารา,20,ดงประคำ,พรหมพิราม,3000000,พิษณุโลก,บริษัท เคแอนด์เค พาราวู้ด จำกัด,4.0
สิงหวัฒน์,0,เลขที่ 49/2,,12,200000,,195,195,สามดีเฟอร์นิเจอร์,ผลิตเฟอร์นิเจอร์จากไม้ปาติเคิลและไม้MDF,0,บ้านคลอง,เมืองพิษณุโลก,4000000,พิษณุโลก,นางกชกร ตันติวงศ์กานต์,3.0
