แรงม้า,ประเภทโรงงาน,ตำบล,ประกอบกิจการ,เลขทะเบียนโรงงานเดิม,คนงานรวม,ถนน,เลขที่,จังหวัด,จำพวก,รหัสไปรษณีย์,หมู่,ผู้ประกอบการ,เงินทุนรวม(ล้านบาท),ซอย,ชื่อโรงงาน,_id,FID,รหัสประเภท,อำเภอ,ปีที่อนุญาต
609.07,การทำไอศกรีม,หน้าเมือง,ทำไอศครีม,3-12(11)-1/25ฉช,88,สุวินทวงศ์,11,ฉะเชิงเทรา,3,24000,,บริษัท จิตตานิชแปดริ้ว จำกัด,5.7,-,บริษัท จิตตานิชแปดริ้ว จำกัด,1704,10200000000000,1211,เมืองฉะเชิงเทรา,2525
1963.39,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,ศาลาแดง,ทำอาหารไก่อัดเม็ด,3-15(1)-1/31ฉช,7,สุวินทวงศ์,36,ฉะเชิงเทรา,3,24000,14,บริษัท เอส.แอล.พี เอ็นเตอร์ไพรส์ จำกัด,224.226067,-,บริษัท เอส.แอล.พี.เอ็นเตอร์ไพร์ส จำกัด,1705,10200000000000,1501,บางน้ำเปรี้ยว,2531
530,การสี ฝัด หรือขัดข้าว,ศาลาแดง,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 130 เกวียน/วัน,3-9(1)-2/28ฉช,24,สายมีนบุรี-ฉะเชิงเทรา,54/1,ฉะเชิงเทรา,3,24000,16,ห้างหุ้นส่วนจำกัด โรงสีมงคลธัญญกิจ,3.4,-,ห้างหุ้นส่วนจำกัด โรงสีมงคลธัญญกิจ,1706,10200000000000,901,บางน้ำเปรี้ยว,2528
4110.7,การทำแป้ง,ลาดขวาง,ผลิตแป้งข้าวสาลี,3-9(2)-2/60ฉช,80,สิริโสธร,99,ฉะเชิงเทรา,3,24140,3,นายพัสกร เจียตระกูล,700.5,,บริษัท อินทัช อุตสาหกรรม (ประเทศไทย) จำกัด,1707,10200000000000,902,บ้านโพธิ์,2560
187.25,การเกี่ยวกับการถลุง หลอม หล่อ รีด ดึง หรือผลิตเหล็กหรือเหล็กกล้า ในขั้นต้น,คลองนครเนื่องเขต,หลอมหล่อเหล็ก เช่น มู่เล่,3-59-3/35ฉช,6,สุวินทวงศ์,37/3,ฉะเชิงเทรา,3,24000,17,นายคุณวุฒิ อภิวงศ์โสภณ,6.5,,นายคุณวุฒิ อภิวงศ์โสภณ,1708,10200000000000,5900,เมืองฉะเชิงเทรา,2535
15505.98,โรงงานผลิตแก้ว เส้นใยแก้ว หรือผลิตภัณฑ์แก้ว,พิมพา,ผลิตขวดแก้วใส บรรจุยา เช่น ยาน้ำ ยาดม ยาหม่อง เป็น ขวดเครื่องสำอางค์ ขวดอาหาร ถ้วยแก้ว และบรรจุภัณฑ์ที่เป็นขวดแก้วทุกชนิด,3-54-4/51ฉช,481,พิมพาวาส-แสนภูดาษ,36,ฉะเชิงเทรา,3,24180,2,บริษัท เวลโกรว์กล๊าส อินดัสทรี จำกัด,2007,-,บริษัท เวลโกรว์กล๊าส อินดัสทรี จำกัด,1709,10200000000000,5400,บางปะกง,2551
587.4,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,พิมพา,ทำเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว และผลิตไบโอดีเซลจากน้ำมันพืชใช้แล้ว,3-106-6/51ฉช,4,-,39,ฉะเชิงเทรา,3,24180,3,บริษัท เอส บี กรีน สมร์ทโซลูชั่น จำกัด,4,-,บริษัท เอส บี กรีน สมาร์ทโซลูชั่น จำกัด,1710,10200000000000,10600,บางปะกง,2551
772.36,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,บางปะกง,ขนถ่ายสินค้าผ่านท่าเรือและคลังสินค้า,3-2(5)-7/55ฉช,20,สุขุมวิท (สายเก่า),57/10-13,ฉะเชิงเทรา,3,24130,11,บริษัท ไอ พี 5จำกัด,27.3,-,บริษัท ไอ พี 5 จำกัด,1711,10200000000000,205,บางปะกง,2555
2991.5,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,แปลงยาว,บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ และหล่อหลอมโลหะทั่วไป เช่น เศษทองแดง เศษทองเหลือง และขี้ตะกรันทองแดง รวบรวมแบตเตอรี่ชนิดตะกั่ว-กรดที่ใช้แล้วเท่านั้น บดย่อยและร่อนแยกวัสดุที่ไม่ใช้แล้ว เช่น เศษโลหะผสม เศษสายไฟ เศษมอเตอร์ เศษชิ้นส่วนยานยนต์ เศษชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็คทรอนิคส์ เศษพลาสติกรวม เพื่อนำโลหะและพลาสติกกลับมาใช้ประโยชน์ใหม่,3-106-10/59ฉช,53,-,"โฉนดที่ดินเลขที่ 2227,2228",ฉะเชิงเทรา,3,24190,12,บริษัท ฟู่อี้ อีเล็คทรอนิคส์ แอนด์ พลาสติก รีไซเคิล จำกัด,156,-,บริษัท ฟู่อี้ อีเล็คทรอนิคส์ แอนด์ พลาสติก รีไซเคิล จำกัด,1712,10200000000000,10600,แปลงยาว,2559
1491.9,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,หนองจอก,ผลิตชิ้นส่วนรถยนต์,3-77(2)-12/50ฉช,225,สายพิมพาวาส-แสนภูดาษ,9,ฉะเชิงเทรา,3,24130,4,บริษัท ที.เจ.พี จำกัด,133,-,บริษัท ที.เจ.พี.จำกัด,1713,10200000000000,7702,บางปะกง,2550
3489,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,บางตีนเป็ด,ผลิตอาหารสัตว์,3-15(1)-13/58ฉช,16,,33/1,ฉะเชิงเทรา,3,24000,4,บริษัท ที.ที.เค. ฟีดมิลล์ จำกัด,42,,บริษัท ยู.เค.ฟีดมิลล์ จำกัด,1714,10200000000000,1501,เมืองฉะเชิงเทรา,2558
3123.18,การถลุง ผสม ทำให้บริสุทธิ์ หล่อ หลอม รีด ดึง หรือผลิตโลหะในขั้นต้นซึ่งมิใช่เหล็ก,คลองเปรง,หลอม หล่อ และขึ้นรูปโลหะอลูมิเนียม เพื่อผลิตชิ้นส่วนอุปกรณ์เครื่องยนต์,3-60-16/58ฉช,154,อบจ.ฉช 3014,99,ฉะเชิงเทรา,3,24000,10,บริษัท บีดีไอ อัลลอย เอ็นเตอร์ไพรส์ จำกัด,236,-,บริษัท บีดีไอ อัลลอย เอ็นเตอร์ไพรส์ จำกัด,1715,10200000000000,6000,เมืองฉะเชิงเทรา,2558
2010.72,การผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ ยกเว้นที่ติดตั้งบนหลังคา ดาดฟ้า,แสนภูดาษ,โรงไฟฟ้าจากพลังงานแสงอาทิตย์,3-88(1)-17/50ฉช,5,บางปะกง-ฉะเชิงเทรา,39/1,ฉะเชิงเทรา,3,24140,1,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,96.05,,บริษัท บางกอกโซลาร์ พาวเวอร์ จำกัด,1716,10200000000000,8801,บ้านโพธิ์,2550
1544.63,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,หัวสำโรง,ทำผลิตภัณฑ์พลาสติก เช่น กล่องแบตเตอรี่ กล่องเครื่องประดับ,3-53(4)-19/56ฉช,80,,807,ฉะเชิงเทรา,3,24190,9,บริษัท ไทยซินเซีย พลาสติก จำกัด,49,,บริษัท ไทยซินเซีย พลาสติก จำกัด,1717,10200000000000,5304,แปลงยาว,2556
1735,การสี ฝัด หรือขัดข้าว,หมอนทอง,สีข้าว และอบข้าว กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน,3-9(1)-20/56ฉช,15,,99,ฉะเชิงเทรา,3,24150,9,บริษัท โรงสีศิริพร จำกัด,110,,บริษัท โรงสีศิริพร จำกัด,1718,10200000000000,901,บางน้ำเปรี้ยว,2556
129,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,ท่าถ่าน,นำของเสียจากอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์มาผ่านกรรมวิธีบดย่อย,3-106-23/61ฉช,6,,146,ฉะเชิงเทรา,3,24120,3,บริษัท เหอ เจีย เอ็นเตอร์ไพรส์ จำกัด,10,,บริษัท เหอ เจีย เอ็นเตอร์ไพร์ส จำกัด,1719,10200000000000,10600,พนมสารคาม,2561
984,การสี ฝัด หรือขัดข้าว,บางไผ่,ปรับปรุงคุณภาพข้าว กำลังการผลิต 600 ตัน/วัน,3-9(1)-24/53ฉช,20,-,48/2,ฉะเชิงเทรา,3,24000,9,บริษัท ง่วนล้ง อินเตอร์ ไรซ์ เทรดดิ้ง จำกัด,28.4,-,บริษัท ง่วนล้ง อินเตอร์ ไรซ์ เทรดดิ้ง จำกัด,1720,10200000000000,901,เมืองฉะเชิงเทรา,2553
839.5,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,ถอดแยกอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยแผงวงจรอิเล็กทรอนิกส์ เศษสายไฟ เศษสายเคเบิ้ลใต้น้ำ ตะกรันทองแดง ตะกรันทองเหลือง และตะกรันซิงค์,3-106-28/61ฉช,50,,111/6,ฉะเชิงเทรา,3,24120,9,บริษัท ตงไท้ อินเตอร์เนชั่นแนล จำกัด,61,,บริษัท ตงไท้ อินเตอร์เนชั่นแนล จำกัด,1721,10200000000000,10600,พนมสารคาม,2561
12997.7,การสี ฝัด หรือขัดข้าว,หมอนทอง,"สีข้าว สีข้าวนึ่ง กำลังสีสูงสุดของร้านสีข้าว 1,200 เกวียนต่อวัน และอบข้าว",3-9(1)-30/51ฉช,22,-,99,ฉะเชิงเทรา,3,24150,9,บริษัท โรงสีศิริพร จำกัด,70,-,บริษัท โรงสีศิริพร จำกัด,1722,10200000000000,901,บางน้ำเปรี้ยว,2551
4618.8,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,ดอนฉิมพลี,อบสีข้าวนึ่ง,3-2(1)-30/58ฉช,13,,โฉนดที่ดินเลขที่ 1888,ฉะเชิงเทรา,3,24170,4,นายนารถ เตชะวงษ์ฉิมพลี,86.838111,,บริษัท ชัยวัฒนาไรซ์มิลล์ จำกัด,1723,10200000000000,201,บางน้ำเปรี้ยว,2558
2169.8,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,หัวสำโรง,นำทรายจากแกนและแบบหล่อ ผงเหล็กยิงทราย สเกลเหล็ก ตะกรันเหล็ก (slag) ฝุ่นจากเตาหลอมโลหะ เถ้าหนัก ตะกรันและฝุ่นจากหม้อไอน้ำ ที่ไม่เป็นของเสียอันตรายมาผลิตวัสดุภัณฑ์ในการก่อสร้าง,3-106-34/53ฉช,49,นิคมอุตสาหกรรม-หนองสถิตย์,111/9,ฉะเชิงเทรา,3,24190,11,บริษัท เรืองโรจน์ พี.สตีล จำกัด,25,-,บริษัท เรืองโรจน์ พี.สตีล จำกัด,1724,10200000000000,10600,แปลงยาว,2553
387,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,เกาะขนุน,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-34/61ฉช,50,,111/2,ฉะเชิงเทรา,3,24120,9,นายหลี่ เวย,61,,บริษัท อีอีอี เทรดดิ้ง จำกัด,1725,10200000000000,10500,พนมสารคาม,2561
130,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,ท่าข้าม,บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ ได้แก่ INTEGRATED CIRCUIT DIODE TRANSISTOR CAPACITOR PRINTED CIRCUIT BOARD BUZZER RELAY,3-106-41/57ฉช,10,บางนา-ตราด กม.52,105/10 อาคารเอ,ฉะเชิงเทรา,3,24130,3,บริษัท ซันโคะ คินโซคุ (ประเทศไทย) จำกัด,4.02034,,บริษัท ซันโคะ คินโซคุ (ประเทศไทย) จำกัด,1726,10200000000000,10600,บางปะกง,2557
1910.26,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,ดอนฉิมพลี,ผลิตกระสอบพลาสติกสานทุกชนิด,3-53(4)-56/53ฉช,244,-,19/54,ฉะเชิงเทรา,3,24170,18,บริษัท สยามโพลีแซค จำกัด,160.24,-,บริษัท สยามโพลีแซค จำกัด,1727,10200000000000,5304,บางน้ำเปรี้ยว,2553
111.36,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บางวัว,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-61/60ฉช,7,บางนา-ตราด,97,ฉะเชิงเทรา,3,24180,9,ห้างหุ้นส่วนจำกัด สยามไซโก้เอ็นเตอร์ไพรส์,6.049647,-,ห้างหุ้นส่วนจำกัด สยามไซโก้เอ็นเตอร์ไพรส์,1728,10200000000000,10500,บางปะกง,2560
11,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,พนมสารคาม,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ซ่อมและล้างถังหรือภาชนะบรรจุ เช่น ถังเหล็ก ถังพลาสติก,3-105-69/49ฉช,52,ทางหลวงแผ่นดินหมายเลข 304,88,ฉะเชิงเทรา,3,24120,14,ห้างหุ้นส่วนจำกัด ถังรุ่งเรือง,3, -,ห้างหุ้นส่วนจำกัด ถังรุ่งเรือง,1729,10200000000000,10500,พนมสารคาม,2549
83,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,สองคลอง,นำน้ำมันที่ใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม โดยผ่านกระบวนการกรองเพื่อนำกลับมาใช้เป็นเชื้อเพลิงทดแทน,3-106-75/60ฉช,8,,50/2,ฉะเชิงเทรา,3,24130,6,บริษัท สยามไอรอน จำกัด,7,,บริษัท สยามไอรอน จำกัด,1730,10200000000000,10600,บางปะกง,2560
4621,การสี ฝัด หรือขัดข้าว,ดอนเกาะกา,สีข้าว นึ่งและอบข้าว กำลังสีสูงสุดของร้านสีข้าว 800 เกวียนต่อวัน,3-9(1)-78/55ฉช,15,,93/1,ฉะเชิงเทรา,3,24170,1,บริษัท ช.สิริยี่สิบไพบูลย์ จำกัด,100,,บริษัท ช.สิริยี่สิบไพบูลย์ จำกัด,1731,10200000000000,901,บางน้ำเปรี้ยว,2555
581,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,วังเย็น,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-82/61ฉช,102,ฉะเชิงเทรา-สัตหีบ 331,โฉนดที่ดินเลขที่ 9378,ฉะเชิงเทรา,3,24190,2,บริษัท ชุงส์ รีไซเคิล (ประเทศไทย) จำกัด,9,,บริษัท ชุงส์ รีไซเคิล (ประเทศไทย) จำกัด,1732,10200000000000,10500,แปลงยาว,2561
2191,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,แปลงยาว,ขัดทำความสะอาดโลหะที่ไม่เป็นของเสียอันตราย,3-106-103/60ฉช,351,วัดเนินไร่,33,ฉะเชิงเทรา,3,24190,12,บริษัท พี.ซี.วู๊ดโพรดักส์ จำกัด,140,,บริษัท พี.ซี.วู๊ดโพรดักส์ จำกัด,1733,10200000000000,10600,แปลงยาว,2560
1380.5,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,ถอดแยกชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ และบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยสายไฟ สายเคเบิ้ลใต้น้ำ และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,3-106-107/60ฉช,30,,99/97,ฉะเชิงเทรา,3,24120,9,บริษัท เอยู การค้าระหว่างประเทศ (ประเทศไทย) จำกัด,12,,บริษัท เอยู การค้าระหว่างประเทศ (ประเทศไทย) จำกัด,1734,10200000000000,10600,พนมสารคาม,2560
3266.4,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,บางปะกง,ผลิตเส้นใยสำหรับเครื่องพิมพ์ 3 มิติ,3-53(5)-12/69ฉช,171,,57/1-2,ฉะเชิงเทรา,3,24130,12,บริษัท เคเซลเลด (ประเทศไทย) จำกัด,259.2,,บริษัท เคเซลเลด (ประเทศไทย) จำกัด,1735,10200000000000,5305,บางปะกง,2569
551,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บางขนาก,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-6/67ฉช,20,,22,ฉะเชิงเทรา,3,24150,11,บริษัท จียูเอ็น อีโค่ จำกัด,8,,บริษัท จียูเอ็น อีโค่ จำกัด,1736,10200000000000,10500,บางน้ำเปรี้ยว,2567
1536,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมี ที่มิใช่ (3),หัวสำโรง,ผลิตโรสเทรดโมลิบดินัม คอนเซนเทรด (ROASTED MOLYBDENUM CONCENTRATE) ,3-42(1)-6/68ฉช,28,,193,ฉะเชิงเทรา,3,24190,11,บริษัท ที.เอ็มโอ โมลี จำกัด,67.6,,บริษัท ที.เอ็มโอ โมลี จำกัด,1737,10200000000000,4201,แปลงยาว,2568
3973.11,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,รีไซเคิลแผงโซลาร์เซลล์ (Solar Cell) ที่ใช้แล้ว รีไซเคิลเศษมอเตอร์เก่าที่ใช้แล้วโดยการถอดแยก ปอกและบดย่อยเศษสายไฟ ถอดแยกและบดย่อยแผงวงจร และชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ นำเศษโลหะอลูมิเนียม เศษโลหะรวม มาบดย่อยและขัดผิวทำความสะอาด และเก็บรวบรวมแบตเตอรี่เก่าโดยไม่มีการแปรสภาพ  ,3-106-17/69ฉช,60,,โฉนดที่ดินเลขที่ 28082,ฉะเชิงเทรา,3,24120,9,นายคำศรี จันทป,36,,นายคำศรี จันทป,1738,10200000000000,10600,พนมสารคาม,2569
754,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,พิมพา,ผลิตแม่พิมพ์ฉีดพลาสติก และซ่อมแซมแม่พิมพ์ ,3-64(13)-12/63ฉช,42,,17,ฉะเชิงเทรา,3,24180,2,บริษัท วูรี โมลด (ไทยแลนด์) จำกัด,95.11,,บริษัท วูรี โมลด (ไทยแลนด์) จำกัด,1739,10200000000000,6413,บางปะกง,2563
1479.8,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,ท่าสะอ้าน,ทำผลิตภัณฑ์จากโฟม เช่น โฟมบรรจุภัณฑ์ และโฟมแผ่น,3-53(4)-12/66ฉช,79,,"1/53, 1/47, 1/45",ฉะเชิงเทรา,3,24130,5,บริษัท ฟาเกอร์ดาลา (ประเทศไทย) จำกัด,70,,บริษัท ฟาเกอร์ดาลา (ประเทศไทย) จำกัด,1740,10200000000000,5304,บางปะกง,2566
1.057,การทา พ่น หรือเคลือบสี,หนองจอก,พ่นสีและชุบสีชิ้นส่วนของรถยนต์ ชิ้นส่วนของรถยนต์เพื่อการเกษตรและอุุปกรณ์ที่ใช้ในการเกษตร,3-100(1)-4/65ฉช,55,,โฉนดที่ดินเลยที่ 2839,ฉะเชิงเทรา,3,24130,3,บริษัท บีเอสเพรส จำกัด,41,,บริษัท บีเอสเพรส จำกัด,1741,10200000000000,10001,บางปะกง,2565
570.05,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,ถอดแยกชิ้นส่วนเครื่องใช้ไฟฟ้า อุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ แผงวงจรอิเล็กทรอนิกส์ สายไฟ สายเคเบิ้ลใต้น้ำ,3-106-20/66ฉช,18,,โฉนดที่ดินเลขที่ 8053,ฉะเชิงเทรา,3,24120,15,บริษัท เจพี เวลที ดีเวลลอปเม้นท์ จำกัด,10,,บริษัท เจพี เวลที ดีเวลลอปเม้นท์ จำกัด,1742,10200000000000,10600,พนมสารคาม,2566
785.8,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,แปลงยาว,นำแผงวงจรอิเล็กทรอนิกส์มาบดย่อยเพื่อผลิต ทองคำแท่ง เกลือทอง ทองแดงแท่ง นำแผงวงจรอิเล็กทรอนิกส์ที่มีเศษพลาสติกผสมมาผลิตแผ่น WPC,3-106-29/68ฉช,35,,"โฉนดที่ดินเลขที่ 32645,32646,32647,32648,32649,32650,32651,32652,2197",ฉะเชิงเทรา,3,24190,12,บริษัท จิ้วรุ่ย เอ็นวิรอนแมนทัล โปรเทคชั่น จำกัด,190.03,,บริษัท จิ้วรุ่ย เอ็นวิรอนแมนทัล โปรเทคชั่น จำกัด,1743,10200000000000,10600,แปลงยาว,2568
266.3,การทำแม่พิมพ์โลหะ,ท่าข้าม,ผลิตแม่พิมพ์โลหะ,3-41(2)-1/38ฉช,20,บางนา-ตราด กม.52,71/21,ฉะเชิงเทรา,3,24130,5,บริษัท พอนเท็กซ์ (ประเทศไทย) จำกัด,30.56,,บริษัท พอนเท็กซ์ (ประเทศไทย) จำกัด,1744,10200000000000,4102,บางปะกง,2538
2339.47,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,บางสมัคร,ทำผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้างอาคาร,3-63(2)-1/42ฉช,85,บางนา-ตราด,64/5,ฉะเชิงเทรา,3,24180,5,บริษัท สยามสตีลอินเตอร์เนชั่นแนล จำกัด (มหาชน),235,,บริษัท สยามสตีลอินเตอร์เนชั่นแนล จำกัด (มหาชน),1745,10200000000000,6302,บางปะกง,2542
1489,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,โพรงอากาศ,"ทำน้ำแข็งซอง (1,375ซอง/วัน) และน้ำแข็งก้อนเล็ก",3-14-1/45ฉช,14,ฉะเชิงเทรา-บางน้ำเปรี้ยว,46024,ฉะเชิงเทรา,3,24150,4,นายบรรพต เปี่ยมถาวรพจน์,50,   -,,1746,10200000000000,1400,บางน้ำเปรี้ยว,2545
610.49,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,คลองนครเนื่องเขต,"ผลิตอุปกรณ์แลกเปลี่ยนความร้อน เช่น ออยล์คูลเลอร์ อีเวฟบูเรเตอร์ คอนเดนเซอร์ หม้อน้ำรถยนต์ จากอลูมิเนียม ปริมาณการผลิต 110,000 ชิ้น/ปี",3-77(2)-2/37ฉช,259,สุวินทวงศ์,51/3,ฉะเชิงเทรา,3,24000,1,บริษัท อเล็กซอน จำกัด,104,,บริษัท อเล็กซอน จำกัด,1747,10200000000000,7702,เมืองฉะเชิงเทรา,2537
2935.3,โรงงานห้องเย็น,ศาลาแดง,ห้องเย็น,3-92-16/56ฉช,34,,,ฉะเชิงเทรา,3,24000,18,บริษัท ลัคกี้สตาร์ห้องเย็น จำกัด,102,,บริษัท ลัคกี้สตาร์ห้องเย็น จำกัด,1748,10200000000000,9200,บางน้ำเปรี้ยว,2556
28372.38,การทำชิ้นส่วนพิเศษหรืออุปกรณ์สำหรับรถยนต์ หรือรถพ่วง,วังเย็น,ปั๊มชิ้นส่วนรถยนต์ เครื่องยนต์,3-77(2)-42/48ฉช,140,   -,99,ฉะเชิงเทรา,3,24190,1,บริษัท ซีเอชโอโตอินัดสตรี่ จำกัด,550,   -,บริษัท ซี เอชโอโตอินดัสตรี่ จำกัด,1749,10200000000000,7702,แปลงยาว,2548
1496,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,นำเศษโลหะรวมและสายไฟทุกชนิดมาผ่านกรรมวิธีคัดแยกเพื่อนำโลหะชนิดต่าง ๆ และพลาสติกกลับมาใช้ประโยชน์ใหม่,3-106-32/68ฉช,96,,88/88,ฉะเชิงเทรา,3,24120,9,บริษัท เอจี สยาม เมทัล กรุ๊ป จำกัด,55,,บริษัท เอจี สยาม เมทัล กรุ๊ป จำกัด,1750,10200000000000,10600,พนมสารคาม,2568
1421.5,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,เกาะขนุน,ผลิตน้ำแข็งหลอด,3-14-38/63ฉช,10,,444,ฉะเชิงเทรา,3,24120,4,บริษัท สุทธิยนต์ไอซ์ จำกัด,62,,บริษัท สุทธิยนต์ไอซ์ จำกัด,1751,10200000000000,1400,พนมสารคาม,2563
2614.36,การทำผลิตภัณฑ์ยางนอกจากที่ระบุไว้ใน ลำดับที่ 51 จากยางธรรมชาติหรือยางสังเคราะห์,แปลงยาว,ผลิตพรมจากยางและพลาสติก รวมทั้งทำผลิตภัณฑ์อื่นๆ จากยาง เช่น ถาดวางรองเท้า ยางปูพื้นรถยนต์,3-52(4)-8/67ฉช,93,-,"โฉนดที่ดินเลขที่ 2133, 6552",ฉะเชิงเทรา,3,24190,12,บริษัท สยาม ฟลอร์ แมทส์ อินดัสทรี่ จำกัด,105.872574,-,บริษัท สยาม ฟลอร์ แมทส์ อินดัสทรี่ จำกัด,1752,10200000000000,5204,แปลงยาว,2567
9714,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เกาะขนุน,นำเศษมอเตอร์และเศษสายไฟทุกชนิดที่ไม่เป็นของเสียอันตรายมาผ่านกรรมวิธีการบดย่อย,3-106-38/62ฉช,60,,โฉนดที่ดินเลขที่ 15303,ฉะเชิงเทรา,3,24120,9,บริษัท เอ็มทู แวร์เฮ้าส์ จำกัด,35.8,,บริษัท เอ็มทู แวร์เฮ้าส์ จำกัด,1753,10200000000000,10600,พนมสารคาม,2562
