จำนวน,_id,ปี,สถานภาพการทำงาน,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
25957,269,2561,ลูกจ้างเอกชน,หญิง,สุโขทัย,แรงงานในระบบ,คน
4411,270,2561,นายจ้าง,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
75045,271,2561,ประกอบธุรกิจส่วนตัว,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
26434,272,2561,ช่วยธุรกิจครัวเรือน,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
958,273,2561,ลูกจ้างรัฐบาล,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
19124,274,2561,ลูกจ้างเอกชน,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
2748,275,2561,นายจ้าง,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
52118,276,2561,ประกอบธุรกิจส่วนตัว,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
43186,277,2561,ช่วยธุรกิจครัวเรือน,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
617,278,2561,ลูกจ้างรัฐบาล,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
11172,279,2561,ลูกจ้างเอกชน,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
405,280,2561,นายจ้าง,ชาย,พิษณุโลก,แรงงานในระบบ,คน
1888,281,2561,ประกอบธุรกิจส่วนตัว,ชาย,พิษณุโลก,แรงงานในระบบ,คน
1377,282,2561,ช่วยธุรกิจครัวเรือน,ชาย,พิษณุโลก,แรงงานในระบบ,คน
29055,283,2561,ลูกจ้างรัฐบาล,ชาย,พิษณุโลก,แรงงานในระบบ,คน
50639,284,2561,ลูกจ้างเอกชน,ชาย,พิษณุโลก,แรงงานในระบบ,คน
327,285,2561,นายจ้าง,หญิง,พิษณุโลก,แรงงานในระบบ,คน
2879,286,2561,ประกอบธุรกิจส่วนตัว,หญิง,พิษณุโลก,แรงงานในระบบ,คน
2365,287,2561,ช่วยธุรกิจครัวเรือน,หญิง,พิษณุโลก,แรงงานในระบบ,คน
27592,288,2561,ลูกจ้างรัฐบาล,หญิง,พิษณุโลก,แรงงานในระบบ,คน
46367,289,2561,ลูกจ้างเอกชน,หญิง,พิษณุโลก,แรงงานในระบบ,คน
8572,290,2561,นายจ้าง,ชาย,พิษณุโลก,แรงงานนอกระบบ,คน
105859,291,2561,ประกอบธุรกิจส่วนตัว,ชาย,พิษณุโลก,แรงงานนอกระบบ,คน
27427,292,2561,ช่วยธุรกิจครัวเรือน,ชาย,พิษณุโลก,แรงงานนอกระบบ,คน
25907,293,2561,ลูกจ้างเอกชน,ชาย,พิษณุโลก,แรงงานนอกระบบ,คน
1631,294,2561,นายจ้าง,หญิง,พิษณุโลก,แรงงานนอกระบบ,คน
63502,295,2561,ประกอบธุรกิจส่วนตัว,หญิง,พิษณุโลก,แรงงานนอกระบบ,คน
58268,296,2561,ช่วยธุรกิจครัวเรือน,หญิง,พิษณุโลก,แรงงานนอกระบบ,คน
3099,297,2561,ลูกจ้างรัฐบาล,หญิง,พิษณุโลก,แรงงานนอกระบบ,คน
21978,298,2561,ลูกจ้างเอกชน,หญิง,พิษณุโลก,แรงงานนอกระบบ,คน
94,299,2561,นายจ้าง,ชาย,พิจิตร,แรงงานในระบบ,คน
1622,300,2561,ประกอบธุรกิจส่วนตัว,ชาย,พิจิตร,แรงงานในระบบ,คน
77,301,2561,ช่วยธุรกิจครัวเรือน,ชาย,พิจิตร,แรงงานในระบบ,คน
14692,302,2561,ลูกจ้างรัฐบาล,ชาย,พิจิตร,แรงงานในระบบ,คน
23895,303,2561,ลูกจ้างเอกชน,ชาย,พิจิตร,แรงงานในระบบ,คน
1488,304,2561,ประกอบธุรกิจส่วนตัว,หญิง,พิจิตร,แรงงานในระบบ,คน
634,305,2561,ช่วยธุรกิจครัวเรือน,หญิง,พิจิตร,แรงงานในระบบ,คน
14704,306,2561,ลูกจ้างรัฐบาล,หญิง,พิจิตร,แรงงานในระบบ,คน
21287,307,2561,ลูกจ้างเอกชน,หญิง,พิจิตร,แรงงานในระบบ,คน
1925,308,2561,นายจ้าง,ชาย,พิจิตร,แรงงานนอกระบบ,คน
69675,309,2561,ประกอบธุรกิจส่วนตัว,ชาย,พิจิตร,แรงงานนอกระบบ,คน
22743,310,2561,ช่วยธุรกิจครัวเรือน,ชาย,พิจิตร,แรงงานนอกระบบ,คน
353,311,2561,ลูกจ้างรัฐบาล,ชาย,พิจิตร,แรงงานนอกระบบ,คน
12622,312,2561,ลูกจ้างเอกชน,ชาย,พิจิตร,แรงงานนอกระบบ,คน
452,313,2561,การรวมกลุ่ม,ชาย,พิจิตร,แรงงานนอกระบบ,คน
726,314,2561,นายจ้าง,หญิง,พิจิตร,แรงงานนอกระบบ,คน
38917,315,2561,ประกอบธุรกิจส่วนตัว,หญิง,พิจิตร,แรงงานนอกระบบ,คน
42894,316,2561,ช่วยธุรกิจครัวเรือน,หญิง,พิจิตร,แรงงานนอกระบบ,คน
1564,317,2561,ลูกจ้างรัฐบาล,หญิง,พิจิตร,แรงงานนอกระบบ,คน
7687,318,2561,ลูกจ้างเอกชน,หญิง,พิจิตร,แรงงานนอกระบบ,คน
79,319,2561,การรวมกลุ่ม,หญิง,พิจิตร,แรงงานนอกระบบ,คน
3584,320,2561,ประกอบธุรกิจส่วนตัว,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
2730,321,2561,ช่วยธุรกิจครัวเรือน,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
22788,322,2561,ลูกจ้างรัฐบาล,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
48110,323,2561,ลูกจ้างเอกชน,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
4368,324,2561,ประกอบธุรกิจส่วนตัว,หญิง,เพชรบูรณ์,แรงงานในระบบ,คน
2223,325,2561,ช่วยธุรกิจครัวเรือน,หญิง,เพชรบูรณ์,แรงงานในระบบ,คน
20283,326,2561,ลูกจ้างรัฐบาล,หญิง,เพชรบูรณ์,แรงงานในระบบ,คน
35608,327,2561,ลูกจ้างเอกชน,หญิง,เพชรบูรณ์,แรงงานในระบบ,คน
3363,328,2561,นายจ้าง,ชาย,เพชรบูรณ์,แรงงานนอกระบบ,คน
117957,329,2561,ประกอบธุรกิจส่วนตัว,ชาย,เพชรบูรณ์,แรงงานนอกระบบ,คน
47101,330,2561,ช่วยธุรกิจครัวเรือน,ชาย,เพชรบูรณ์,แรงงานนอกระบบ,คน
