VALUE,QUARTER,SOURCE,_id,SEX,HOURS_WEEK,UNIT,REGION,YEAR
178.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1296,หญิง,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
1895.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1297,หญิง,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
485.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1298,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2566
33.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1299,ชาย,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
7.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1300,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
33.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1301,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2566
193.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1302,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2566
236.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1303,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2566
689.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1304,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2566
4393.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1305,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2566
1452.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1306,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2566
17.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1307,หญิง,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
4.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1308,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
31.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1309,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2566
190.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1310,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2566
196.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1311,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2566
701.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1312,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2566
3787.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1313,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2566
1216.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1314,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2566
43.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1315,ชาย,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2566
9.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1316,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2566
75.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1317,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2566
269.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1318,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2566
263.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1319,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2566
407.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1320,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2566
1602.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1321,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2566
616.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1322,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2566
26.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1323,หญิง,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2566
12.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1324,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2566
83.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1325,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2566
254.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1326,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2566
253.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1327,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2566
393.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1328,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2566
1309.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1329,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2566
515.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1330,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2566
110.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1331,ชาย,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
9.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1332,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
81.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1333,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
481.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1334,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
354.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1335,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
851.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1336,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
2486.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1337,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
681.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1338,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
97.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1339,หญิง,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
10.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1340,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
110.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1341,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
485.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1342,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
321.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1343,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
860.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1344,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
1837.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1345,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
528.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1346,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
55.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1347,ชาย,   < 1 ชั่วโมง,พันคน,ภาคใต้,2566
39.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1348,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2566
195.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1349,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2566
370.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1350,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2566
276.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1351,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2566
398.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1352,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2566
1280.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1353,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2566
300.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1354,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2566
57.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1355,หญิง,   < 1 ชั่วโมง,พันคน,ภาคใต้,2566
33.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1356,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2566
168.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1357,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2566
305.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1358,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2566
197.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1359,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2566
334.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1360,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2566
1013.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1361,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2566
284.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1362,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2566
6.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1363,ชาย,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
2.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1364,ชาย,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
37.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1365,ชาย,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
83.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1366,ชาย,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
126.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1367,ชาย,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
160.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1368,ชาย,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
1914.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1369,ชาย,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
601.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1370,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2566
4.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1371,หญิง,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1372,หญิง,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
52.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1373,หญิง,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
120.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1374,หญิง,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
117.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1375,หญิง,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
150.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1376,หญิง,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
1815.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1377,หญิง,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
458.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1378,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2566
13.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1379,ชาย,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
25.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1380,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
75.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1381,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2566
221.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1382,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2566
349.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1383,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2566
659.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1384,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2566
4314.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1385,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2566
1391.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1386,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2566
15.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1387,หญิง,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
21.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1388,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
75.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1389,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2566
219.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1390,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2566
295.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1391,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2566
658.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1392,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2566
3732.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1393,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2566
1138.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1394,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2566
10.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1395,ชาย,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2566
8.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1396,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2566
81.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1397,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2566
287.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1398,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2566
261.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1399,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2566
435.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1400,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2566
1720.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1401,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2566
540.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1402,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2566
6.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1403,หญิง,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2566
19.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1404,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2566
111.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1405,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2566
295.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1406,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2566
228.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1407,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2566
390.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1408,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2566
1315.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1409,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2566
509.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1410,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2566
19.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1411,ชาย,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
21.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1412,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
129.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1413,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
493.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1414,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
439.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1415,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
952.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1416,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
2386.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1417,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
771.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1418,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
15.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1419,หญิง,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
27.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1420,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
137.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1421,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
560.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1422,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
377.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1423,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
929.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1424,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
1802.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1425,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
647.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1426,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
39.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1427,ชาย,   < 1 ชั่วโมง,พันคน,ภาคใต้,2566
32.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1428,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2566
150.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1429,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2566
392.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1430,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2566
317.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1431,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2566
395.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1432,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2566
1289.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1433,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2566
306.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1434,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2566
30.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1435,หญิง,   < 1 ชั่วโมง,พันคน,ภาคใต้,2566
35.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1436,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2566
150.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1437,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2566
290.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1438,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2566
231.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1439,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2566
365.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1440,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2566
1009.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1441,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2566
259.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1442,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2566
4.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1443,ชาย,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1444,ชาย,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
5.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1445,ชาย,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
37.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1446,ชาย,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
62.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1447,ชาย,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
201.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1448,ชาย,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
2011.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1449,ชาย,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
644.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1450,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2566
2.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1451,หญิง,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
0.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1452,หญิง,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
9.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1453,หญิง,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
35.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1454,หญิง,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
76.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1455,หญิง,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
219.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1456,หญิง,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
1931.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1457,หญิง,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2566
477.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1458,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2566
30.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1459,ชาย,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
7.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1460,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
45.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1461,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2566
206.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1462,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2566
218.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1463,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2566
680.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1464,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2566
4486.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1465,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2566
1430.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1466,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2566
15.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1467,หญิง,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2566
9.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1468,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2566
