_id,รายชื่อสถานประกอบการ,ปี,ระดับ
2474,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),2566,3
2475,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,2566,3
2476,บริษัท โอเรียนเต็ลคอปเปอร์ จำกัด,2566,3
2477,บริษัท ไทยลู้บเบล็นดิ้ง จำกัด,2566,3
2478,บริษัท ซุปเปอร์ฟาสท์ เทคโนโลยี (ประเทศไทย) จำกัด,2566,3
2479,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,2566,3
2480,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,2566,3
2481,บริษัท วาลีโอ คอมฟอร์ท แอนด์ ไดร์ฟวิ่ง แอสซิสแทนซ์ ซิสเต็มส์ (ประเทศไทย) จำกัด,2566,3
2482,บริษัท ยามาฮ่ามอเตอร์พาร์ทแมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2566,3
2483,บริษัท จินหัว ซิงค์ เทคโนโลยี (ไทยแลนด์) จำกัด,2566,3
2484,บริษัท เฟดเดอรัล-โมกูล เสรีนา จำกัด,2566,3
2485,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),2566,3
2486,บริษัท เพนสโตน (ประเทศไทย) จำกัด,2566,3
2487,บริษัท เบ็นเทคเคมีคัล จำกัด,2566,3
2488,บริษัท พีคิว เคมิคอลส์ (ประเทศไทย)จำกัด,2566,3
2489,บริษัท ลิเดีย ออยล์ (ประเทศไทย) จำกัด,2566,3
2490,บริษัท มิค อินดัสตรี้ส์ (ประเทศไทย) จำกัด,2566,3
2491,บริษัท นิตโต้ มาเทค (ประเทศไทย) จำกัด,2566,3
2492,บริษัท เอส.เอ็ม.ซี. (ประเทศไทย) จำกัด,2566,3
2493,บริษัท เค.เอ็ม.ดับบลิว.ทรานสปอร์ต จำกัด,2566,3
2494,บริษัท ศรีบริสุทธิ์ ฟอร์จจิ้ง เทคโนโลยี จำกัด,2566,3
2495,บริษัท ออโต้ อินทรีเรียส์ โปรดักส์ จำกัด,2566,3
2496,บริษัท ทีซีเอฟจี คอมเพรสเซอร์ (ประเทศไทย) จำกัด,2566,3
2497,บริษัท อมตะ บี.กริม เพาเวอร์ 1 จำกัด,2566,3
2498,บริษัท อมตะ บี.กริม เพาเวอร์ 2 จำกัด,2566,3
2499,บริษัท ออโต้ เม็ททอล จำกัด,2566,3
2500,บริษัท ไท ไทย รับเบอร์ จำกัด,2566,3
2501,บริษัท คอยเทค สตีล (ไทยแลนด์) จำกัด,2566,3
2502,บริษัท เอ็น15 เทคโนโลยี จำกัด,2566,3
2503,บริษัท คาเนมิทซึ สลิท (ประเทศไทย) จำกัด,2566,3
2504,บริษัท นิชิได (ประเทศไทย) จำกัด,2566,3
2505,บริษัท ไมเท็กซ์ โพลีเมอร์ (ประเทศไทย) จำกัด,2566,3
2506,บริษัท ฟูจิตสึ เจเนอรัล (ประเทศไทย) จำกัด,2566,3
2507,บริษัท ฟูจิตสึ เจเนอรัล (ประเทศไทย) จำกัด,2566,3
2508,บริษัท โบรเซ่ (ประเทศไทย) จำกัด,2566,3
2509,บริษัท ไทย นิวตั้น จำกัด,2566,3
2510,บริษัท ไทย ซิลเวค จำกัด,2566,3
2511,บริษัท โออิซูรู (ประเทศไทย) จำกัด,2566,3
2512,บริษัท สยาม ดี.เค.เอ็นจิเนียริ่ง จำกัด,2566,3
2513,บริษัท อี แอนด์ เอช พรีซิชั่น (ประเทศไทย) จำกัด,2566,3
2514,บริษัท อี แอนด์ เอช พรีซิชั่น (ประเทศไทย) จำกัด,2566,3
2515,บริษัท อี แอนด์ เอซ พรีซิชั่น (ประเทศไทย) จำกัด,2566,3
2516,บริษัท ยูนิค ซี โปรดักส์ จำกัด,2566,3
2517,บริษัท ชินเมอิ อินดัสทรี (ประเทศไทย) จำกัด,2566,3
2518,บริษัท อมตะ บี. กริม เพาเวอร์ 4 จำกัด,2566,3
2519,บริษัท บีทีดี ออโต้พาร์ท (ประเทศไทย) จำกัด,2566,3
2520,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),2566,3
2521,บริษัท เซเลอเรส (ประเทศไทย) จำกัด,2566,3
2522,บริษัท มิโน่ (ไทยแลนด์) จำกัด,2566,3
2523,บริษัท คิทซ์ (ประเทศไทย) จำกัด,2566,3
2524,บริษัท ธาดาเมทัล พาร์ส จำกัด,2566,3
2525,บริษัท ด๊อกเตอร์ บู จำกัด,2566,3
2526,บริษัท เอ็มเอเอ็กซ์ (ประเทศไทย) จำกัด,2566,3
2527,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด,2566,3
2528,บริษัท ศรีราชา แพคกิ้ง วู้ด จำกัด (สาขาที่ 3),2566,3
2529,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด (สาขาที่ 6),2566,3
2530,บริษัท ชลบุรี คลีน เอ็นเนอร์ยี่ จำกัด,2566,3
2531,บริษัท ซิมสุลาลัย จำกัด,2566,3
2532,บริษัท มิโน่ (ไทยแลนด์) จำกัด,2566,3
2533,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),2566,3
2534,บริษัท ไทยอีสเทิร์น รับเบอร์ จำกัด,2566,3
2535,บริษัท รชต พลาสติก อินเจ็คชั่น จำกัด,2566,3
2536,บริษัท แวนด้าแพค จำกัด,2566,3
2537,บริษัท คาคิฮารา เมอิบัน (ประเทศไทย) จำกัด,2566,3
2538,บริษัท เอ็นอีไอเอส (ประเทศไทย) จำกัด,2566,3
2539,บริษัท โอ.เอ็ม.แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2566,3
2540,บริษัท ชินเซอิ โมลดิ้ง จำกัด,2566,3
2541,บริษัท คอมพลีท โอโต รับเบอร์ แมนูแฟ็คเจอริ่ง จำกัด,2566,3
2542,บริษัท จาโตโค (ประเทศไทย) จำกัด,2566,3
