ประเภทโรงงาน,วิธีการกำจัดกาก,_id,หน่วย,ประเภทหรือชนิดโรงงาน,ปริมาณกากอันตราย,ปี,อำเภอ
15(1),21,159,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,270,2567,พัฒนานิคม
15(1),39,160,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"111,316.00",2567,พัฒนานิคม
15(1),42,161,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"110,102.00",2567,พัฒนานิคม
15(1),44,162,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"10,000.00",2567,พัฒนานิคม
15(1),49,163,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"130,248.00",2567,พัฒนานิคม
15(1),73,164,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"34,932.00",2567,พัฒนานิคม
15(1),83,165,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"15,580.00",2567,พัฒนานิคม
2(1),21,166,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,30,2567,พัฒนานิคม
2(1),73,167,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,70,2567,พัฒนานิคม
2(1),75,168,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,"9,370.00",2567,พัฒนานิคม
2(11),21,169,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,170,2567,พัฒนานิคม
2(11),42,170,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,"4,140.00",2567,พัฒนานิคม
2(11),49,171,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,930,2567,พัฒนานิคม
2(5),42,172,กิโลกรัม,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า,"5,930.00",2567,พัฒนานิคม
2(5),75,173,กิโลกรัม,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า,"388,092.00",2567,พัฒนานิคม
4(1),11,174,กิโลกรัม,การฆ่าสัตว์,"1,732.00",2567,พัฒนานิคม
4(1),21,175,กิโลกรัม,การฆ่าสัตว์,120,2567,พัฒนานิคม
4(1),33,176,กิโลกรัม,การฆ่าสัตว์,"1,514.00",2567,พัฒนานิคม
4(1),39,177,กิโลกรัม,การฆ่าสัตว์,"6,050.00",2567,พัฒนานิคม
4(1),42,178,กิโลกรัม,การฆ่าสัตว์,"2,890.00",2567,พัฒนานิคม
4(1),49,179,กิโลกรัม,การฆ่าสัตว์,"4,560.00",2567,พัฒนานิคม
4(1),73,180,กิโลกรัม,การฆ่าสัตว์,130,2567,พัฒนานิคม
4(3),33,181,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"1,812.00",2567,พัฒนานิคม
4(3),39,182,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"8,957.80",2567,พัฒนานิคม
4(3),41,183,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,720,2567,พัฒนานิคม
4(3),42,184,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"17,050.00",2567,พัฒนานิคม
4(3),49,185,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"14,013.60",2567,พัฒนานิคม
4(3),71,186,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,20,2567,พัฒนานิคม
4(3),73,187,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"4,213.00",2567,พัฒนานิคม
46(2),39,188,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"62,807.00",2567,พัฒนานิคม
46(2),42,189,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"49,258.00",2567,พัฒนานิคม
46(2),49,190,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"4,020.00",2567,พัฒนานิคม
46(2),73,191,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"4,581.00",2567,พัฒนานิคม
46(2),75,192,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"19,350.00",2567,พัฒนานิคม
53(1),42,193,กิโลกรัม,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,"20,957.40",2567,พัฒนานิคม
53(1),65,194,กิโลกรัม,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,"21,640.00",2567,พัฒนานิคม
56,33,195,กิโลกรัม,โรงงานผลิตอิฐ กระเบื้องหรือท่อสำหรับใช้ในการก่อสร้างเบ้าหลอมโลหะ กระเบื้องประดับ (architectural terracotta) รองในเตาไฟท่อหรือยอดปล่องไฟ หรือวัตถุทนไฟ จากดินเหนียว,852.5,2567,พัฒนานิคม
57,42,196,กิโลกรัม,รงงานประกอบกิจการเกี่ยวกับซีเมนต์ ปูนขาว หรือปูนปลาสเตอร์ อย่างใดอย่างหนึ่งหรือหลายอย่าง,"410,070.00",2567,พัฒนานิคม
57(1),42,197,กิโลกรัม,การทำซีเมนต์ ปูนขาว หรือปูนปลาสเตอร์,390,2567,พัฒนานิคม
59,49,198,กิโลกรัม,	โรงงานประกอบกิจการเกี่ยวกับการถลุง หลอม หล่อ รีด ดึง หรือผลิตเหล็ก หรือเหล็กกล้าในขั้นต้น (iron and steel basic industries),"276,760.00",2567,พัฒนานิคม
88(1),73,199,กิโลกรัม,"การผลิตพลังงานไฟฟ้าจาก พลังงานแสงอาทิตย์ ยกเว้นที่ติดตั้งบนหลังคา ดาดฟ้า หรือส่วนหนึ่งส่วนใดบนอาคารซึ่งบุคคลอาจเข้าอยู่หรือใช้สอยไดโดยมีขนาดกำลังการผลิตติดตั้ง สูงสุดรวมกันของแผงเซลล์แสงอาทิตย์ไม่เกิน 1,000 กิโลวัตต์","1,624,959.00",2567,พัฒนานิคม
95(1),21,200,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,310,2567,พัฒนานิคม
95(1),42,201,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"38,680.00",2567,พัฒนานิคม
95(1),49,202,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"1,290.00",2567,พัฒนานิคม
11(3),42,203,กิโลกรัม,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,"53,570.00",2567,สระโบสถ์
11(3),49,204,กิโลกรัม,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,"5,770.00",2567,สระโบสถ์
100(6),33,205,กิโลกรัม,การอบชุบด้วยความร้อน (heat treatment),"1,020.00",2567,หนองม่วง
100(6),53,206,กิโลกรัม,การอบชุบด้วยความร้อน (heat treatment),"457,510.00",2567,หนองม่วง
100(6),73,207,กิโลกรัม,การอบชุบด้วยความร้อน (heat treatment),"17,540.00",2567,หนองม่วง
14,42,208,กิโลกรัม,โรงงานประกอบกิจการเกี่ยวกับ การทำน้ำแข็ง หรือ ตัด ซอย บด หรือย่อยน้ำแข็ง,200,2567,หนองม่วง
33,42,209,กิโลกรัม,โรงงานผลิตรองเท้า หรือชิ้นส่วนของรองเท้า ซึ่งมิได้ทำจากไม้ ยางอบแข็ง ยางอัดเข้ารูป หรือพลาสติกอัดเข้ารูป,"34,790.00",2567,หนองม่วง
64(12),42,210,กิโลกรัม,การตัด พับ หรือม้วนโลหะ,"13,706.00",2567,หนองม่วง
64(12),73,211,กิโลกรัม,การตัด พับ หรือม้วนโลหะ,"1,200.00",2567,หนองม่วง
101,76,212,กิโลกรัม,	โรงงานปรับคุณภาพของเสียรวม (central waste treatment plant),"180,000.00",2568,เมืองลพบุรี
2(1),75,213,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,840,2568,เมืองลพบุรี
42(1),21,214,กิโลกรัม,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมีที่มิใช่ (3),50,2568,เมืองลพบุรี
42(1),41,215,กิโลกรัม,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมีที่มิใช่ (3),"3,360.00",2568,เมืองลพบุรี
42(1),42,216,กิโลกรัม,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมีที่มิใช่ (3),"11,880.00",2568,เมืองลพบุรี
42(1),49,217,กิโลกรัม,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมีที่มิใช่ (3),"5,970.00",2568,เมืองลพบุรี
42(1),73,218,กิโลกรัม,การทำเคมีภัณฑ์ สารเคมี หรือวัสดุเคมีที่มิใช่ (3),"1,960.00",2568,เมืองลพบุรี
53(4),42,219,กิโลกรัม,การทำภาชนะบรรจุ เช่น ถุงหรือกระสอบ,"41,000.00",2568,เมืองลพบุรี
53(4),73,220,กิโลกรัม,การทำภาชนะบรรจุ เช่น ถุงหรือกระสอบ,"1,905.10",2568,เมืองลพบุรี
53(5),42,221,กิโลกรัม,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,"2,450.00",2568,เมืองลพบุรี
53(5),73,222,กิโลกรัม,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,91,2568,เมืองลพบุรี
58(3),49,223,กิโลกรัม,การทำผลิตภัณฑ์จากหิน,"1,480.00",2568,เมืองลพบุรี
72,39,224,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"3,170.00",2568,เมืองลพบุรี
72,41,225,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"52,000.00",2568,เมืองลพบุรี
72,42,226,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"1,524,945.00",2568,เมืองลพบุรี
72,44,227,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"396,750.00",2568,เมืองลพบุรี
72,49,228,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"107,211.00",2568,เมืองลพบุรี
72,51,229,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"31,600.00",2568,เมืองลพบุรี
72,52,230,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"5,200.00",2568,เมืองลพบุรี
72,65,231,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"18,069.00",2568,เมืองลพบุรี
72,73,232,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"21,330.00",2568,เมืองลพบุรี
72,75,233,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"12,000.00",2568,เมืองลพบุรี
72,76,234,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"425,000.00",2568,เมืองลพบุรี
89,42,235,กิโลกรัม,โรงงานผลิตก๊าซ ซึ่งมิใช่ก๊าซธรรมชาติ ส่งหรือจำหน่ายก๊าซ,50,2568,เมืองลพบุรี
95(1),21,236,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"1,460.00",2568,เมืองลพบุรี
95(1),42,237,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"159,337.00",2568,เมืองลพบุรี
