VALUE,QUARTER,SOURCE,_id,SEX,INDUSTRY,UNIT,REGION,YEAR
9.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3753,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2563
14.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3754,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2563
3.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3755,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2563
15.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3756,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2563
31.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3757,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2563
133.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3758,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2563
53.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3759,ชาย, การศึกษา,พันคน,ภาคใต้,2563
15.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3760,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2563
13.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3761,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2563
68.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3762,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคใต้,2563
0.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3763,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคใต้,2563
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3764,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2563
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3765,ชาย, ไม่ทราบ,พันคน,ภาคใต้,2563
820.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3766,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคใต้,2563
1.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3767,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคใต้,2563
198.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3768,หญิง, การผลิต,พันคน,ภาคใต้,2563
1.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3769,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคใต้,2563
2.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3770,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคใต้,2563
30.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3771,หญิง, การก่อสร้าง,พันคน,ภาคใต้,2563
13.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3772,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคใต้,2563
319.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3773,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคใต้,2563
4.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3774,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2563
28.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3775,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2563
9.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3776,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2563
10.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3777,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2563
18.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3778,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2563
75.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3779,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2563
121.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3780,หญิง, การศึกษา,พันคน,ภาคใต้,2563
71.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3781,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2563
7.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3782,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2563
68.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3783,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคใต้,2563
15.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3784,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคใต้,2563
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3785,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2563
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,3786,หญิง, ไม่ทราบ,พันคน,ภาคใต้,2563
23.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3787,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2563
20.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3788,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2563
473.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3789,ชาย, การผลิต,พันคน,กรุงเทพมหานคร,2563
15.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3790,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2563
23.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3791,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2563
280.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3792,ชาย, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2563
640.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3793,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2563
374.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3794,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2563
221.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3795,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2563
66.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3796,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2563
76.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3797,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2563
50.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3798,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2563
101.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3799,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2563
99.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3800,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2563
106.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3801,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2563
55.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3802,ชาย, การศึกษา,พันคน,กรุงเทพมหานคร,2563
33.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3803,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2563
33.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3804,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2563
50.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3805,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2563
19.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3806,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2563
2.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3807,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2563
21.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3808,ชาย, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2563
12.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3809,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2563
16.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3810,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2563
457.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3811,หญิง, การผลิต,พันคน,กรุงเทพมหานคร,2563
7.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3812,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2563
7.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3813,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2563
107.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3814,หญิง, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2563
594.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3815,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2563
76.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3816,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2563
326.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3817,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2563
50.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3818,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2563
128.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3819,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2563
87.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3820,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2563
103.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3821,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2563
95.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3822,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2563
90.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3823,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2563
92.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3824,หญิง, การศึกษา,พันคน,กรุงเทพมหานคร,2563
88.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3825,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2563
12.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3826,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2563
89.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3827,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2563
87.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3828,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2563
2.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3829,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2563
24.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3830,หญิง, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2563
1275.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3831,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2563
27.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3832,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2563
1769.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3833,ชาย, การผลิต,พันคน,ภาคกลาง,2563
39.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3834,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2563
25.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3835,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2563
78.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3836,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2566
86.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3837,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2566
86.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3838,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2566
139.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3839,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2566
157.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3840,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2566
45.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3841,ชาย, การศึกษา,พันคน,กรุงเทพมหานคร,2566
41.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3842,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2566
35.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3843,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2566
82.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3844,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2566
13.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3845,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2566
0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3846,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2566
13.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3847,ชาย, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2566
5.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3848,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2566
0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3849,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2566
434.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3850,หญิง, การผลิต,พันคน,กรุงเทพมหานคร,2566
1.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3851,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2566
1.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3852,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2566
77.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3853,หญิง, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2566
648.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3854,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2566
86.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3855,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2566
395.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3856,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2566
37.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3857,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2566
124.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3858,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2566
124.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3859,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2566
86.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3860,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2566
147.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3861,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2566
109.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3862,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2566
111.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3863,หญิง, การศึกษา,พันคน,กรุงเทพมหานคร,2566
111.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3864,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2566
24.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3865,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2566
115.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3866,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2566
89.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3867,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2566
1.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3868,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2566
19.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3869,หญิง, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2566
1278.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3870,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2566
10.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3871,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2566
2033.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3872,ชาย, การผลิต,พันคน,ภาคกลาง,2566
31.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3873,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2566
21.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3874,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2566
629.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3875,ชาย, การก่อสร้าง,พันคน,ภาคกลาง,2566
1172.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3876,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2566
514.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3877,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2566
375.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3878,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2566
36.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3879,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2566
66.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3880,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2566
56.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3881,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2566
64.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3882,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2566
138.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3883,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2566
307.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3884,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2566
97.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3885,ชาย, การศึกษา,พันคน,ภาคกลาง,2566
52.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3886,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2566
52.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3887,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2566
150.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3888,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคกลาง,2566
8.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3889,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคกลาง,2566
1.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3890,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคกลาง,2566
7.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3891,ชาย, ไม่ทราบ,พันคน,ภาคกลาง,2566
804.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3892,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2566
5.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3893,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2566
1780.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3894,หญิง, การผลิต,พันคน,ภาคกลาง,2566
6.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3895,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2566
11.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3896,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2566
132.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3897,หญิง, การก่อสร้าง,พันคน,ภาคกลาง,2566
1269.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3898,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2566
129.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3899,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2566
757.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3900,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2566
24.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3901,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2566
88.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3902,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2566
56.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3903,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2566
80.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3904,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2566
73.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3905,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2566
230.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3906,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2566
242.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3907,หญิง, การศึกษา,พันคน,ภาคกลาง,2566
221.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3908,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2566
60.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,3909,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2566
