จังหวัด,_id,จำนวนรถ,ประเภทเชื้อเพลิง,ประเภทรถ,ประเภทกฎหมาย
เลย,3896,183,ดีเซล,รย. 14 รถบดถนน,รถยนต์
เลย,3897,2,เบนซิน,รย. 14 รถบดถนน,รถยนต์
เลย,3898,,,รย. 14 รถบดถนน,รถยนต์
ศรีสะเกษ,3899,240,ดีเซล,รย. 14 รถบดถนน,รถยนต์
ศรีสะเกษ,3900,1,เบนซิน,รย. 14 รถบดถนน,รถยนต์
สกลนคร,3901,146,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สงขลา,3902,352,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สงขลา,3903,1,เบนซิน,รย. 14 รถบดถนน,รถยนต์
สตูล,3904,13,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สมุทรปราการ,3905,69,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สมุทรปราการ,3906,3,ไม่ระบุ,รย. 14 รถบดถนน,รถยนต์
สมุทรปราการ,3907,,,รย. 14 รถบดถนน,รถยนต์
สมุทรสงคราม,3908,31,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สมุทรสาคร,3909,33,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สระแก้ว,3910,155,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สระแก้ว,3911,1,เบนซิน,รย. 14 รถบดถนน,รถยนต์
สระแก้ว,3912,1,ไม่ใช้เชื้อเพลิง,รย. 14 รถบดถนน,รถยนต์
สระบุรี,3913,164,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สิงห์บุรี,3914,99,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สุโขทัย,3915,207,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สุโขทัย,3916,1,ไม่ใช้เชื้อเพลิง,รย. 14 รถบดถนน,รถยนต์
สุโขทัย,3917,1,ไม่ระบุ,รย. 14 รถบดถนน,รถยนต์
สุพรรณบุรี,3918,359,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สุราษฎร์ธานี,3919,371,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สุราษฎร์ธานี,3920,1,ไม่ใช้เชื้อเพลิง,รย. 14 รถบดถนน,รถยนต์
สุรินทร์,3921,358,ดีเซล,รย. 14 รถบดถนน,รถยนต์
สุรินทร์,3922,1,เบนซิน,รย. 14 รถบดถนน,รถยนต์
หนองคาย,3923,26,ดีเซล,รย. 14 รถบดถนน,รถยนต์
หนองบัวลำภู,3924,131,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อ่างทอง,3925,63,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อำนาจเจริญ,3926,18,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อุดรธานี,3927,231,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อุดรธานี,3928,2,เบนซิน,รย. 14 รถบดถนน,รถยนต์
อุตรดิตถ์,3929,119,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อุตรดิตถ์,3930,1,ไม่ระบุ,รย. 14 รถบดถนน,รถยนต์
อุทัยธานี,3931,85,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อุทัยธานี,3932,1,ไม่ใช้เชื้อเพลิง,รย. 14 รถบดถนน,รถยนต์
อุทัยธานี,3933,1,ไม่ระบุ,รย. 14 รถบดถนน,รถยนต์
อุบลราชธานี,3934,223,ดีเซล,รย. 14 รถบดถนน,รถยนต์
อุบลราชธานี,3935,3,เบนซิน,รย. 14 รถบดถนน,รถยนต์
กระบี่,3936,4,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กระบี่,3937,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรุงเทพมหานคร,3938,5,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรุงเทพมหานคร,3939,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรุงเทพมหานคร,3940,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กรุงเทพมหานคร,3941,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาญจนบุรี,3942,23,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาญจนบุรี,3943,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาญจนบุรี,3944,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาญจนบุรี,3945,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาญจนบุรี,3946,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาฬสินธุ์,3947,286,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาฬสินธุ์,3948,8,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาฬสินธุ์,3949,11,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กาฬสินธุ์,3950,8,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กำแพงเพชร,3951,1,แก๊ส LPG +ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กำแพงเพชร,3952,376,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กำแพงเพชร,3953,21,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กำแพงเพชร,3954,385,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
กำแพงเพชร,3955,6,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ขอนแก่น,3956,895,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ขอนแก่น,3957,65,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ขอนแก่น,3958,5,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ขอนแก่น,3959,7,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
จันทบุรี,3960,5,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
จันทบุรี,3961,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ฉะเชิงเทรา,3962,28,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ฉะเชิงเทรา,3963,2,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ฉะเชิงเทรา,3964,2,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ฉะเชิงเทรา,3965,81,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชลบุรี,3966,8,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชลบุรี,3967,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชลบุรี,3968,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยนาท,3969,35,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยนาท,3970,12,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยนาท,3971,8,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยนาท,3972,23,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยภูมิ,3973,2,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยภูมิ,3974,19551,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยภูมิ,3975,280,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยภูมิ,3976,16,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชัยภูมิ,3977,17,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชุมพร,3978,2,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชุมพร,3979,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ชุมพร,3980,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงราย,3981,116,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงราย,3982,31,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงราย,3983,762,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงราย,3984,44,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงใหม่,3985,30,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงใหม่,3986,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เชียงใหม่,3987,4,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตรัง,3988,3,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตรัง,3989,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตราด,3990,2,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตราด,3991,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตาก,3992,14,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ตาก,3993,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครนายก,3994,64,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครนายก,3995,4,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครนายก,3996,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครปฐม,3997,3,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครปฐม,3998,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครพนม,3999,37,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครพนม,4000,4,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครพนม,4001,11,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครพนม,4002,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4003,7,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4004,2,แก๊ส LPG +เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4005,45016,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4006,942,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4007,82,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครราชสีมา,4008,91,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครศรีธรรมราช,4009,7,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครสวรรค์,4010,1747,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครสวรรค์,4011,43,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครสวรรค์,4012,378,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นครสวรรค์,4013,90,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นนทบุรี,4014,1,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นราธิวาส,4015,17,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นราธิวาส,4016,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นราธิวาส,4017,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
นราธิวาส,4018,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
น่าน,4019,7,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บึงกาฬ,4020,1,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บุรีรัมย์,4021,1,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บุรีรัมย์,4022,1623,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บุรีรัมย์,4023,63,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บุรีรัมย์,4024,86,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
บุรีรัมย์,4025,2,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปทุมธานี,4026,3,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปทุมธานี,4027,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ประจวบคีรีขันธ์,4028,24,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ประจวบคีรีขันธ์,4029,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ประจวบคีรีขันธ์,4030,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปราจีนบุรี,4031,15,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปราจีนบุรี,4032,3,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปราจีนบุรี,4033,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ปัตตานี,4034,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พระนครศรีอยุธยา,4035,19,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พระนครศรีอยุธยา,4036,511,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พระนครศรีอยุธยา,4037,2,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พระนครศรีอยุธยา,4038,2,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พะเยา,4039,37,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พะเยา,4040,5,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พังงา,4041,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พังงา,4042,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พัทลุง,4043,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิจิตร,4044,1,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิจิตร,4045,2279,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิจิตร,4046,179,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิจิตร,4047,3,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิจิตร,4048,4,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิษณุโลก,4049,1,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิษณุโลก,4050,5900,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิษณุโลก,4051,105,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิษณุโลก,4052,69,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
พิษณุโลก,4053,718,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบุรี,4054,66,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบุรี,4055,231,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบุรี,4056,11,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบุรี,4057,28,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบูรณ์,4058,3,แก๊ส LPG +เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบูรณ์,4059,1942,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบูรณ์,4060,180,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบูรณ์,4061,65,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เพชรบูรณ์,4062,39,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แพร่,4063,116,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แพร่,4064,4,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แพร่,4065,2,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แพร่,4066,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ภูเก็ต,4067,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มหาสารคาม,4068,264,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มหาสารคาม,4069,228,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มหาสารคาม,4070,163,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มหาสารคาม,4071,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มุกดาหาร,4072,5,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มุกดาหาร,4073,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มุกดาหาร,4074,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
มุกดาหาร,4075,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แม่ฮ่องสอน,4076,4,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
แม่ฮ่องสอน,4077,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยโสธร,4078,3,แก๊ส LPG +เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยโสธร,4079,570,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยโสธร,4080,126,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยโสธร,4081,7,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยโสธร,4082,3,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ยะลา,4083,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ร้อยเอ็ด,4084,1601,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ร้อยเอ็ด,4085,85,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ร้อยเอ็ด,4086,255,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ร้อยเอ็ด,4087,12,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ระนอง,4088,1,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ระยอง,4089,5,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ราชบุรี,4090,8,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ราชบุรี,4091,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลพบุรี,4092,220,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลพบุรี,4093,8,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลพบุรี,4094,3,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลพบุรี,4095,3,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลำปาง,4096,40,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลำปาง,4097,4,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลำปาง,4098,78,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลำพูน,4099,34,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ลำพูน,4100,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เลย,4101,161,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เลย,4102,3,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เลย,4103,9,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เลย,4104,3,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
เลย,4105,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ศรีสะเกษ,4106,227,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ศรีสะเกษ,4107,18,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
ศรีสะเกษ,4108,2,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สกลนคร,4109,47,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สกลนคร,4110,14,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สกลนคร,4111,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สงขลา,4112,2,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สงขลา,4113,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สงขลา,4114,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สงขลา,4115,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สตูล,4116,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สมุทรปราการ,4117,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สมุทรสงคราม,4118,3,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สมุทรสงคราม,4119,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สมุทรสาคร,4120,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระแก้ว,4121,49,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระแก้ว,4122,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระแก้ว,4123,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระบุรี,4124,31,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระบุรี,4125,12,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระบุรี,4126,47,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สระบุรี,4127,45,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สิงห์บุรี,4128,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุโขทัย,4129,1,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุโขทัย,4130,1666,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุโขทัย,4131,465,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุโขทัย,4132,27,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุโขทัย,4133,1151,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุพรรณบุรี,4134,10,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุพรรณบุรี,4135,2,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุพรรณบุรี,4136,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุพรรณบุรี,4137,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุราษฎร์ธานี,4138,2,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุราษฎร์ธานี,4139,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุราษฎร์ธานี,4140,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุรินทร์,4141,257,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุรินทร์,4142,136,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุรินทร์,4143,3,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
สุรินทร์,4144,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองคาย,4145,193,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองคาย,4146,62,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองคาย,4147,3,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองบัวลำภู,4148,237,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองบัวลำภู,4149,43,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
หนองบัวลำภู,4150,1,ไม่ใช้เชื้อเพลิง,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อ่างทอง,4151,,,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อำนาจเจริญ,4152,19,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อำนาจเจริญ,4153,1,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อำนาจเจริญ,4154,1,ไม่ระบุ,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อุดรธานี,4155,1,แก๊ส LPG,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อุดรธานี,4156,1,แก๊ส LPG +เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อุดรธานี,4157,1037,ดีเซล,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
อุดรธานี,4158,265,เบนซิน,รย. 15 รถใช้ในงานเกษตรกรรม,รถยนต์
