OCCUPATION,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,997,ชาย,พันคน,ภาคใต้,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,31.73,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,998,หญิง,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,190.07,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,999,หญิง,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,101.86,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1000,หญิง,พันคน,ภาคใต้,2565
 เสมียน,129.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1001,หญิง,พันคน,ภาคใต้,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,702.33,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1002,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,798.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1003,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,132.64,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1004,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,19.65,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1005,หญิง,พันคน,ภาคใต้,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,252.29,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1006,หญิง,พันคน,ภาคใต้,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,1007,หญิง,พันคน,ภาคใต้,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,161.25,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1008,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,251.89,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1009,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,249.18,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1010,ชาย,พันคน,กรุงเทพมหานคร,2565
 เสมียน,139.29,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1011,ชาย,พันคน,กรุงเทพมหานคร,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,660.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1012,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,18.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1013,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,473.22,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1014,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,652.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1015,ชาย,พันคน,กรุงเทพมหานคร,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,253.54,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1016,ชาย,พันคน,กรุงเทพมหานคร,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,9.71,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1017,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,157.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1018,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,299.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1019,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,293.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1020,หญิง,พันคน,กรุงเทพมหานคร,2565
 เสมียน,331.18,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1021,หญิง,พันคน,กรุงเทพมหานคร,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,949.79,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1022,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,8.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1023,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,103.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1024,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,193.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1025,หญิง,พันคน,กรุงเทพมหานคร,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,407.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1026,หญิง,พันคน,กรุงเทพมหานคร,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,20.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1027,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,326.48,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1028,ชาย,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,297.28,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1029,ชาย,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,423.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1030,ชาย,พันคน,ภาคกลาง,2565
 เสมียน,214.72,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1031,ชาย,พันคน,ภาคกลาง,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1041.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1032,ชาย,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1097.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1033,ชาย,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,1207.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1034,ชาย,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,1528.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1035,ชาย,พันคน,ภาคกลาง,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,749.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1036,ชาย,พันคน,ภาคกลาง,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,5.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1037,ชาย,พันคน,ภาคกลาง,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,191.55,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1038,หญิง,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,468.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1039,หญิง,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,442.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1040,หญิง,พันคน,ภาคกลาง,2565
 เสมียน,564.27,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1041,หญิง,พันคน,ภาคกลาง,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1580.81,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1042,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,707.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1043,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,416.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1044,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,803.26,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1045,หญิง,พันคน,ภาคกลาง,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,767.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1046,หญิง,พันคน,ภาคกลาง,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,5.01,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1047,หญิง,พันคน,ภาคกลาง,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,90.29,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1048,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,107.62,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1049,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,82.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1050,ชาย,พันคน,ภาคเหนือ,2565
 เสมียน,64.97,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1051,ชาย,พันคน,ภาคเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,428.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1052,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1471.83,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1053,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,473.93,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1054,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,215.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1055,ชาย,พันคน,ภาคเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,392.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1056,ชาย,พันคน,ภาคเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1057,ชาย,พันคน,ภาคเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,36.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1058,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,218.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1059,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,80.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1060,หญิง,พันคน,ภาคเหนือ,2565
 เสมียน,138.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1061,หญิง,พันคน,ภาคเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,740.47,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1062,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1081.95,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1063,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,158.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1064,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,66.85,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1065,หญิง,พันคน,ภาคเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,341.32,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1066,หญิง,พันคน,ภาคเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1067,หญิง,พันคน,ภาคเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,166.53,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1068,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,139.36,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1069,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,68.35,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1070,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 เสมียน,64.21,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1071,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,564.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1072,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,2946.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1073,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,546.55,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1074,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,241.65,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1075,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,505.04,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1076,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1077,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,72.55,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1078,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,282.92,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1079,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,122.42,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1080,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 เสมียน,151.67,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1081,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1012.61,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1082,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,2228.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1083,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,201.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1084,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,88.63,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1085,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,281.64,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1086,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1087,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,73.91,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1088,ชาย,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,86.66,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1089,ชาย,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,75.41,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1090,ชาย,พันคน,ภาคใต้,2565
 เสมียน,54.16,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1091,ชาย,พันคน,ภาคใต้,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,433.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1092,ชาย,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1226.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1093,ชาย,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,391.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1094,ชาย,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,190.41,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1095,ชาย,พันคน,ภาคใต้,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,339.14,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1096,ชาย,พันคน,ภาคใต้,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1097,ชาย,พันคน,ภาคใต้,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,38.13,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1098,หญิง,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,193.39,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1099,หญิง,พันคน,ภาคใต้,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,107.68,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1100,หญิง,พันคน,ภาคใต้,2565
 เสมียน,135.02,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1101,หญิง,พันคน,ภาคใต้,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,710.95,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1102,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,792.24,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1103,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,126.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1104,หญิง,พันคน,ภาคใต้,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,16.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1105,หญิง,พันคน,ภาคใต้,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,225.06,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1106,หญิง,พันคน,ภาคใต้,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1107,หญิง,พันคน,ภาคใต้,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,175.65,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1108,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,273.95,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1109,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,244.82,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1110,ชาย,พันคน,กรุงเทพมหานคร,2565
 เสมียน,144.01,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1111,ชาย,พันคน,กรุงเทพมหานคร,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,680.59,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1112,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,13.06,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1113,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,101.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1114,หญิง,พันคน,ภาคกลาง,2567
 ผู้ประกอบวิชาชีพด้านต่างๆ,549.43,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1115,หญิง,พันคน,ภาคกลาง,2567
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,3327.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1116,หญิง,พันคน,ภาคกลาง,2567
 เสมียน,1465.04,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1117,หญิง,พันคน,ภาคกลาง,2567
 พนักงานบริการและพนักงานในร้านค้าและตลาด,773.76,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1118,หญิง,พันคน,ภาคกลาง,2567
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,0.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1119,หญิง,พันคน,ภาคกลาง,2567
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1120,หญิง,พันคน,ภาคกลาง,2567
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1121,หญิง,พันคน,ภาคกลาง,2567
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1122,หญิง,พันคน,ภาคกลาง,2567
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1123,หญิง,พันคน,ภาคกลาง,2567
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,107.15,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1124,ชาย,พันคน,ภาคเหนือ,2567
 ผู้ประกอบวิชาชีพด้านต่างๆ,302.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1125,ชาย,พันคน,ภาคเหนือ,2567
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,808.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1126,ชาย,พันคน,ภาคเหนือ,2567
 เสมียน,1628.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1127,ชาย,พันคน,ภาคเหนือ,2567
 พนักงานบริการและพนักงานในร้านค้าและตลาด,501.36,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1128,ชาย,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,0.48,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1129,ชาย,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1130,ชาย,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1131,ชาย,พันคน,ภาคเหนือ,2567
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1132,ชาย,พันคน,ภาคเหนือ,2567
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1133,ชาย,พันคน,ภาคเหนือ,2567
