ที่มา,เกษตรกร (ครัวเรือน),ชนิดพืช,_id,ปีการผลิต,อำเภอ,พื้นที่ (ไร่)
สำนักงานเกษตรจังหวัดลพบุรี," 1,036 ",อ้อยโรงงาน,428,66/67,ลำสนธิ," 21,180 "
สำนักงานเกษตรจังหวัดลพบุรี, 784 ,อ้อยโรงงาน,429,66/67,หนองม่วง," 28,274 "
สำนักงานเกษตรจังหวัดลพบุรี, 137 ,มันสำปะหลัง,430,66/67,เมืองลพบุรี," 2,634 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,248 ",มันสำปะหลัง,431,66/67,พัฒนานิคม," 22,983 "
สำนักงานเกษตรจังหวัดลพบุรี, 662 ,มันสำปะหลัง,432,66/67,โคกสำโรง," 9,499 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,976 ",มันสำปะหลัง,433,66/67,ชัยบาดาล," 33,624 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,มันสำปะหลัง,434,66/67,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 388 ,มันสำปะหลัง,435,66/67,บ้านหมี่," 6,689 "
สำนักงานเกษตรจังหวัดลพบุรี, 976 ,มันสำปะหลัง,436,66/67,ท่าหลวง," 17,089 "
สำนักงานเกษตรจังหวัดลพบุรี, 889 ,มันสำปะหลัง,437,66/67,สระโบสถ์," 14,522 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,767 ",มันสำปะหลัง,438,66/67,โคกเจริญ," 37,523 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,154 ",มันสำปะหลัง,439,66/67,ลำสนธิ," 15,308 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,445 ",มันสำปะหลัง,440,66/67,หนองม่วง," 23,697 "
สำนักงานเกษตรจังหวัดลพบุรี," 5,713 ",ข้าวนาปี,441,67/68,เมืองลพบุรี," 110,887 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,295 ",ข้าวนาปี,442,67/68,พัฒนานิคม," 35,711 "
สำนักงานเกษตรจังหวัดลพบุรี," 7,207 ",ข้าวนาปี,443,67/68,โคกสำโรง," 129,221 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,347 ",ข้าวนาปี,444,67/68,ชัยบาดาล," 29,479 "
สำนักงานเกษตรจังหวัดลพบุรี," 5,017 ",ข้าวนาปี,445,67/68,ท่าวุ้ง," 100,463 "
สำนักงานเกษตรจังหวัดลพบุรี," 9,413 ",ข้าวนาปี,446,67/68,บ้านหมี่," 212,210 "
สำนักงานเกษตรจังหวัดลพบุรี, 47 ,ข้าวนาปี,447,67/68,ท่าหลวง, 373 
สำนักงานเกษตรจังหวัดลพบุรี," 3,061 ",ข้าวนาปี,448,67/68,สระโบสถ์," 48,878 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,523 ",ข้าวนาปี,449,67/68,โคกเจริญ," 41,603 "
สำนักงานเกษตรจังหวัดลพบุรี, 974 ,ข้าวนาปี,450,67/68,ลำสนธิ," 9,154 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,178 ",ข้าวนาปี,451,67/68,หนองม่วง," 17,325 "
สำนักงานเกษตรจังหวัดลพบุรี," 3,834 ",ข้าวนาปรัง,452,67/68,เมืองลพบุรี," 67,322 "
สำนักงานเกษตรจังหวัดลพบุรี, 114 ,ข้าวนาปรัง,453,67/68,พัฒนานิคม," 1,233 "
สำนักงานเกษตรจังหวัดลพบุรี, 818 ,ข้าวนาปรัง,454,67/68,โคกสำโรง," 10,953 "
สำนักงานเกษตรจังหวัดลพบุรี, 575 ,ข้าวนาปรัง,455,67/68,ชัยบาดาล," 6,920 "
สำนักงานเกษตรจังหวัดลพบุรี," 4,396 ",ข้าวนาปรัง,456,67/68,ท่าวุ้ง," 81,693 "
สำนักงานเกษตรจังหวัดลพบุรี," 7,761 ",ข้าวนาปรัง,457,67/68,บ้านหมี่," 170,525 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,ข้าวนาปรัง,458,67/68,ท่าหลวง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 562 ,ข้าวนาปรัง,459,67/68,สระโบสถ์," 5,891 "
สำนักงานเกษตรจังหวัดลพบุรี, 81 ,ข้าวนาปรัง,460,67/68,โคกเจริญ, 734 
สำนักงานเกษตรจังหวัดลพบุรี, 1 ,ข้าวนาปรัง,461,67/68,ลำสนธิ, 10 
สำนักงานเกษตรจังหวัดลพบุรี, 65 ,ข้าวนาปรัง,462,67/68,หนองม่วง, 706 
สำนักงานเกษตรจังหวัดลพบุรี, 929 ,ข้าวโพดเลี้ยงสัตว์,463,67/68,เมืองลพบุรี," 36,948 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,177 ",ข้าวโพดเลี้ยงสัตว์,464,67/68,พัฒนานิคม," 25,013 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,982 ",ข้าวโพดเลี้ยงสัตว์,465,67/68,โคกสำโรง," 52,942 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,027 ",ข้าวโพดเลี้ยงสัตว์,466,67/68,ชัยบาดาล," 50,817 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,ข้าวโพดเลี้ยงสัตว์,467,67/68,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 546 ,ข้าวโพดเลี้ยงสัตว์,468,67/68,บ้านหมี่," 14,167 "
สำนักงานเกษตรจังหวัดลพบุรี, 999 ,ข้าวโพดเลี้ยงสัตว์,469,67/68,ท่าหลวง," 21,625 "
สำนักงานเกษตรจังหวัดลพบุรี, 246 ,ข้าวโพดเลี้ยงสัตว์,470,67/68,สระโบสถ์," 4,442 "
สำนักงานเกษตรจังหวัดลพบุรี, 278 ,ข้าวโพดเลี้ยงสัตว์,471,67/68,โคกเจริญ," 6,196 "
สำนักงานเกษตรจังหวัดลพบุรี, 668 ,ข้าวโพดเลี้ยงสัตว์,472,67/68,ลำสนธิ," 12,038 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,597 ",ข้าวโพดเลี้ยงสัตว์,473,67/68,หนองม่วง," 41,706 "
สำนักงานเกษตรจังหวัดลพบุรี, 292 ,อ้อยโรงงาน,474,67/68,เมืองลพบุรี," 7,172 "
สำนักงานเกษตรจังหวัดลพบุรี, 617 ,อ้อยโรงงาน,475,67/68,พัฒนานิคม," 16,840 "
สำนักงานเกษตรจังหวัดลพบุรี, 360 ,อ้อยโรงงาน,476,67/68,โคกสำโรง," 9,484 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,377 ",อ้อยโรงงาน,477,67/68,ชัยบาดาล," 36,377 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,อ้อยโรงงาน,478,67/68,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 175 ,อ้อยโรงงาน,479,67/68,บ้านหมี่," 5,511 "
สำนักงานเกษตรจังหวัดลพบุรี, 882 ,อ้อยโรงงาน,480,67/68,ท่าหลวง," 21,742 "
สำนักงานเกษตรจังหวัดลพบุรี, 236 ,อ้อยโรงงาน,481,67/68,สระโบสถ์," 4,671 "
สำนักงานเกษตรจังหวัดลพบุรี, 945 ,อ้อยโรงงาน,482,67/68,โคกเจริญ," 26,962 "
สำนักงานเกษตรจังหวัดลพบุรี, 974 ,อ้อยโรงงาน,483,67/68,ลำสนธิ," 21,766 "
สำนักงานเกษตรจังหวัดลพบุรี, 854 ,อ้อยโรงงาน,484,67/68,หนองม่วง," 28,464 "
สำนักงานเกษตรจังหวัดลพบุรี, 184 ,มันสำปะหลัง,485,67/68,เมืองลพบุรี," 3,706 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,343 ",มันสำปะหลัง,486,67/68,พัฒนานิคม," 24,673 "
สำนักงานเกษตรจังหวัดลพบุรี, 640 ,มันสำปะหลัง,487,67/68,โคกสำโรง," 9,770 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,059 ",มันสำปะหลัง,488,67/68,ชัยบาดาล," 37,047 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,มันสำปะหลัง,489,67/68,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 329 ,มันสำปะหลัง,490,67/68,บ้านหมี่," 5,891 "
สำนักงานเกษตรจังหวัดลพบุรี, 959 ,มันสำปะหลัง,491,67/68,ท่าหลวง," 18,831 "
สำนักงานเกษตรจังหวัดลพบุรี, 697 ,มันสำปะหลัง,492,67/68,สระโบสถ์," 11,198 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,425 ",มันสำปะหลัง,493,67/68,โคกเจริญ," 28,560 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,043 ",มันสำปะหลัง,494,67/68,ลำสนธิ," 14,087 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,177 ",มันสำปะหลัง,495,67/68,หนองม่วง," 17,988 "
สำนักงานเกษตรจังหวัดลพบุรี," 5,951 ",ข้าวนาปี,496,68/69,เมืองลพบุรี," 106,739 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,402 ",ข้าวนาปี,497,68/69,พัฒนานิคม," 35,466 "
สำนักงานเกษตรจังหวัดลพบุรี," 8,085 ",ข้าวนาปี,498,68/69,โคกสำโรง," 128,149 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,632 ",ข้าวนาปี,499,68/69,ชัยบาดาล," 30,007 "
สำนักงานเกษตรจังหวัดลพบุรี," 5,103 ",ข้าวนาปี,500,68/69,ท่าวุ้ง," 97,321 "
สำนักงานเกษตรจังหวัดลพบุรี," 9,760 ",ข้าวนาปี,501,68/69,บ้านหมี่," 209,633 "
สำนักงานเกษตรจังหวัดลพบุรี, 56 ,ข้าวนาปี,502,68/69,ท่าหลวง, 409 
สำนักงานเกษตรจังหวัดลพบุรี," 3,207 ",ข้าวนาปี,503,68/69,สระโบสถ์," 47,794 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,654 ",ข้าวนาปี,504,68/69,โคกเจริญ," 41,459 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,079 ",ข้าวนาปี,505,68/69,ลำสนธิ," 9,587 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,257 ",ข้าวนาปี,506,68/69,หนองม่วง," 17,526 "
สำนักงานเกษตรจังหวัดลพบุรี," 4,158 ",ข้าวนาปรัง,507,68/69,เมืองลพบุรี," 73,198 "
สำนักงานเกษตรจังหวัดลพบุรี, 19 ,ข้าวนาปรัง,508,68/69,พัฒนานิคม, 221 
สำนักงานเกษตรจังหวัดลพบุรี, 752 ,ข้าวนาปรัง,509,68/69,โคกสำโรง," 10,562 "
สำนักงานเกษตรจังหวัดลพบุรี, 149 ,ข้าวนาปรัง,510,68/69,ชัยบาดาล," 2,063 "
สำนักงานเกษตรจังหวัดลพบุรี," 4,750 ",ข้าวนาปรัง,511,68/69,ท่าวุ้ง," 86,829 "
สำนักงานเกษตรจังหวัดลพบุรี," 6,602 ",ข้าวนาปรัง,512,68/69,บ้านหมี่," 134,951 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,ข้าวนาปรัง,513,68/69,ท่าหลวง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 624 ,ข้าวนาปรัง,514,68/69,สระโบสถ์," 7,105 "
สำนักงานเกษตรจังหวัดลพบุรี, 26 ,ข้าวนาปรัง,515,68/69,โคกเจริญ, 300 
สำนักงานเกษตรจังหวัดลพบุรี, -   ,ข้าวนาปรัง,516,68/69,ลำสนธิ, -   
สำนักงานเกษตรจังหวัดลพบุรี, 22 ,ข้าวนาปรัง,517,68/69,หนองม่วง, 210 
สำนักงานเกษตรจังหวัดลพบุรี, 929 ,ข้าวโพดเลี้ยงสัตว์,518,68/69,เมืองลพบุรี," 36,948 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,177 ",ข้าวโพดเลี้ยงสัตว์,519,68/69,พัฒนานิคม," 25,013 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,982 ",ข้าวโพดเลี้ยงสัตว์,520,68/69,โคกสำโรง," 52,942 "
สำนักงานเกษตรจังหวัดลพบุรี," 2,027 ",ข้าวโพดเลี้ยงสัตว์,521,68/69,ชัยบาดาล," 50,817 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,ข้าวโพดเลี้ยงสัตว์,522,68/69,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 546 ,ข้าวโพดเลี้ยงสัตว์,523,68/69,บ้านหมี่," 14,167 "
สำนักงานเกษตรจังหวัดลพบุรี, 999 ,ข้าวโพดเลี้ยงสัตว์,524,68/69,ท่าหลวง," 21,625 "
สำนักงานเกษตรจังหวัดลพบุรี, 246 ,ข้าวโพดเลี้ยงสัตว์,525,68/69,สระโบสถ์," 4,442 "
สำนักงานเกษตรจังหวัดลพบุรี, 278 ,ข้าวโพดเลี้ยงสัตว์,526,68/69,โคกเจริญ," 6,196 "
สำนักงานเกษตรจังหวัดลพบุรี, 668 ,ข้าวโพดเลี้ยงสัตว์,527,68/69,ลำสนธิ," 12,038 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,597 ",ข้าวโพดเลี้ยงสัตว์,528,68/69,หนองม่วง," 41,706 "
สำนักงานเกษตรจังหวัดลพบุรี, 278 ,อ้อยโรงงาน,529,68/69,เมืองลพบุรี," 6,675 "
สำนักงานเกษตรจังหวัดลพบุรี, 725 ,อ้อยโรงงาน,530,68/69,พัฒนานิคม," 20,019 "
สำนักงานเกษตรจังหวัดลพบุรี, 406 ,อ้อยโรงงาน,531,68/69,โคกสำโรง," 10,431 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,475 ",อ้อยโรงงาน,532,68/69,ชัยบาดาล," 38,423 "
สำนักงานเกษตรจังหวัดลพบุรี, 1 ,อ้อยโรงงาน,533,68/69,ท่าวุ้ง, 15 
สำนักงานเกษตรจังหวัดลพบุรี, 181 ,อ้อยโรงงาน,534,68/69,บ้านหมี่," 5,344 "
สำนักงานเกษตรจังหวัดลพบุรี, 945 ,อ้อยโรงงาน,535,68/69,ท่าหลวง," 24,489 "
สำนักงานเกษตรจังหวัดลพบุรี, 253 ,อ้อยโรงงาน,536,68/69,สระโบสถ์," 5,400 "
สำนักงานเกษตรจังหวัดลพบุรี, 960 ,อ้อยโรงงาน,537,68/69,โคกเจริญ," 29,627 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,059 ",อ้อยโรงงาน,538,68/69,ลำสนธิ," 24,279 "
สำนักงานเกษตรจังหวัดลพบุรี, 818 ,อ้อยโรงงาน,539,68/69,หนองม่วง," 28,242 "
สำนักงานเกษตรจังหวัดลพบุรี, 78 ,มันสำปะหลัง,540,68/69,เมืองลพบุรี," 1,242 "
สำนักงานเกษตรจังหวัดลพบุรี, 861 ,มันสำปะหลัง,541,68/69,พัฒนานิคม," 14,869 "
สำนักงานเกษตรจังหวัดลพบุรี, 456 ,มันสำปะหลัง,542,68/69,โคกสำโรง," 6,637 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,321 ",มันสำปะหลัง,543,68/69,ชัยบาดาล," 23,752 "
สำนักงานเกษตรจังหวัดลพบุรี, -   ,มันสำปะหลัง,544,68/69,ท่าวุ้ง, -   
สำนักงานเกษตรจังหวัดลพบุรี, 161 ,มันสำปะหลัง,545,68/69,บ้านหมี่," 2,462 "
สำนักงานเกษตรจังหวัดลพบุรี, 561 ,มันสำปะหลัง,546,68/69,ท่าหลวง," 9,689 "
สำนักงานเกษตรจังหวัดลพบุรี, 623 ,มันสำปะหลัง,547,68/69,สระโบสถ์," 10,185 "
สำนักงานเกษตรจังหวัดลพบุรี," 1,036 ",มันสำปะหลัง,548,68/69,โคกเจริญ," 19,063 "
สำนักงานเกษตรจังหวัดลพบุรี, 644 ,มันสำปะหลัง,549,68/69,ลำสนธิ," 7,450 "
สำนักงานเกษตรจังหวัดลพบุรี, 598 ,มันสำปะหลัง,550,68/69,หนองม่วง," 8,296 "
