จำนวน,กลุ่มอายุ,_id,ปี,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
906,20 - 24,20892,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
2315,25 - 29,20893,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
1205,30 - 34,20894,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
1687,35 - 39,20895,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
1186,40 - 44,20896,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
888,45 - 49,20897,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
589,50 - 54,20898,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
257,55 - 59,20899,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
96,60 ขึ้นไป,20900,2561,หญิง,แม่ฮ่องสอน,แรงงานในระบบ,คน
3112,15 - 19,20901,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
5895,20 - 24,20902,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
6111,25 - 29,20903,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
5027,30 - 34,20904,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4559,35 - 39,20905,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4664,40 - 44,20906,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4901,45 - 49,20907,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4344,50 - 54,20908,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
5391,55 - 59,20909,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
7570,60 ขึ้นไป,20910,2561,ชาย,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
1696,15 - 19,20911,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
3481,20 - 24,20912,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4089,25 - 29,20913,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
3869,30 - 34,20914,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
3480,35 - 39,20915,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4363,40 - 44,20916,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
4791,45 - 49,20917,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
5935,50 - 54,20918,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
3539,55 - 59,20919,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
5171,60 ขึ้นไป,20920,2561,หญิง,แม่ฮ่องสอน,แรงงานนอกระบบ,คน
2447,15 - 19,20921,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
9517,20 - 24,20922,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
13103,25 - 29,20923,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
7018,30 - 34,20924,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
10653,35 - 39,20925,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
6717,40 - 44,20926,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
8406,45 - 49,20927,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
7993,50 - 54,20928,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
3953,55 - 59,20929,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
3181,60 ขึ้นไป,20930,2561,ชาย,นครสวรรค์,แรงงานในระบบ,คน
148,15 - 19,20931,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
8314,20 - 24,20932,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
10726,25 - 29,20933,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
9450,30 - 34,20934,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
9689,35 - 39,20935,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
5781,40 - 44,20936,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
5994,45 - 49,20937,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
5335,50 - 54,20938,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
5194,55 - 59,20939,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
1564,60 ขึ้นไป,20940,2561,หญิง,นครสวรรค์,แรงงานในระบบ,คน
6485,15 - 19,20941,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
12893,20 - 24,20942,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
14691,25 - 29,20943,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
15171,30 - 34,20944,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
15629,35 - 39,20945,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
18755,40 - 44,20946,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
23753,45 - 49,20947,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
27125,50 - 54,20948,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
24704,55 - 59,20949,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
42456,60 ขึ้นไป,20950,2561,ชาย,นครสวรรค์,แรงงานนอกระบบ,คน
1375,15 - 19,20951,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
7846,20 - 24,20952,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
11236,25 - 29,20953,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
12630,30 - 34,20954,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
13522,35 - 39,20955,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
18875,40 - 44,20956,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
24509,45 - 49,20957,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
29626,50 - 54,20958,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
24749,55 - 59,20959,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
36346,60 ขึ้นไป,20960,2561,หญิง,นครสวรรค์,แรงงานนอกระบบ,คน
439,15 - 19,20961,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
1812,20 - 24,20962,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
2607,25 - 29,20963,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
1939,30 - 34,20964,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
2947,35 - 39,20965,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
2902,40 - 44,20966,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
1955,45 - 49,20967,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
2856,50 - 54,20968,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
2083,55 - 59,20969,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
755,60 ขึ้นไป,20970,2561,ชาย,อุทัยธานี,แรงงานในระบบ,คน
0,15 - 19,20971,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
1490,20 - 24,20972,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
3080,25 - 29,20973,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
2741,30 - 34,20974,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
2119,35 - 39,20975,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
1422,40 - 44,20976,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
2003,45 - 49,20977,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
1543,50 - 54,20978,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
1041,55 - 59,20979,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
1177,60 ขึ้นไป,20980,2561,หญิง,อุทัยธานี,แรงงานในระบบ,คน
2916,15 - 19,20981,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
4482,20 - 24,20982,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
3736,25 - 29,20983,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
4530,30 - 34,20984,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
4247,35 - 39,20985,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
5341,40 - 44,20986,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
6998,45 - 49,20987,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
7571,50 - 54,20988,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
7197,55 - 59,20989,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
17455,60 ขึ้นไป,20990,2561,ชาย,อุทัยธานี,แรงงานนอกระบบ,คน
961,15 - 19,20991,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
1656,20 - 24,20992,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
2093,25 - 29,20993,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
1748,30 - 34,20994,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
5023,35 - 39,20995,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
5351,40 - 44,20996,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
7959,45 - 49,20997,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
9185,50 - 54,20998,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
8057,55 - 59,20999,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
15734,60 ขึ้นไป,21000,2561,หญิง,อุทัยธานี,แรงงานนอกระบบ,คน
2141,15 - 19,21001,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
6559,20 - 24,21002,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
8381,25 - 29,21003,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
6540,30 - 34,21004,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
2893,35 - 39,21005,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
6412,40 - 44,21006,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
5676,45 - 49,21007,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
6078,50 - 54,21008,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
1608,55 - 59,21009,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
1382,60 ขึ้นไป,21010,2561,ชาย,กำแพงเพชร,แรงงานในระบบ,คน
272,15 - 19,21011,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
7420,20 - 24,21012,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
6248,25 - 29,21013,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
5594,30 - 34,21014,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
7422,35 - 39,21015,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
3152,40 - 44,21016,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
2673,45 - 49,21017,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
2995,50 - 54,21018,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
1395,55 - 59,21019,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
224,60 ขึ้นไป,21020,2561,หญิง,กำแพงเพชร,แรงงานในระบบ,คน
4558,15 - 19,21021,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
15247,20 - 24,21022,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
12605,25 - 29,21023,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
12024,30 - 34,21024,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
19112,35 - 39,21025,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
12999,40 - 44,21026,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
20793,45 - 49,21027,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
26353,50 - 54,21028,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
17926,55 - 59,21029,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
35086,60 ขึ้นไป,21030,2561,ชาย,กำแพงเพชร,แรงงานนอกระบบ,คน
4365,15 - 19,21031,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
7201,20 - 24,21032,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
8594,25 - 29,21033,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
14228,30 - 34,21034,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
10821,35 - 39,21035,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
17903,40 - 44,21036,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
19801,45 - 49,21037,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
18021,50 - 54,21038,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
20335,55 - 59,21039,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
27969,60 ขึ้นไป,21040,2561,หญิง,กำแพงเพชร,แรงงานนอกระบบ,คน
257,15 - 19,21041,2561,ชาย,ตาก,แรงงานในระบบ,คน
6127,20 - 24,21042,2561,ชาย,ตาก,แรงงานในระบบ,คน
6983,25 - 29,21043,2561,ชาย,ตาก,แรงงานในระบบ,คน
6320,30 - 34,21044,2561,ชาย,ตาก,แรงงานในระบบ,คน
5273,35 - 39,21045,2561,ชาย,ตาก,แรงงานในระบบ,คน
2373,40 - 44,21046,2561,ชาย,ตาก,แรงงานในระบบ,คน
3045,45 - 49,21047,2561,ชาย,ตาก,แรงงานในระบบ,คน
5461,50 - 54,21048,2561,ชาย,ตาก,แรงงานในระบบ,คน
3600,55 - 59,21049,2561,ชาย,ตาก,แรงงานในระบบ,คน
864,60 ขึ้นไป,21050,2561,ชาย,ตาก,แรงงานในระบบ,คน
548,15 - 19,21051,2561,หญิง,ตาก,แรงงานในระบบ,คน
4147,20 - 24,21052,2561,หญิง,ตาก,แรงงานในระบบ,คน
8876,25 - 29,21053,2561,หญิง,ตาก,แรงงานในระบบ,คน
4188,30 - 34,21054,2561,หญิง,ตาก,แรงงานในระบบ,คน
4196,35 - 39,21055,2561,หญิง,ตาก,แรงงานในระบบ,คน
2415,40 - 44,21056,2561,หญิง,ตาก,แรงงานในระบบ,คน
2446,45 - 49,21057,2561,หญิง,ตาก,แรงงานในระบบ,คน
2682,50 - 54,21058,2561,หญิง,ตาก,แรงงานในระบบ,คน
1402,55 - 59,21059,2561,หญิง,ตาก,แรงงานในระบบ,คน
588,60 ขึ้นไป,21060,2561,หญิง,ตาก,แรงงานในระบบ,คน
5011,15 - 19,21061,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
9737,20 - 24,21062,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
11159,25 - 29,21063,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
9433,30 - 34,21064,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
10369,35 - 39,21065,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
10552,40 - 44,21066,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
13335,45 - 49,21067,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
10085,50 - 54,21068,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
6792,55 - 59,21069,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
16346,60 ขึ้นไป,21070,2561,ชาย,ตาก,แรงงานนอกระบบ,คน
2718,15 - 19,21071,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
6289,20 - 24,21072,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
4040,25 - 29,21073,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
7862,30 - 34,21074,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
7814,35 - 39,21075,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
11797,40 - 44,21076,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
7875,45 - 49,21077,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
10265,50 - 54,21078,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
10389,55 - 59,21079,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
12346,60 ขึ้นไป,21080,2561,หญิง,ตาก,แรงงานนอกระบบ,คน
778,15 - 19,21081,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
4567,20 - 24,21082,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
5562,25 - 29,21083,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
6160,30 - 34,21084,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
5296,35 - 39,21085,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
5471,40 - 44,21086,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
8103,45 - 49,21087,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
4538,50 - 54,21088,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
7019,55 - 59,21089,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
4784,60 ขึ้นไป,21090,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
1077,15 - 19,21091,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
4117,20 - 24,21092,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
4423,25 - 29,21093,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
8085,30 - 34,21094,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
7567,35 - 39,21095,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
4271,40 - 44,21096,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
5115,45 - 49,21097,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
4039,50 - 54,21098,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
2067,55 - 59,21099,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
2940,60 ขึ้นไป,21100,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
5813,15 - 19,21101,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
8487,20 - 24,21102,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
8708,25 - 29,21103,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
8983,30 - 34,21104,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
11229,35 - 39,21105,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
14008,40 - 44,21106,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
10205,45 - 49,21107,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
19743,50 - 54,21108,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
11347,55 - 59,21109,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
27446,60 ขึ้นไป,21110,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
1302,15 - 19,21111,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
5683,20 - 24,21112,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
4724,25 - 29,21113,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
3901,30 - 34,21114,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
7374,35 - 39,21115,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
17936,40 - 44,21116,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
12412,45 - 49,21117,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
16878,50 - 54,21118,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
16635,55 - 59,21119,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
22996,60 ขึ้นไป,21120,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
968,15 - 19,21121,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
15815,20 - 24,21122,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
9638,25 - 29,21123,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
9017,30 - 34,21124,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
10513,35 - 39,21125,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
11255,40 - 44,21126,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
8865,45 - 49,21127,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
7394,50 - 54,21128,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
5905,55 - 59,21129,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
3995,60 ขึ้นไป,21130,2561,ชาย,สุโขทัย,แรงงานในระบบ,คน
1955,15 - 19,21131,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
11427,20 - 24,21132,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
10686,25 - 29,21133,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
8198,30 - 34,21134,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
12989,35 - 39,21135,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
10279,40 - 44,21136,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
7076,45 - 49,21137,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
8842,50 - 54,21138,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
6411,55 - 59,21139,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
1669,60 ขึ้นไป,21140,2561,หญิง,สุโขทัย,แรงงานในระบบ,คน
5395,15 - 19,21141,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
6095,20 - 24,21142,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
12204,25 - 29,21143,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
11832,30 - 34,21144,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
13073,35 - 39,21145,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
17712,40 - 44,21146,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
14476,45 - 49,21147,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
24653,50 - 54,21148,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
18702,55 - 59,21149,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
43623,60 ขึ้นไป,21150,2561,ชาย,สุโขทัย,แรงงานนอกระบบ,คน
5184,15 - 19,21151,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
5504,20 - 24,21152,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
10269,25 - 29,21153,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
10162,30 - 34,21154,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
8386,35 - 39,21155,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
17727,40 - 44,21156,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
19486,45 - 49,21157,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
23855,50 - 54,21158,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
18006,55 - 59,21159,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
29899,60 ขึ้นไป,21160,2561,หญิง,สุโขทัย,แรงงานนอกระบบ,คน
1019,15 - 19,21161,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
4668,20 - 24,21162,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
4369,25 - 29,21163,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
5579,30 - 34,21164,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
3732,35 - 39,21165,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
4701,40 - 44,21166,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
5145,45 - 49,21167,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
3568,50 - 54,21168,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
4105,55 - 59,21169,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
3495,60 ขึ้นไป,21170,2561,ชาย,พิจิตร,แรงงานในระบบ,คน
926,15 - 19,21171,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4447,20 - 24,21172,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
5391,25 - 29,21173,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4493,30 - 34,21174,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
3499,35 - 39,21175,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4999,40 - 44,21176,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4701,45 - 49,21177,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4246,50 - 54,21178,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
4500,55 - 59,21179,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
912,60 ขึ้นไป,21180,2561,หญิง,พิจิตร,แรงงานในระบบ,คน
1147,15 - 19,21181,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
7735,20 - 24,21182,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
8236,25 - 29,21183,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
6583,30 - 34,21184,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
9650,35 - 39,21185,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
10206,40 - 44,21186,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
10141,45 - 49,21187,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
13157,50 - 54,21188,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
14542,55 - 59,21189,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
26374,60 ขึ้นไป,21190,2561,ชาย,พิจิตร,แรงงานนอกระบบ,คน
385,15 - 19,21191,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
5058,20 - 24,21192,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
5551,25 - 29,21193,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
5522,30 - 34,21194,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
8216,35 - 39,21195,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
10938,40 - 44,21196,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
10389,45 - 49,21197,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
13888,50 - 54,21198,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
11624,55 - 59,21199,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
20296,60 ขึ้นไป,21200,2561,หญิง,พิจิตร,แรงงานนอกระบบ,คน
3380,15 - 19,21201,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
10519,20 - 24,21202,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
8866,25 - 29,21203,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
9506,30 - 34,21204,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
10356,35 - 39,21205,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
8247,40 - 44,21206,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
8486,45 - 49,21207,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
10501,50 - 54,21208,2561,ชาย,เพชรบูรณ์,แรงงานในระบบ,คน
