จำนวน,กลุ่มอายุ,_id,ปี,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
9257,30 - 34,314,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
11686,35 - 39,315,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
20642,40 - 44,316,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
20120,45 - 49,317,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
18932,50 - 54,318,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
19774,55 - 59,319,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
21818,60 ขึ้นไป,320,2555,หญิง,ลพบุรี,แรงงานนอกระบบ,คน
705,15 - 19,321,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
4883,20 - 24,322,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
5660,25 - 29,323,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
4945,30 - 34,324,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
4250,35 - 39,325,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
3869,40 - 44,326,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
4486,45 - 49,327,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
3057,50 - 54,328,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
2838,55 - 59,329,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
1339,60 ขึ้นไป,330,2555,ชาย,สิงห์บุรี,แรงงานในระบบ,คน
477,15 - 19,331,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
4206,20 - 24,332,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
5245,25 - 29,333,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
3615,30 - 34,334,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
4220,35 - 39,335,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
4398,40 - 44,336,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
3215,45 - 49,337,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
4388,50 - 54,338,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
2570,55 - 59,339,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
1165,60 ขึ้นไป,340,2555,หญิง,สิงห์บุรี,แรงงานในระบบ,คน
1334,15 - 19,341,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
2000,20 - 24,342,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
3518,25 - 29,343,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
3115,30 - 34,344,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
2646,35 - 39,345,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
3246,40 - 44,346,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
4349,45 - 49,347,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
4520,50 - 54,348,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
3539,55 - 59,349,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
6860,60 ขึ้นไป,350,2555,ชาย,สิงห์บุรี,แรงงานนอกระบบ,คน
519,15 - 19,351,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
1809,20 - 24,352,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
2235,25 - 29,353,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
2656,30 - 34,354,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
2809,35 - 39,355,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
3551,40 - 44,356,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
6173,45 - 49,357,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
4847,50 - 54,358,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
3667,55 - 59,359,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
5136,60 ขึ้นไป,360,2555,หญิง,สิงห์บุรี,แรงงานนอกระบบ,คน
1818,15 - 19,361,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
6528,20 - 24,362,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
7628,25 - 29,363,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
5369,30 - 34,364,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
3807,35 - 39,365,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
2355,40 - 44,366,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
2845,45 - 49,367,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
2672,50 - 54,368,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
2347,55 - 59,369,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
1907,60 ขึ้นไป,370,2555,ชาย,ชัยนาท,แรงงานในระบบ,คน
729,15 - 19,371,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
3337,20 - 24,372,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
6109,25 - 29,373,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
5667,30 - 34,374,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
3587,35 - 39,375,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
3868,40 - 44,376,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
3133,45 - 49,377,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
3780,50 - 54,378,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
1492,55 - 59,379,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
749,60 ขึ้นไป,380,2555,หญิง,ชัยนาท,แรงงานในระบบ,คน
2661,15 - 19,381,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
5717,20 - 24,382,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
5028,25 - 29,383,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
6457,30 - 34,384,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
7851,35 - 39,385,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
9219,40 - 44,386,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
10929,45 - 49,387,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
8431,50 - 54,388,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
9759,55 - 59,389,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
11763,60 ขึ้นไป,390,2555,ชาย,ชัยนาท,แรงงานนอกระบบ,คน
1535,15 - 19,391,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
4381,20 - 24,392,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
4001,25 - 29,393,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
4632,30 - 34,394,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
7085,35 - 39,395,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
8779,40 - 44,396,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
9953,45 - 49,397,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
11006,50 - 54,398,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
8755,55 - 59,399,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
9661,60 ขึ้นไป,400,2555,หญิง,ชัยนาท,แรงงานนอกระบบ,คน
3877,15 - 19,401,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
13630,20 - 24,402,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
16285,25 - 29,403,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
20080,30 - 34,404,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
18665,35 - 39,405,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
17141,40 - 44,406,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
18242,45 - 49,407,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
9922,50 - 54,408,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
8727,55 - 59,409,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
1867,60 ขึ้นไป,410,2555,ชาย,สระบุรี,แรงงานในระบบ,คน
2078,15 - 19,411,2555,หญิง,สระบุรี,แรงงานในระบบ,คน
9696,20 - 24,412,2555,หญิง,สระบุรี,แรงงานในระบบ,คน
13340,25 - 29,413,2555,หญิง,สระบุรี,แรงงานในระบบ,คน
13201,30 - 34,414,2555,หญิง,สระบุรี,แรงงานในระบบ,คน
13338,35 - 39,415,2555,หญิง,สระบุรี,แรงงานในระบบ,คน
