AGE_GROUP,VALUE,ST_GRADUATE,SOURCE,_id,UNIT,YEAR,LABOUR_STATUS
50 ถึง 59,212668,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,327,คน,2564,ทำงานด้านอื่น
60 ขึ้นไป,40680,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,328,คน,2564,ทำงานด้านอื่น
รวม,1749835,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,329,คน,2564,ทำงานด้านอื่น
15 ถึง 19,1924,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,330,คน,2564,ผู้ว่างงาน
20 ถึง 29,86200,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,331,คน,2564,ผู้ว่างงาน
30 ถึง 39,17231,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,332,คน,2564,ผู้ว่างงาน
40 ถึง 49,7965,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,333,คน,2564,ผู้ว่างงาน
50 ถึง 59,2330,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,334,คน,2564,ผู้ว่างงาน
60 ขึ้นไป,252,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,335,คน,2564,ผู้ว่างงาน
รวม,115902,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,336,คน,2564,ผู้ว่างงาน
15 ถึง 19,20707,รวม,สำนักงานสถิติแห่งชาติ,337,คน,2565,รวม
20 ถึง 29,1503519,รวม,สำนักงานสถิติแห่งชาติ,338,คน,2565,รวม
30 ถึง 39,1633830,รวม,สำนักงานสถิติแห่งชาติ,339,คน,2565,รวม
40 ถึง 49,1181183,รวม,สำนักงานสถิติแห่งชาติ,340,คน,2565,รวม
50 ถึง 59,588557,รวม,สำนักงานสถิติแห่งชาติ,341,คน,2565,รวม
60 ขึ้นไป,127726,รวม,สำนักงานสถิติแห่งชาติ,342,คน,2565,รวม
รวม,5055522,รวม,สำนักงานสถิติแห่งชาติ,343,คน,2565,รวม
15 ถึง 19,10249,รวม,สำนักงานสถิติแห่งชาติ,344,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,885580,รวม,สำนักงานสถิติแห่งชาติ,345,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,1010408,รวม,สำนักงานสถิติแห่งชาติ,346,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,743293,รวม,สำนักงานสถิติแห่งชาติ,347,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,351430,รวม,สำนักงานสถิติแห่งชาติ,348,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,81360,รวม,สำนักงานสถิติแห่งชาติ,349,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,3082320,รวม,สำนักงานสถิติแห่งชาติ,350,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,9324,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,351,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,702542,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,352,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,771653,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,353,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,545224,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,354,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,243595,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,355,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,38712,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,356,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2311050,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,357,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,925,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,358,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,183038,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,359,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,238755,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,360,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,198069,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,361,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,107835,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,362,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,42648,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,363,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,771270,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,364,คน,2565,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8341,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,365,คน,2565,ทำงานด้านอื่น
20 ถึง 29,542622,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,366,คน,2565,ทำงานด้านอื่น
30 ถึง 39,612910,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,367,คน,2565,ทำงานด้านอื่น
40 ถึง 49,433560,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,368,คน,2565,ทำงานด้านอื่น
50 ถึง 59,236020,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,369,คน,2565,ทำงานด้านอื่น
60 ขึ้นไป,46312,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,370,คน,2565,ทำงานด้านอื่น
รวม,1879765,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,371,คน,2565,ทำงานด้านอื่น
15 ถึง 19,2117,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,372,คน,2565,ผู้ว่างงาน
20 ถึง 29,75317,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,373,คน,2565,ผู้ว่างงาน
30 ถึง 39,10512,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,374,คน,2565,ผู้ว่างงาน
40 ถึง 49,4330,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,375,คน,2565,ผู้ว่างงาน
50 ถึง 59,1107,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,376,คน,2565,ผู้ว่างงาน
60 ขึ้นไป,54,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,377,คน,2565,ผู้ว่างงาน
รวม,93437,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,378,คน,2565,ผู้ว่างงาน
15 ถึง 19,18735,รวม,สำนักงานสถิติแห่งชาติ,379,คน,2566,รวม
20 ถึง 29,1471332,รวม,สำนักงานสถิติแห่งชาติ,380,คน,2566,รวม
30 ถึง 39,1640415,รวม,สำนักงานสถิติแห่งชาติ,381,คน,2566,รวม
40 ถึง 49,1271895,รวม,สำนักงานสถิติแห่งชาติ,382,คน,2566,รวม
50 ถึง 59,599306,รวม,สำนักงานสถิติแห่งชาติ,383,คน,2566,รวม
60 ขึ้นไป,150745,รวม,สำนักงานสถิติแห่งชาติ,384,คน,2566,รวม
รวม,5152428,รวม,สำนักงานสถิติแห่งชาติ,385,คน,2566,รวม
15 ถึง 19,9025,รวม,สำนักงานสถิติแห่งชาติ,386,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,857031,รวม,สำนักงานสถิติแห่งชาติ,387,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,1021335,รวม,สำนักงานสถิติแห่งชาติ,388,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,786092,รวม,สำนักงานสถิติแห่งชาติ,389,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,356400,รวม,สำนักงานสถิติแห่งชาติ,390,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,96918,รวม,สำนักงานสถิติแห่งชาติ,391,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,3126801,รวม,สำนักงานสถิติแห่งชาติ,392,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,7312,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,393,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,673955,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,394,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,777972,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,395,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,569132,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,396,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,238716,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,397,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,43786,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,398,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2310873,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,399,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,1713,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,400,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,183076,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,401,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,243363,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,402,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,216960,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,403,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,117684,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,404,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,53132,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,405,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,815928,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,406,คน,2566,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,7351,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,407,คน,2566,ทำงานด้านอื่น
20 ถึง 29,557441,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,408,คน,2566,ทำงานด้านอื่น
30 ถึง 39,608189,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,409,คน,2566,ทำงานด้านอื่น
40 ถึง 49,483255,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,410,คน,2566,ทำงานด้านอื่น
50 ถึง 59,242039,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,411,คน,2566,ทำงานด้านอื่น
60 ขึ้นไป,53635,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,412,คน,2566,ทำงานด้านอื่น
รวม,1951910,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,413,คน,2566,ทำงานด้านอื่น
15 ถึง 19,2359,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,414,คน,2566,ผู้ว่างงาน
20 ถึง 29,56860,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,415,คน,2566,ผู้ว่างงาน
30 ถึง 39,10891,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,416,คน,2566,ผู้ว่างงาน
40 ถึง 49,2548,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,417,คน,2566,ผู้ว่างงาน
50 ถึง 59,867,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,418,คน,2566,ผู้ว่างงาน
60 ขึ้นไป,192,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,419,คน,2566,ผู้ว่างงาน
รวม,73717,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,420,คน,2566,ผู้ว่างงาน
15 ถึง 19,18665,รวม,สำนักงานสถิติแห่งชาติ,421,คน,2567,รวม
20 ถึง 29,1441517,รวม,สำนักงานสถิติแห่งชาติ,422,คน,2567,รวม
30 ถึง 39,1594283,รวม,สำนักงานสถิติแห่งชาติ,423,คน,2567,รวม
40 ถึง 49,1255018,รวม,สำนักงานสถิติแห่งชาติ,424,คน,2567,รวม
50 ถึง 59,624362,รวม,สำนักงานสถิติแห่งชาติ,425,คน,2567,รวม
60 ขึ้นไป,169119,รวม,สำนักงานสถิติแห่งชาติ,426,คน,2567,รวม
รวม,5102964,รวม,สำนักงานสถิติแห่งชาติ,427,คน,2567,รวม
15 ถึง 19,10891,รวม,สำนักงานสถิติแห่งชาติ,428,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,818692,รวม,สำนักงานสถิติแห่งชาติ,429,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,976976,รวม,สำนักงานสถิติแห่งชาติ,430,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,794496,รวม,สำนักงานสถิติแห่งชาติ,431,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,365051,รวม,สำนักงานสถิติแห่งชาติ,432,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,109926,รวม,สำนักงานสถิติแห่งชาติ,433,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,3076032,รวม,สำนักงานสถิติแห่งชาติ,434,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8615,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,435,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,647068,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,436,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,746719,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,437,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,571149,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,438,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,256415,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,439,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,51569,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,440,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2281535,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,441,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,2276,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,442,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,171624,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,443,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,230257,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,444,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,223347,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,445,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,108636,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,446,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,58357,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,447,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,794497,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,448,คน,2567,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,5797,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,449,คน,2567,ทำงานด้านอื่น
20 ถึง 29,556565,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,450,คน,2567,ทำงานด้านอื่น
30 ถึง 39,606750,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,451,คน,2567,ทำงานด้านอื่น
40 ถึง 49,456838,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,452,คน,2567,ทำงานด้านอื่น
50 ถึง 59,257533,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,453,คน,2567,ทำงานด้านอื่น
60 ขึ้นไป,59193,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,454,คน,2567,ทำงานด้านอื่น
รวม,1942676,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,455,คน,2567,ทำงานด้านอื่น
15 ถึง 19,1977,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,456,คน,2567,ผู้ว่างงาน
20 ถึง 29,66260,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,457,คน,2567,ผู้ว่างงาน
30 ถึง 39,10557,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,458,คน,2567,ผู้ว่างงาน
40 ถึง 49,3684,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,459,คน,2567,ผู้ว่างงาน
50 ถึง 59,1778,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,460,คน,2567,ผู้ว่างงาน
60 ขึ้นไป,0,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,461,คน,2567,ผู้ว่างงาน
รวม,84256,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,462,คน,2567,ผู้ว่างงาน
15 ถึง 19,17523,รวม,สำนักงานสถิติแห่งชาติ,463,คน,2568,รวม
20 ถึง 29,1420760,รวม,สำนักงานสถิติแห่งชาติ,464,คน,2568,รวม
30 ถึง 39,1532397,รวม,สำนักงานสถิติแห่งชาติ,465,คน,2568,รวม
40 ถึง 49,1210279,รวม,สำนักงานสถิติแห่งชาติ,466,คน,2568,รวม
50 ถึง 59,640453,รวม,สำนักงานสถิติแห่งชาติ,467,คน,2568,รวม
60 ขึ้นไป,165492,รวม,สำนักงานสถิติแห่งชาติ,468,คน,2568,รวม
รวม,4986902,รวม,สำนักงานสถิติแห่งชาติ,469,คน,2568,รวม
15 ถึง 19,7843,รวม,สำนักงานสถิติแห่งชาติ,470,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,829671,รวม,สำนักงานสถิติแห่งชาติ,471,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,941764,รวม,สำนักงานสถิติแห่งชาติ,472,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,755914,รวม,สำนักงานสถิติแห่งชาติ,473,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,376653,รวม,สำนักงานสถิติแห่งชาติ,474,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,105644,รวม,สำนักงานสถิติแห่งชาติ,475,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,3017488,รวม,สำนักงานสถิติแห่งชาติ,476,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,7124,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,477,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,660027,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,478,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,712463,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,479,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,545161,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,480,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,263784,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,481,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,56861,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,482,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2245420,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,483,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,719,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,484,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,169644,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,485,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,229301,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,486,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,210753,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,487,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,112869,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,488,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,48783,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,489,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
