วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ปี,วันที่รับรอง,จังหวัด,ระดับ
--,188,GI(E) 1-6274,บริษัท ซุปเปอร์ไชน์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,189,GI(E) 1-6276,บริษัท โอเอ็มเอ็ม (ไทยแลนด์) จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,190,GI(E) 1-6277,นายพงษ์ศักดิ์ รามนุช,2566,2566-04-18T00:00:00,ชลบุรี,1
--,191,GI(E) 1-6278,บริษัท นพรุจ รีไซเคิล จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,192,GI(E) 1-6279,บริษัท เซนทรัล เมทัล เวิร์ค แอนด์ ซัพพลาย จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,193,GI(E) 1-6280,บริษัท เอ็ม ที พี เอ็นจิเนียริ่ง จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,194,GI(E) 1-6282,ห้างหุ้นส่วนจำกัด กรวรรณ เอ็นจิเนียริ่ง พาร์ท,2566,2566-04-18T00:00:00,ชลบุรี,1
--,195,GI(E) 1-6284,บริษัท ซีเอส มิตซูฟูกุ อิลาสโตเมอร์ จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,196,GI(E) 1-6285,บริษัท วิมาน น้ำแข็งหลอด จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,197,GI(E) 1-6286,บริษัท ซีเค-ฟูดส์ เอ็นเตอร์ไพรส์ จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,198,GI(E) 1-6288,บริษัท สยามอรุณ สตีล เวิลด์ จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,199,GI(E) 1-6289,บริษัท ภัทรพงษ์ รีไซเคิลพลาส จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,200,GI(E) 1-6290,บริษัท บีซี 1688 วู๊ด จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,201,GI(E) 1-6292,บริษัท ถิ่นเศรษฐี จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,202,GI(E) 1-6293,บริษัท ที.เค.ดี. รีไซเคิล จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,203,GI(E) 1-6295,บริษัท เพิ่มพูนผล สตีล รุ่งเรือง จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,204,GI(E) 1-6296,บริษัท ไตรโคเนียร์ แอ็คมี จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,205,GI(E) 1-6299,บริษัท คิง โกลบอล อินคอร์ปอเรท จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,206,GI(E) 1-6302,บริษัท เจียนเซน เปเปอร์ จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,207,GI(E) 1-6304,บริษัท ฟูห์เรอร์ ไวร์ แอนด์ เคเบิ้ล จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,208,GI(E) 1-6306,บริษัท วิช พาวเวอร์ (ไทยแลนด์) จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,209,GI(E) 1-6307,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,210,GI(E) 1-6309,บ่อชลกิจ 3,2566,2566-04-18T00:00:00,ชลบุรี,1
--,211,GI(E) 1-6311,บ่อซุปเปอร์สปีด 6,2566,2566-04-18T00:00:00,ชลบุรี,1
--,212,GI(E) 1-6312,บริษัท ทีพี.แอดวานซ์เพลตติ้ง จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,213,GI(E) 1-6313,บริษัท ทีพีซีนิค จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,214,GI(E) 1-6314,บริษัท ฟาฮาร่า จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,215,GI(E) 1-6315,บริษัท เอส ที ดี อินเตอร์แพค จำกัด,2566,2566-04-18T00:00:00,ชลบุรี,1
--,216,GI(E) 1-6462,บริษัท อะซิมุท เอเซีย แปซิฟิก จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,1
--,217,GI(E) 1-6463,บริษัท เนเชอรัล เอ็นเนอร์ยี่ รีไฟเนอรี่ จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,1
--,218,GI(E) 1-6569,บริษัท โอ-เน็ต เทคโนโลจีส์ (ประเทศไทย) จำกัด,2566,2566-03-05T00:00:00,ชลบุรี,1
--,219,GI(E) 1-6570,บริษัท โคอิวะบอนด์ (ประเทศไทย) จำกัด,2566,2566-03-05T00:00:00,ชลบุรี,1
--,220,GI(E) 1-6571,บริษัท ฮีทเวล อีเลคทริค ฮีทติ้ง เทคโนโลยี (ไทยแลนด์) จำกัด,2566,2566-03-05T00:00:00,ชลบุรี,1
--,221,GI(E) 1-6646,บริษัท นิชิยู เอเชีย (ประเทศไทย) จำกัด,2566,2566-03-05T00:00:00,ชลบุรี,1
--,222,GI(E) 1-6690,บริษัท ซิสเต็ม อัพเกรด โซลูชั่น บีเคเค จำกัด,2566,2566-11-05T00:00:00,ชลบุรี,1
--,223,GI(E) 1-7196,บริษัท แบต ไลท์ติ้ง จำกัด,2566,2566-05-19T00:00:00,ชลบุรี,1
--,224,GI(E) 1-7250,บริษัท ฟรอนิอูส (ประเทศไทย) จำกัด,2566,2566-05-22T00:00:00,ชลบุรี,1
--,225,GI(E) 1-7251,บริษัท แมททีเรียลส์ เซอร์วิส คอมเพล็กซ์ คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,2566,2566-05-22T00:00:00,ชลบุรี,1
--,226,GI(E) 1-7351,ห้างหุ้นส่วนจำกัด มีสไนติงเกล เฮลท์แคร์,2566,2566-05-26T00:00:00,ชลบุรี,1
--,227,GI(E) 1-7352,บริษัท ตะวันออกรุ่งเรือง จำกัด,2566,2566-05-26T00:00:00,ชลบุรี,1
--,228,GI(E) 1-7684,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),2566,2566-11-06T00:00:00,ชลบุรี,1
--,229,GI(E) 1-8105,บริษัท โพสโค-ไทยน๊อคซ์ จำกัด (มหาชน),2566,2566-06-23T00:00:00,ชลบุรี,1
--,230,GI(E) 1-8114,บริษัท จูเคียว ยูชิ (ประเทศไทย) จำกัด,2566,2566-06-26T00:00:00,ชลบุรี,1
--,231,GI(E) 1-8122,บริษัท ไทยธานี เคมี จำกัด,2566,2566-06-29T00:00:00,ชลบุรี,1
--,232,GI(E) 1-8123,บริษัท โคเรียว (ประเทศไทย) จำกัด,2566,2566-06-29T00:00:00,ชลบุรี,1
--,233,GI(E) 1-8135,บริษัท ฟินิกส์ โกลบอล อินดัสตรี จำกัด,2566,2566-06-29T00:00:00,ชลบุรี,1
--,234,GI(E) 1-8136,บริษัท เคียววะ เอสเอส (ประเทศไทย) จำกัด,2566,2566-06-29T00:00:00,ชลบุรี,1
--,235,GI(E) 1-8176,บริษัท มังกร อะลูมิเนียม จำกัด,2566,2566-03-07T00:00:00,ชลบุรี,1
--,236,GI(E) 1-8178,บริษัท มิลเลี่ยนแนร์ 2023 จำกัด,2566,2566-03-07T00:00:00,ชลบุรี,1
--,237,GI(E) 1-8179,บริษัท ชูขวัญ ค้าของเก่า จำกัด,2566,2566-03-07T00:00:00,ชลบุรี,1
--,238,GI(E) 1-8180,บริษัท มารุ โกลบอล จำกัด,2566,2566-03-07T00:00:00,ชลบุรี,1
--,239,GI(E) 1-8193,บริษัท ยูด์ เซิ่ง จำกัด,2566,2566-04-07T00:00:00,ชลบุรี,1
--,240,GI(E) 1-8275,บริษัท จัสมิน เอ็นไวรอนเม้นท์ จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,241,GI(E) 1-8276,บริษัท คิงส์แพ็ค อินดัสเตรียล จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,242,GI(E) 1-8277,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,243,GI(E) 1-8278,บริษัท อีซูซุฮั่วเชียงจั่น จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,244,GI(E) 1-8279,บริษัท ทีอาร์ ไทยฟู้ดส์ จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,245,GI(E) 1-8280,บริษัท โทรา 1010 จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,246,GI(E) 1-8281,บริษัท มุจลินทร์เจริญโภคทรัพย์ จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,247,GI(E) 1-8282,นายวสุพล สามารถ,2566,2566-08-07T00:00:00,ชลบุรี,1
--,248,GI(E) 1-8283,บริษัท เอ็นทีพี พาวเดอร์ จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,249,GI(E) 1-8284,บริษัท ไทย จูรอง เอ็นจิเนียริ่ง จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,250,GI(E) 1-8285,บริษัท แสงสันต์ เอ็นจิเนียริ่ง จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,251,GI(E) 1-8286,บริษัท เขาขยายค้าของเก่า จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,252,GI(E) 1-8287,บริษัท มันทันส์ อินกรีเดียนส์ (ประเทศไทย) จำกัด,2566,2566-08-07T00:00:00,ชลบุรี,1
--,253,GI(E) 1-8294,บริษัท พีทีเอส ทูล (ประเทศไทย) จำกัด,2566,2566-10-07T00:00:00,ชลบุรี,1
--,254,GI(E) 1-8295,บริษัท ไทยยูคิล่อน จำกัด,2566,2566-10-07T00:00:00,ชลบุรี,1
--,255,GI(E) 1-8296,บริษัท แดซัง ไฮเทค (ประเทศไทย) จำกัด,2566,2566-10-07T00:00:00,ชลบุรี,1
--,256,GI(E) 1-8297,บริษัท ฟู้ด มีนสิทธิโชติ จำกัด,2566,2566-10-07T00:00:00,ชลบุรี,1
--,257,GI(E) 1-8335,บริษัท ซามอู ไดส์ (ไทยแลนด์) จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,1
--,258,GI(E) 1-8336,บริษัท เคทีเอ็กซ์ ไทย จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,1
--,259,GI(E) 1-8337,บริษัท สยาม เพิร์ล โคเกียว จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,1
--,260,GI(E) 1-8541,บริษัท แอร์ อินเตอร์เนชั่นแนล เทอร์มอล ซิสเต็มส์ (ประเทศไทย) จำกัด,2566,2566-07-21T00:00:00,ชลบุรี,1
--,261,GI(E) 1-8636,บริษัท เซฟ เวย์ เทลเกท จำกัด,2566,2566-07-25T00:00:00,ชลบุรี,1
--,262,GI(E) 1-8638,บริษัท แฮงคี้ แพงคี้ ทอยส์ (ประเทศไทย) จำกัด,2566,2566-07-25T00:00:00,ชลบุรี,1
--,263,GI(E) 1-8639,บริษัท ทวีวงษ์ เอ็นเตอร์ไพรส์ จำกัด,2566,2566-07-25T00:00:00,ชลบุรี,1
--,264,GI(E) 1-8786,บริษัท ฟิวเจอร์ พอร์ท จำกัด,2566,2566-03-08T00:00:00,ชลบุรี,1
--,265,GI(E) 1-8787,บริษัท เอแจ๊ก ซัพพลายส์ จำกัด,2566,2566-03-08T00:00:00,ชลบุรี,1
--,266,GI(E) 1-8788,บริษัท ฮ.ภัณฑสินพัฒนาคอนกรีต จำกัด,2566,2566-03-08T00:00:00,ชลบุรี,1
--,267,GI(E) 1-8789,ไฟน์คอนทิเน้นท์ อินดัสเทรียล,2566,2566-03-08T00:00:00,ชลบุรี,1
--,268,GI(E) 1-8883,ห้างหุ้นส่วนจำกัด โชคสุวิทย์พัฒนา,2566,2566-04-08T00:00:00,ชลบุรี,1
--,269,GI(E) 1-8885,บริษัท เหรียญทองอินดัสเตรียล จำกัด,2566,2566-04-08T00:00:00,ชลบุรี,1
--,270,GI(E) 1-8909,บริษัท วีเอส เค อินเตอร์เทรด (1989) จำกัด,2566,2566-04-08T00:00:00,ชลบุรี,1
--,271,GI(E) 1-8910,บริษัท ดีซี คอนกรีต จำกัด,2566,2566-04-08T00:00:00,ชลบุรี,1
--,272,GI(E) 1-8911,บริษัท โชสุโคะ จำกัด,2566,2566-04-08T00:00:00,ชลบุรี,1
--,273,GI(E) 1-9042,บริษัท ฟูหลงอินดัสตรี้ จำกัด,2566,2566-07-08T00:00:00,ชลบุรี,1
--,274,GI(E) 1-9043,ห้างหุ้นส่วนจำกัด สินทรัพย์คีรี,2566,2566-07-08T00:00:00,ชลบุรี,1
--,275,GI(E) 1-9108,บริษัท ไฟน์พาย เทคโนโลยี จำกัด,2566,2566-07-08T00:00:00,ชลบุรี,1
--,276,GI(E) 1-9109,บริษัท สุพรีม พลาสติก อินดัสตรี้ จำกัด,2566,2566-07-08T00:00:00,ชลบุรี,1
--,277,GI(E) 1-9110,บริษัท เทพพนา พลัส จำกัด,2566,2566-07-08T00:00:00,ชลบุรี,1
