ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
กลึงโลหะ เช่น บู๊ช วาล์วน้ำ,พระสมุทรเจดีย์,6301,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างสะพาน ประตูน้ำ ถังน้ำ หรือปล่องไฟ,สุขสวัสดิ์,อนามัย,60100000000000,1.65,5,สมุทรปราการ,3,167/12,58.5,2564,ปากคลองบางปลากด,อ2-63(1)-2/64สป,นายสุเทพ คงสมด่านสกุล,1810,เจดีย์การช่าง,2,10290
ผลิต ประกอบ เครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณฯ,เมืองสมุทรปราการ,7200,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,สุขุมวิท,-,60100000000000,11,18,สมุทรปราการ,7,888/4,52.27,2564,บางปูใหม่,อ2-72-5/64สป,บริษัท อี-ลีด อีเลคโทรนิคส์ (ไทยแลนด์) จำกัด,1811,บริษัท อี-ลีด อีเลคโทรนิคส์ (ไทยแลนด์) จำกัด,2,10280
รับจ้าง กลึง เชื่อม เจาะ ไสและปั๊มโลหะทั่วไป,พระประแดง,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ปู่เจ้าสมิงพราย,ร่วมพัฒนา 2,60100000000000,2.15,7,สมุทรปราการ,7,283/140-141,55.75,2564,สำโรงกลาง,อ2-64(13)-231/64สป,นายทศพรณ์ พิพัฒนถาวรกุล,1812,พิพัฒนโลหะกิจ,2,10130
ทำกระดุม ตะขอเกี่ยวเสื้อ เข็มขัด อะไหล่กระเป๋าจากโลหะ,เมืองสมุทรปราการ,6409,การทำเครื่องใช้เล็ก ๆ จากโลหะ,สุขุมวิท,สำโรงเหนือ 15,60100000000000,9.80525,17,สมุทรปราการ,9,1504,68.5,2564,สำโรงเหนือ,อ2-64(9)-41/64สป,นายพิมล วัชรินทร์พร,1813,-,2,10270
ทำบานพับ ประตู หน้าต่าง,พระประแดง,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,ปู่เจ้าสมิงพราย,วัดมหาวงษ์,60100000000000,0.6,10,สมุทรปราการ,26,130/1,56.93,2564,สำโรงใต้,อ2-63(2)-188/64สป,นายทรงยศ อาภาเบิกบาน และ นายณรงค์ อาภาเบิกบาน,1814,นายทรงยศ อาภาเบิกบาน และ นายณรงค์ อาภาเบิกบาน,2,10130
แปรรูปหนังสัตว์เป็นเครื่องใช้ เช่น กระเป๋า เข็มขัด,เมืองสมุทรปราการ,3201,โรงงานผลิตผลิตภัณฑ์หรือชิ้นส่วนของผลิตภัณฑ์ ซึ่งมิใช่เครื่องแต่งกายหรือรองเท้า จากหนังสัตว์ ขนสัตว์ เขาสัตว์,สุขุมวิท,เทศบาลบางปู 50,60100000000000,2.24,10,สมุทรปราการ,5,148,52.42,2564,ท้ายบ้าน,อ2-32(1)-15/64สป,บริษัท ไทยริชเชส เลเธอร์ แอนด์ โปรดักส์ จำกัด,1815,บริษัท ไทยริชเชส เลเธอร์ แอนด์ โปรดักส์ จำกัด,2,10280
ทำราวเหล็กลูกฟูกกันอันตราย (การ์ดเรล),บางใหญ่,6412,การตัด พับ  หรือม้วนโลหะ,-,เทศบาล 9,60100000000000,57,14,นนทบุรี,4,46295,75,2566,บางใหญ่,อ2-64(12)-2/66นบ,บริษัท เบญจภูมิ ทราฟฟิค จำกัด,1816,บริษัท เบญจภูมิ ทราฟฟิค จำกัด,2,11140
ผลิตภัณฑ์ตู้ไฟฟ้า ตู้ใส่อุปกรณ์ควบคุมไฟฟ้า รางเก็บสายไฟฟ้า,บางบัวทอง,7403,การทำอุปกรณ์ติดตั้งหรือเต้าเสียบหลอดไฟฟ้า (Fixtures or lamp sockets or receptacles),บางกรวย-ไทรน้อย,NULL,60100000000000,10,50,นนทบุรี,5,71/25-27,40,2568,บางบัวทอง,อ2-74(3)-2/68นบ,บริษัท พี.อาร์.ไอ.ผลิตภัณฑ์ จำกัด,1817,บริษัท พี.อาร์.ไอ.ผลิตภัณฑ์ จำกัด,2,11110
รับจ้างกลึง-เชื่อมโลหะ,เมืองนนทบุรี,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,NULL,NULL,60100000000000,13.8,26,นนทบุรี,8,"14,16,18",68.5,2564,บางกระสอ,อ2-64(13)-241/64นบ,บริษัท อัพอิ้งก์ จำกัด,1818,บริษัท อัพอิ้งก์ จำกัด,2,11000
ผลิตมาตรวัดไฟฟ้ากระแสสลับ,บางบัวทอง,6900,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องคำนวณ เครื่องทำบัญชี หรือเครื่องอิเล็กทรอนิกส์,บางกรวย-ไทรน้อย,NULL,60100000000000,110,53,นนทบุรี,6,48/124-125,66.54,2564,บางรักใหญ่,อ2-69-4/64นบ,บริษัท เอ็นเนอร์จี แม็คซ์ จำกัด,1819,บริษัท เอ็นเนอร์จี แม็คซ์ จำกัด,2,11110
ผลิตภาชนะบรรจุ เช่น ถุงพลาสติก,เมืองนนทบุรี,5304,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,ประชาชื่น,NULL,60100000000000,1.3,9,นนทบุรี,NULL,213,73.8,2564,บางเขน,อ2-53(4)-43/64นบ,นางสาวสุภรณ์ โตไพบูลย์วงศ์,1820,-,2,11000
โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือเครื่องใช้ที่ทำด้วยเหล็ก หรือเหล็กกล้า และรวมถึงสาวนประกอบหรืออุปกรณ์ของเครื่องมือเครื่องใช้ดังกล่าว,บางบัวทอง,6100,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า,บางกวย-ไทรน้อย,ปู่เทพ-ปู่จันทร์,60100000000000,4.78,41,นนทบุรี,1,46156,75,2566,บางบัวทอง,อ2-61-1/66นบ,นายวิชัย มิ่งมาลัยรักษ์,1821,บริษัท บางบัวทอง สแตนเลส จำกัด,2,11110
ทำกล่องกระดาษลูกฟูก,บางใหญ่,3900,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),บางโค-กำนันจิตร์,ประชาร่วมใจ,60100000000000,5.8,6,นนทบุรี,4,43862,68.5,2564,บางแม่นาง,อ2-39-55/64นบ,นายอุดม จีระสุวรรณกิจ,1822,มิตรภาพบรรจุภัณฑ์,2,11140
ประกอบ ผลิต ให้บริการซ่อมแซมอุปกรณ์เครื่องใช้ไฟฟ้าภายในบ้านและรถยนต์ทุกชนิด เช่น เครื่องเล่นวีดีโอซีดี เครื่องเล่นวีดีวี เครื่องรับโทรทัศน์ เครื่องขยายเสียง ลำโพง ไมโครโฟน,บางใหญ่,7200,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,ตลิ่งชัน-สุพรรณบุรี,NULL,60100000000000,14.4,35,นนทบุรี,6,46044,54,2564,เสาธงหิน,อ2-72-20/64นบ,บริษัท โปร แม็ค เวิลด์ ไวด์ จำกัด,1823,บริษัท โปร แม็ค เวิลด์ ไวด์ จำกัด,2,11140
รับจ้างตัด พับ ม้วน เจาะ เจียน หรือเชื่อมโลหะทั่วไป เช่น รางน้ำฝน ลูกหมุนระบายอากาศ เป็นต้น,บางใหญ่,6412,การตัด พับ  หรือม้วนโลหะ,ตลิ่งชัน-สุพรรณบุรี,-,60100000000000,10,13,นนทบุรี,6,40789,55,2564,เสาธงหิน,อ2-64(12)-78/64นบ,นายพิมล วัชรินทร์พร,1824,เลิศลอย บางใหญ่,2,11140
ตัดเย็บเสื้อผ้าสำเร็จรูป ตัดเย็บมุ้งทำเครื่องสนามและเต้นท์,เมืองนนทบุรี,2801,การตัดหรือเย็บเครื่องนุ่งห่ม เข็มขัด ผ้าเช็ดหน้า ผ้าพันคอ เนกไท หูกระต่าย  ปลอกแขน ถุงมือ,สนามบินน้ำ,NULL,60100000000000,7.8,55,นนทบุรี,8,54/1/1,71,2564,บางกระสอ,อ2-28(1)-103/64นบ,บริษัท ภูรินทร์ อินเตอร์เนชั่นแนล จำกัด,1825,บริษัท ภูรินทร์ อินเตอร์เนชั่นแนล จำกัด,2,11000
ซ่อมผลิตภัณฑ์จากโลหะ โดยการกลึง เจาะ ไส และเชื่อม,เมืองนนทบุรี,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,บางกรวย-ไทรน้อย,เพิ่มสุข,60100000000000,1.074,2,นนทบุรี,4,15/55,50.4,2564,บางกร่าง,อ2-64(13)-242/64นบ,นายบุญ ศรีทอง,1826,ศรีทองการช่าง,2,11000
ทำกระดาษเป็นผลิตภัณฑ์ เช่น กระดาษชำระ,ธัญบุรี,4002,การทำผลิตภัณฑ์ซึ่งมิใช่ภาชนะบรรจุจากเยื่อกระดาษ หรือกระดาษแข็ง,รังสิต-นครนายก,NULL,60100000000000,20.3,51,ปทุมธานี,1,"เลขที่โฉนด 56424,56425",51,2564,ลำผักกูด,อ2-40(2)-2/64ปท,บริษัท เบลล์ วอคเกอร์ จำกัด,1827,บริษัท เบลล์ วอคเกอร์ จำกัด,2,12110
"ผลิตแป้งผสมเค้กสำเร็จรูป,แป้งทอดกรอบ,ขนมปังอบกรอบ",คลองหลวง,905,การผสมแป้งหรือเมล็ดพืช,พหลโยธิน,นวนคร,60100000000000,72,20,ปทุมธานี,13,102/10,62.25,2564,คลองหนึ่ง,อ2-9(5)-1/64ปท,บริษัท แฮปปี้ กิฟ จำกัด,1828,บริษัท แฮปปี้ กิฟ จำกัด,2,12120
ผลิต DIE เครื่องจับ (JIG) และอุปกรณ์อื่น ๆ ใช้สำหรับเครื่องมือกล,คลองหลวง,6707,การทำ ดัดแปลง หรือซ่อมแซมแบบ (Dies) หรือเครื่องจับ (Jigs) สำหรับใช้กับเครื่องมือ,พหลโยธิน,NULL,60100000000000,6.5,28,ปทุมธานี,13,1231,67.9,2564,คลองหนึ่ง,อ2-67(7)-2/64ปท,บริษัท มิติเท็กซ์ เทคโนโลยี จำกัด,1829,บริษัท มิติเท็กซ์ เทคโนโลยี จำกัด,2,12120
"ผลิตกระเป๋า, เข็มขัด และเครื่องใช้จากหนัง",ลำลูกกา,2801,การตัดหรือเย็บเครื่องนุ่งห่ม เข็มขัด ผ้าเช็ดหน้า ผ้าพันคอ เนกไท หูกระต่าย  ปลอกแขน ถุงมือ,ลำลูกกา,NULL,60100000000000,15.57,24,ปทุมธานี,7,30/46,53.89,2564,ลาดสวาย,อ2-28(1)-22/64ปท,บริษัท ซัมวอน ลำลูกกา (ไทยแลนด์) จำกัด,1830,บริษัท ชัมวอน ลำลูกกา (ไทยแลนด์) จำกัด,2,12150
ผลิตกาแฟสำเร็จรูป และอาหารเสริม,สามโคก,1202,การคั่ว บด หรือป่นกาแฟ หรือการทำกาแฟผง,ปทุมธานี-สามโคก,ทรัพย์ทวี,60100000000000,19.263,32,ปทุมธานี,NULL,100/24,56.27,2564,สามโคก,อ2-12(2)-2/64ปท,บริษัท ปฐวิน จำกัด,1831,บริษัท ปฐวิน จำกัด,2,12160
ประกอบ รถลำเลียงควบคุมอัตโนมัติ (Automated Guided Cart),คลองหลวง,7100,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องจักรหรือผลิตภัณฑ์ที่ระบุไว้ในลำดับที่ 70 เฉพาะที่ใช้ไฟฟ้า,พหลโยธิน,NULL,60100000000000,26.313879,40,ปทุมธานี,5,9/103,54.39,2564,คลองหนึ่ง,อ2-71-16/64ปท,บริษัท ครีฟอร์ม ยาซากิ (ประเทศไทย) จำกัด,1832,บริษัท ครีฟอร์ม ยาซากิ (ประเทศไทย) จำกัด,2,12120
การกลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,คลองหลวง,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,NULL,NULL,60100000000000,1,2,ปทุมธานี,18,26/128,67,2564,คลองหนึ่ง,อ2-64(13)-59/64ปท,บริษัท โอไรซาพาร์ทเซอร์วิส จำกัด,1833,บริษัท โอไรซาพาร์ทเซอร์วิส จำกัด,2,12120
ห้องเย็น,คลองหลวง,9200,โรงงานห้องเย็น,NULL,NULL,60100000000000,15,10,ปทุมธานี,9,15/16,60,2564,คลองหนึ่ง,อ2-92-14/64ปท,บจก. ทีที อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง,1834,บริษัท ทีที อิมพอร์ต แอนด์ เอ็กซ์พอร์ต เทรดดิ้ง จำกัด,2,12120
ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น หลังคาเหล็ก,ธัญบุรี,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,NULL,NULL,60100000000000,13.5,7,ปทุมธานี,1,91/9,57,2564,บึงสนั่น,อ2-63(2)-56/64ปท,บริษัท อาร์ วี คอนเน็กซ์ จำกัด,1835,บริษัท อาร์ วี คอนเน็กซ์ จำกัด,2,12110
ผลิตกล่องกระดาษ และบรรจุภัณฑ์ต่าง ๆ,ลาดหลุมแก้ว,3900,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),NULL,NULL,60100000000000,8,25,ปทุมธานี,2,11,60,2564,คูขวาง,อ2-39-37/64ปท,บริษัท ดิศรณ์ บรรจุภัณฑ์ จำกัด,1836,บริษัท ดิศรณ์ บรรจุภัณฑ์ จำกัด,2,12140
จำหน่ายกระเบื้อง,ลำลูกกา,6412,การตัด พับ  หรือม้วนโลหะ,นิมิตใหม่,NULL,60100000000000,20.562292,3,ปทุมธานี,21,88,69.41,2563,ลำลูกกา,อ2-64(12)-1/63ปท,บริษัท เวสเทิร์น เดคอร์ คอร์ปอเรชั่น จำกัด (มหาชน),1837,บริษัท เวสเทิร์น เดคอร์ คอร์ปอเรชั่น จำกัด (มหาชน),2,12150
อบพืช และเมล็ดพืช,คลองหลวง,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,เทพกุญชร1,NULL,60100000000000,19.5,44,ปทุมธานี,10,46600,67.95,2564,คลองหนึ่ง,อ2-2(1)-11/64ปท,บริษัท อโกรไทย ยูเนี่ยน จำกัด,1838,บริษัท อโกรไทย ยูเนี่ยน จำกัด,2,12120
ทำสลักและบู๊ช,บางปะอิน,6406,การทำขดสปริงเหล็ก สลัก แป้นเกลียว วงแหวน หมุดย้ำ หรือหลอดชนิดพับได้,พหลโยธิน,NULL,60100000000000,1.9,12,พระนครศรีอยุธยา,7,141/6-7,65.08,2564,เชียงรากน้อย,อ2-64(6)-10/64อย,นายสมชาย อรุณคีรีวัฒน์,1839,เอเซียกลการ,2,13180
เจาะ กลึง กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,วิเศษชัยชาญ,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,NULL,NULL,60200000000000,7.715,9,อ่างทอง,1,70,71.4,2564,ม่วงเตี้ย,อ2-64(13)-184/64อท,ห้างหุ้นส่วนจำกัด เอ็มเอ็ม วิเศษชัยชาญ เอ็นจิเนียริ่ง แอนด์ ซัพพลาย,1840,เอ็มเอ็ม วิเศษชัยชาญ เอ็นจิเนียริ่ง แอนด์ ซัพพลาย,2,14110
ผลิตผลิตภัณฑ์แผ่นโลหะและอุปกรณ์ เช่น หลังคาหรือผนังอาคาร ประตูม้วน,ท่าวุ้ง,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,สายเอเชีย,NULL,60200000000000,6.36,5,ลพบุรี,7,138,65.5,2564,บางงา,อ2-63(2)-125/64ลบ ,ห้างหุ้นส่วนจำกัด บีเค เม็ททอลชีท (สิงห์บุรี),1841,ห้างหุ้นส่วนจำกัด บีเค เม็ททอลชีท (สิงห์บุรี),2,15150
"ผลิตอิฐบล็อคคอนกรีตทางท้าสำเร็จรูป ,อิฐบล็อค,ขอบคันหิน",เมืองสิงห์บุรี,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,สิงห์บุรี-บางระจัน,NULL,60200000000000,1.7,4,สิงห์บุรี,4,51,66.5,2566,ต้นโพธิ์,อ2-58(1)-3/66สห,ห้างหุ้นส่วนจำกัด สรวงประเสริฐ (2005),1842,สรวงประเสริฐ(2005),2,16000
ล้างขวด บรรจุ จำหน่าย,เสาไห้,9101,การบรรจุสินค้าทั่วไป,NULL,NULL,60200000000000,3.9,70,สระบุรี,2,39,0,2564,หัวปลวก,อ2-91(1)-26/64สบ,ห้างหุ้นส่วนจำกัด โรงขวดประเสริฐกิจ,1843,ห้างหุ้นส่วนจำกัด โรงขวดประเสริฐกิจ,2,18160
คั่ว  แปรรูป  บรรจุ  เมล็ดกาแฟ,พระพุทธบาท,1202,การคั่ว บด หรือป่นกาแฟ หรือการทำกาแฟผง,พหลโยธิน,NULL,60200000000000,59.5,27,สระบุรี,4,95/5,69.63,2564,นายาว,อ2-12(2)-9/64สบ,บริษัท บลูคอฟ คอฟฟี่ โพรดักส์ จำกัด (สำนักงานใหญ่),1844,บริษัท บลูคอฟ คอฟฟี่ โพรดักส์ จำกัด (สำนักงานใหญ่),2,18120
ผลิตจำหน่ายน้ำมันมะพร้าวเเละแปรรูปผลิตภัณฑ์จากมะพร้าว,บ้านแพ้ว,801,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,NULL,NULL,20700000000000,28,25,สมุทรสาคร,5,90,72.5,2565,หลักสาม,จ2-8(1)-4/65สค,บริษัท ไทยคณา อินเตอร์ฟู้ดส์ จำกัด,1845,บริษัท ไทยคณา อินเตอร์ฟู้ดส์ จำกัด,2,74120
ผลิตคอนกรีตผสมเสร็จ,บางละมุง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,สุขุมวิท,NULL,60200000000000,11,12,ชลบุรี,6,16/84,53,2564,นาเกลือ,อ2-58(1)-27/64ชบ,บริษัท พรปิยะคอนกรีตผสมเสร็จ จำกัด,1846,บริษัท พรปิยะคอนกรีตผสมเสร็จ จำกัด,2,20150
"โรงงานผลิต ดัดแปลง ตัดแต่ง ทำให้เป็นรูปทรงที่ต้องการ ซึ่งวัสดุฟองน้ำหรือวัสดุอย่างอื่นอันมีลักษณะหรือใกล้เคียงกันเพื่อใช้เป็นส่วนประกอบของตู้เย็น,เครื่องซักผ้า,แอร์ ฯลฯ",ศรีราชา,7000,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องสูบน้ำ เครื่องอัดอากาศ เครื่องปรับอากาศ ตู้เย็น เครื่องซักผ้า,-,NULL,60200000000000,5,9,ชลบุรี,3,163/9,62.5,2564,บึง,อ2-70-10/64ชบ,บริษัท ฮอนโบ ไทย จำกัด,1847,บริษัท ฮอนโบ ไทย จำกัด,2,20230
แผ่นพื้นคอนกรีตอัดแรง เสาเข็ม เสาไฟฟ้า คอสะพาน อิฐบล๊อค,หนองใหญ่,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,บ้านบึง-แกลง,NULL,60200000000000,2.7,11,ชลบุรี,2,46033,66,2564,หนองเสือช้าง,อ2-58(1)-151/64ชบ,บริษัท หนองใหญ่คอนกรีต จำกัด,1848,บริษัท หนองใหญ่คอนกรีต จำกัด,2,20190
ซ่อมเรือ,เมืองระยอง,7501,การต่อ ซ่อมแซม ทาสี หรือตอกหมันเรือในอู่ต่อเรือนอกจากเรือยาง,อารีราษฎร์,NULL,60200000000000,0.3,6,ระยอง,NULL,46/6,60.75,2564,ปากน้ำ,อ2-75(1)-8/64รย,นายสุเทวา ชัยธุระ,1849,สุเทวาการช่าง,2,21000
การกลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมทั่วไป,เมืองระยอง,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ราษฎร์บำรุง,NULL,60200000000000,3,10,ระยอง,NULL,46076,60,2564,ห้วยโป่ง,อ2-64(13)-153/64รย,นางสาวนัยนา แต้มคงคา,1850,นางสาวนัยนา แต้มคงคา,2,21150
ตัดเหล็ก ตีเหล็ก เพื่อทำเป็นเครื่องมือเครื่องใช้,เมืองระยอง,6100,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า,หลักเมือง,NULL,60200000000000,1.8,7,ระยอง,NULL,033-035,72.75,2564,ท่าประดู่,อ2-61-13/64รย,นายชนะ ฉันท์ธนกุล,1851,ฉั่วจิบเฮง,2,21000
ทำผลิตภัณฑ์คอนกรีตผสมเสร็จ,สอยดาว,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,จันทบุรี-สระแก้ว,-,60200000000000,9,16,จันทบุรี,5,น.ส.3 ก. เลขที่ 225,68.7,2563,ทรายขาว,อ2-58(1)-12/63จบ,ห้างหุ้นส่วนจำกัด นวไพศาลคอนกรีต,1852,ห้างหุ้นส่วนจำกัด นวไพศาลคอนกรีต (สาขาสอยดาว),2,22180
ทำผลิตภัณฑ์จากแผ่นโลหะ เช่น การตัด พับ รีดลอน ทำโค้ง ม้วน แผ่นเมทัลชีท,เมืองจันทบุรี,6412,การตัด พับ  หรือม้วนโลหะ,รักศักดิ์ชมูล,-,60200000000000,5.74,5,จันทบุรี,3,30/29,61.9,2563,ท่าช้าง,อ2-64(12)-5/63จบ,ห้างหุ้นส่วนจำกัด เอส.เค.เมทัลชีท,1853,ห้างหุ้นส่วนจำกัด เอส.เค.เมทัลชีท,2,22000
แกะปู,คลองใหญ่,605,การล้าง ชำแหละ แกะ ต้ม นึ่ง ทอด หรือบดสัตว์น้ำ,-,-,60200000000000,15,50,ตราด,2,24,9,2559,หาดเล็ก,อ2-6(5)-40/59ตร,น.ส.นฤพร ประเสริฐทรัพย์,1854,ห้างหุ้นส่วนจำกัด แอลแอนด์พี ประเสริฐทรัพย์ เครปฟูด,2,23110
ผลิต-ซ่อมอุปกรณ์การเกษตร,เขาสมิง,6600,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรมหรือการเลี้ยงสัตว์,จินตกานนท์,NULL,60200000000000,1.16,4,ตราด,1,277,63.71,2563,แสนตุ้ง,อ2-66-8/63ตร,นายวิเวก ทองศรีสมบูรณ์,1855,ว.วัฒนายนต์,2,23150
"ผลิตมิเตอร์ไฟฟ้า (กำลังผลิตได้ปีละ 600,000 ชุด)",พนมสารคาม,7300,โรงงานผลิต ประกอบหรือดัดแปลง เครื่องมือหรือเครื่องใช้ไฟฟ้าที่ไม่ได้ระบุไว้ในลำดับใด และส่วนประกอบ,พนมสารคาม-ปราจีนบุรี,NULL,60200000000000,15,66,ฉะเชิงเทรา,5,302,24,2564,บ้านซ่อง,อ2-73-23/64ฉช,บริษัท สมาร์ททีทีซี จำกัด,1856,บริษัท ไทยเทเลคอนเทนเนอร์ จำกัด,2,24120
ผลิต ประกอบ ติดตั้ง ดัดแปลงตู้บรรทุกและตัวถังยานพาหนะทุกประเภท,กบินทร์บุรี,6500,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องยนต์ เครื่องกังหัน และรวมถึงส่วนประกอบ,NULL,NULL,60300000000000,1.9474,46,ปราจีนบุรี,4,60,50,2564,หนองกี่,อ2-65-29/64ปจ,บริษัท ทีมพลาส จำกัด,1857,บริษัท ทีมพลาส จำกัด,2,25110
ห้องเย็น และล้างชำแหละ แกะสัตว์น้ำ,อรัญประเทศ,9200,โรงงานห้องเย็น,NULL,NULL,60300000000000,1,10,สระแก้ว,3,555/1,68,2564,ฟากห้วย,อ2-92-183/64สก,บริษัท ออริจิน อิมปอร์ต แอนด์ เอกซ์ปอร์ต (ไทยแลนด์) จำกัด,1858,บริษัท ออริจิน อิมปอร์ต แอนด์ เอกซ์ปอร์ต (ไทยแลนด์) จำกัด,2,27120
ผลิตหลังคาเหล็ก (หลังคาเมททอลชีท),เมืองนครราชสีมา,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,สุรนารายณ์,NULL,60300000000000,58.6,9,นครราชสีมา,9,192,69.5,2563,โคกสูง,อ2-63(2)-45/63นม,บริษัท เค.ซี.เมททอลชีท จำกัด (มหาชน),1859,บริษัท เค.ซี.เมททอลชีท จำกัด,2,30310
ทำผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีต,บ้านด่าน,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,-,-,60300000000000,6.7,5,บุรีรัมย์,14,148,63,2564,บ้านด่าน,อ2-58(1)-181/64บร,บริษัท ซินหยุ่งซอง คอนสตรัคชั่น จำกัด,1860,บริษัท ซินหยุ่งซอง คอนสตรัคชั่น จำกัด,2,31000
ผลิตหลังคาเหล็กรีดลอน,ราษีไศล,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60300000000000,17.3,6,ศรีสะเกษ,13,97,67,2564,เมืองคง,อ2-64(12)-22/64ศก,นายธนพงศ์ กาศักดิ์,1861,ธนพงศ์หลังคาเหล็ก,2,33160
ทำบัวรดน้ำ ถังตักน้ำ และตะเกียงแก๊สจากโลหะ,วารินชำราบ,6401,การทำภาชนะบรรจุ,เทศบาล 6,NULL,60300000000000,0,10,อุบลราชธานี,NULL,010/1,64.95,2564,วารินชำราบ,อ2-64(1)-8/64อบ,นายวีระศักดิ์ เกียรติกวินพงศ์,1862,โรงงานอุดมชัย,2,34190
ทำผลิตภัณฑ์คอนกรีต,น้ำยืน,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,ทางหลวงหมายเลข 2248,-,60300000000000,11.2,9,อุบลราชธานี,4,-,54,2564,สีวิเชียร,อ2-58(1)-37/64อบ,นายเรืองฤทธิ์ รุ่งศศิธร,1863,รุ่งศศิธรซีเมนต์บล๊อก,2,34260
