ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,DESCR,SCURVE,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ผลิตน้ำมันรำข้าว,บางน้ำเปรี้ยว,701,สายบางน้ำเปรี้ยว-บางขนาก,-, 75.00 ,10240001125525, 25 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,6,36/1," 2,569.50 ",3-7(1)-11/52ฉช,52,บางขนาก,บริษัท ใจข้าว คอร์ปอเรชั่น จำกัด,6487,บริษัท ใจข้าว คอร์ปอเรชั่น จำกัด,3,24150
ทำน้ำมันจากรำข้าวหรือเมล็ดปาล์มให้บริสุทธิ์,บางน้ำเปรี้ยว,704,,, 482.47 ,20240000125581, 106 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,6,36/2," 5,938.50 ",จ3-7(4)-1/58ฉช,58,บางขนาก,บริษัท ใจข้าว คอร์ปอเรชั่น จำกัด,6488,บริษัท ใจข้าว คอร์ปอเรชั่น จำกัด,3,24150
ทำน้ำมันจากรำข้าวให้บริสุทธิ์,บางน้ำเปรี้ยว,704,,, 25.90 ,10240082325663, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,6,36/2," 3,125.00 ",3-7(4)-1/66ฉช,66,บางขนาก,บริษัท สยามโกลเวีย จำกัด,6489,บริษัท สยามโกลเวีย จำกัด,3,24150
ผลิตผักและผลไม้แปรรูป เช่น ผักกาดดองเปรี้ยวบรรจุถุง,บางน้ำเปรี้ยว,802,-,-, 21.00 ,10240001325471, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,7,47," 1,416.76 ",3-8(2)-13/47ฉช,47,บางน้ำเปรี้ยว,ห้างหุ้นส่วนจำกัด เค.ยู.เอฟ. (ประเทศไทย),6490,ห้างหุ้นส่วนจำกัด เค.ยู.เอฟ. (ประเทศไทย),3,24150
สีข้าว ได้วันละ 300 เกวียนต่อวัน,บางน้ำเปรี้ยว,901,,, 58.00 ,20240004425524, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,55, 302.00 ,จ3-9(1)-44/52ฉช,52,บางน้ำเปรี้ยว,บริษัท เกรียงชัยโกลเด้นไรซ์ จำกัด,6491,บริษัท เกรียงชัยโกลเด้นไรซ์ จำกัด,3,24150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 6 เกวียน/วัน ,บางน้ำเปรี้ยว,901,,, 1.10 ,20240000125391, 3 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,1/2, 75.00 ,จ3-9(1)-1/39ฉช,39,ดอนเกาะกา,นายสมศักดิ์ มะซังหลง,6492,,3,24170
สีข้าว นึ่งและอบข้าว กำลังสีสูงสุดของร้านสีข้าว 800 เกวียนต่อวัน,บางน้ำเปรี้ยว,901,,, 100.00 ,10240007825557, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,1,," 4,621.00 ",3-9(1)-78/55ฉช,55,ดอนเกาะกา,บริษัท ช.สิริยี่สิบไพบูลย์ จำกัด,6493,บริษัท ช.สิริยี่สิบไพบูลย์ จำกัด,3,24170
สีข้าว ได้วันละ 400 เกวียน,บางน้ำเปรี้ยว,901,,, 35.00 ,20240001725496, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,11,92, 197.50 ,จ3-9(1)-17/49ฉช,49,ดอนฉิมพลี,บริษัท มหาศักย์ศิริ จำกัด,6494,บริษัท มหาศักย์ศิริ จำกัด,3,24170
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 40 เกวียน/วัน,บางน้ำเปรี้ยว,901,,, 6.50 ,20240004625552, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,4,-, 145.00 ,จ3-9(1)-46/55ฉช,55,ดอนฉิมพลี,นายเปี่ยมโกมล โสภณคุณพินิจ,6495,นายเปี่ยมโกมล โสภณคุณพินิจ,3,24170
ปรับปรุงคุณภาพข้าวสาร หรือขัดข้าวสารและบรรจุถุง,บางน้ำเปรี้ยว,901,,, 558.82 ,10240003225570, 84 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,9,107/3," 1,500.00 ",3-9(1)-32/57ฉช,57,หมอนทอง,บริษัท ทุ่งกุลาข้าวไทย 2013 จำกัด,6496,บริษัท ทุ่งกุลาข้าวไทย 2013 จำกัด,3,24150
สีข้าว สีข้าวนึ่ง (กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน) และอบข้าว,บางน้ำเปรี้ยว,901,-,-, 50.00 ,10240000225219, 50 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,4," 5,101.20 ",3-9(1)-2/21ฉช,21,โพรงอากาศ,บริษัท โรงสีเตียหลีฮง จำกัด,6497,บริษัท โรงสีเตียหลีฮง จำกัด,3,24150
ปรับปรุงคุณภาพข้าวสาร,บางน้ำเปรี้ยว,901,,, 23.60 ,20240003825518, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,8,8/8, 307.30 ,จ3-9(1)-38/51ฉช,51,ดอนฉิมพลี,บริษัท ธัญญาทิพย์ไรซ์ จำกัด,6498,บริษัท ธัญญาทิพย์ไรซ์ จำกัด,3,24170
สีข้าว และอบข้าว กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน,บางน้ำเปรี้ยว,901,,, 110.00 ,10240002025567, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,9,99," 1,735.00 ",3-9(1)-20/56ฉช,56,หมอนทอง,บริษัท โรงสีศิริพร จำกัด,6499,บริษัท โรงสีศิริพร จำกัด,3,24150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 130 เกวียน/วัน,บางน้ำเปรี้ยว,901,สายมีนบุรี-ฉะเชิงเทรา,-, 3.40 ,10240000225284, 24 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,16,54/1, 530.00 ,3-9(1)-2/28ฉช,28,ศาลาแดง,ห้างหุ้นส่วนจำกัด โรงสีมงคลธัญญกิจ,6500,ห้างหุ้นส่วนจำกัด โรงสีมงคลธัญญกิจ,3,24000
สีข้าว กำลังการผลิตของร้านสีข้าว 600 เกวียน/วัน และอบข้าวเปลือก,บางน้ำเปรี้ยว,901,,, 90.00 ,10240003225554, 16 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,33/16," 1,793.00 ",3-9(1)-32/55ฉช,55,สิงโตทอง,บริษัท ยี่สิบไพบูลย์ ไรซ์ อินเตอร์เทรด 2009 จำกัด,6501,บริษัท ยี่สิบไพบูลย์ ไรซ์ อินเตอร์เทรด 2009 จำกัด,3,24150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 120 เกวียน/วัน,บางน้ำเปรี้ยว,901,บางน้ำเปรี้ยว-องครักษ์,     -, 15.00 ,20240000225449, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,33/8," 1,166.20 ",จ3-9(1)-2/44ฉช,44,สิงโตทอง,บริษัท ยี่สิบไพบูลย์พืชผล จำกัด,6502,บริษัท ยี่สิบไพบูลย์พืชผล จำกัด,3,24150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 120 เกวียน/วัน,บางน้ำเปรี้ยว,901,-,-, 7.90 ,10240000225318, 6 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,9,7/1, 677.50 ,3-9(1)-2/31ฉช,31,บางขนาก,บริษัท โรงสีเตียใจ้ฮง จำกัด,6503,บริษัท โรงสีเตียใจ้ฮง จำกัด,3,24150
สีข้าวชนิดแยกแกลบแยกรำ(กำลังสีสูงสุดของร้านสีข้าว 20 เกียน/วัน),บางน้ำเปรี้ยว,901,,, 35.09 ,20240001725504, 28 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,4,100, 577.00 ,จ3-9(1)-17/50ฉช,50,ดอนฉิมพลี,บริษัท โรงสีสำเภาทอง จำกัด,6504,บริษัท โรงสีสำเภาทอง จำกัด,3,24170
สีข้าว ได้วันละ 200 เกวียน/วัน,บางน้ำเปรี้ยว,901,,, 52.00 ,20240000425528, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,15/1, 302.00 ,จ3-9(1)-4/52ฉช,52,โพรงอากาศ,บริษัท สิริเพิ่มทรัพย์ จำกัด,6505,บริษัท สิริเพิ่มทรัพย์ จำกัด,3,24150
สีข้าว,บางน้ำเปรี้ยว,901,ยางน้ำเปรี้ยว-หนองจอก,, 22.00 ,20240002025599, 14 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,8,54/1, 455.00 ,จ3-9(1)-20/59ฉช,59,บางน้ำเปรี้ยว,บริษัท แครายธั ญญกิจ จำกัด,6506,บริษัท แครายธั ญญกิจ จำกัด,3,24150
ขัดข้าวสาร,บางน้ำเปรี้ยว,901,,, 34.49 ,20240000325421, 34 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,5,59," 1,781.00 ",จ3-9(1)-3/42ฉช,42,บางขนาก,บริษัท เอเชีย อินเตอร์ ไรซ์ จำกัด,6507,บริษัท เอเชีย อินเตอร์ ไรซ์ จำกัด,3,24150
นึ่งข้าวและอบข้าวเปลือก ได้วันละ 135 เกวียน,บางน้ำเปรี้ยว,901,-,-, 10.00 ,20240000125375, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,9,11," 2,874.00 ",จ3-9(1)-1/37ฉช,37,ศาลาแดง,บริษัท โรงสีซุ่นเฮงเจริญทรัพย์ จำกัด,6508,บริษัท โรงสีซุ่นเฮงเจริญทรัพย์ จำกัด,3,24000
"สีข้าว กำลังสีสูงสุดของร้านสีข้าว 1,000 เกวียน/วัน",บางน้ำเปรี้ยว,901,บางน้ำเปรี้ยว-ตลาดคลอง 16,-, 20.00 ,20240000125441, 30 ,อุตสาหกรรมแปรรูปอาหาร,5,ฉะเชิงเทรา,4,43/1," 1,065.00 ",จ3-9(1)-1/44ฉช,44,ดอนเกาะกา,บริษัท ดี.เอส.เค.อินเตอร์เทรด จำกัด ,6509,บริษัท ดี.เอส.เค.อินเตอร์เทรด จำกัด ,3,24170
