ค่าข้อมูล,ที่มา,_id,ปี,เพศ,ไตรมาส,รายการ,จังหวัด,อุตสาหกรรม,หน่วย
924,สำนักงานสถิติจังหวัดมหาสารคาม,271,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
924,สำนักงานสถิติจังหวัดมหาสารคาม,272,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,273,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
1027,สำนักงานสถิติจังหวัดมหาสารคาม,274,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
399,สำนักงานสถิติจังหวัดมหาสารคาม,275,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
627,สำนักงานสถิติจังหวัดมหาสารคาม,276,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
18320,สำนักงานสถิติจังหวัดมหาสารคาม,277,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
9749,สำนักงานสถิติจังหวัดมหาสารคาม,278,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
8571,สำนักงานสถิติจังหวัดมหาสารคาม,279,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
17492,สำนักงานสถิติจังหวัดมหาสารคาม,280,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
7891,สำนักงานสถิติจังหวัดมหาสารคาม,281,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
9600,สำนักงานสถิติจังหวัดมหาสารคาม,282,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
6013,สำนักงานสถิติจังหวัดมหาสารคาม,283,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
1564,สำนักงานสถิติจังหวัดมหาสารคาม,284,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
4449,สำนักงานสถิติจังหวัดมหาสารคาม,285,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
5844,สำนักงานสถิติจังหวัดมหาสารคาม,286,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
2853,สำนักงานสถิติจังหวัดมหาสารคาม,287,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
2991,สำนักงานสถิติจังหวัดมหาสารคาม,288,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
8179,สำนักงานสถิติจังหวัดมหาสารคาม,289,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
4276,สำนักงานสถิติจังหวัดมหาสารคาม,290,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
3903,สำนักงานสถิติจังหวัดมหาสารคาม,291,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
1645,สำนักงานสถิติจังหวัดมหาสารคาม,292,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
429,สำนักงานสถิติจังหวัดมหาสารคาม,293,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
1216,สำนักงานสถิติจังหวัดมหาสารคาม,294,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,295,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,296,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,297,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,298,2565,รวม,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,299,2565,ชาย,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,300,2565,หญิง,ไตรมาสที่ 4,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
388539,สำนักงานสถิติจังหวัดมหาสารคาม,301,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,รวมยอด,คน
207583,สำนักงานสถิติจังหวัดมหาสารคาม,302,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,รวมยอด,คน
180957,สำนักงานสถิติจังหวัดมหาสารคาม,303,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,รวมยอด,คน
187368,สำนักงานสถิติจังหวัดมหาสารคาม,304,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ภาคเกษตรกรรม,คน
102402,สำนักงานสถิติจังหวัดมหาสารคาม,305,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ภาคเกษตรกรรม,คน
84966,สำนักงานสถิติจังหวัดมหาสารคาม,306,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ภาคเกษตรกรรม,คน
187368,สำนักงานสถิติจังหวัดมหาสารคาม,307,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,เกษตรกรรม การป่าไม้ และการประมง,คน
102402,สำนักงานสถิติจังหวัดมหาสารคาม,308,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,เกษตรกรรม การป่าไม้ และการประมง,คน
84966,สำนักงานสถิติจังหวัดมหาสารคาม,309,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,เกษตรกรรม การป่าไม้ และการประมง,คน
201171,สำนักงานสถิติจังหวัดมหาสารคาม,310,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,นอกภาคเกษตรกรรม,คน
105181,สำนักงานสถิติจังหวัดมหาสารคาม,311,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,นอกภาคเกษตรกรรม,คน
95991,สำนักงานสถิติจังหวัดมหาสารคาม,312,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,นอกภาคเกษตรกรรม,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,313,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การทำเหมืองแร่ และเหมืองหิน,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,314,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การทำเหมืองแร่ และเหมืองหิน,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,315,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การทำเหมืองแร่ และเหมืองหิน,คน
26367,สำนักงานสถิติจังหวัดมหาสารคาม,316,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การผลิต,คน
11106,สำนักงานสถิติจังหวัดมหาสารคาม,317,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การผลิต,คน
15261,สำนักงานสถิติจังหวัดมหาสารคาม,318,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การผลิต,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,319,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,320,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,321,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,322,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การจัดการน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,323,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การจัดการน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,324,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การจัดการน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล,คน
29878,สำนักงานสถิติจังหวัดมหาสารคาม,325,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การก่อสร้าง,คน
27480,สำนักงานสถิติจังหวัดมหาสารคาม,326,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การก่อสร้าง,คน
2398,สำนักงานสถิติจังหวัดมหาสารคาม,327,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การก่อสร้าง,คน
68671,สำนักงานสถิติจังหวัดมหาสารคาม,328,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขายส่ง และการขายปลีก การซ่อมแซมยานยนต์และจักรยานยนต์,คน
32729,สำนักงานสถิติจังหวัดมหาสารคาม,329,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขายส่ง และการขายปลีก การซ่อมแซมยานยนต์และจักรยานยนต์,คน
35942,สำนักงานสถิติจังหวัดมหาสารคาม,330,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขายส่ง และการขายปลีก การซ่อมแซมยานยนต์และจักรยานยนต์,คน
2617,สำนักงานสถิติจังหวัดมหาสารคาม,331,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขนส่งและสถานที่เก็บสินค้า,คน
1689,สำนักงานสถิติจังหวัดมหาสารคาม,332,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขนส่งและสถานที่เก็บสินค้า,คน
927,สำนักงานสถิติจังหวัดมหาสารคาม,333,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การขนส่งและสถานที่เก็บสินค้า,คน
15093,สำนักงานสถิติจังหวัดมหาสารคาม,334,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ที่พักแรมและบริการด้านอาหาร,คน
4779,สำนักงานสถิติจังหวัดมหาสารคาม,335,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ที่พักแรมและบริการด้านอาหาร,คน
10313,สำนักงานสถิติจังหวัดมหาสารคาม,336,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ที่พักแรมและบริการด้านอาหาร,คน
774,สำนักงานสถิติจังหวัดมหาสารคาม,337,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ข้อมูลข่าวสารและการสื่อสาร,คน
83,สำนักงานสถิติจังหวัดมหาสารคาม,338,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ข้อมูลข่าวสารและการสื่อสาร,คน
691,สำนักงานสถิติจังหวัดมหาสารคาม,339,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ข้อมูลข่าวสารและการสื่อสาร,คน
612,สำนักงานสถิติจังหวัดมหาสารคาม,340,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการทางการเงินและประกันภัย,คน
288,สำนักงานสถิติจังหวัดมหาสารคาม,341,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการทางการเงินและประกันภัย,คน
324,สำนักงานสถิติจังหวัดมหาสารคาม,342,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการทางการเงินและประกันภัย,คน
2364,สำนักงานสถิติจังหวัดมหาสารคาม,343,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการอสังหาริมทรัพย์,คน
164,สำนักงานสถิติจังหวัดมหาสารคาม,344,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการอสังหาริมทรัพย์,คน
2200,สำนักงานสถิติจังหวัดมหาสารคาม,345,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจการอสังหาริมทรัพย์,คน
773,สำนักงานสถิติจังหวัดมหาสารคาม,346,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
773,สำนักงานสถิติจังหวัดมหาสารคาม,347,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,348,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,คน
1642,สำนักงานสถิติจังหวัดมหาสารคาม,349,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
1465,สำนักงานสถิติจังหวัดมหาสารคาม,350,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
176,สำนักงานสถิติจังหวัดมหาสารคาม,351,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการบริหารและการบริการสนับสนุน,คน
20072,สำนักงานสถิติจังหวัดมหาสารคาม,352,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
13624,สำนักงานสถิติจังหวัดมหาสารคาม,353,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
6448,สำนักงานสถิติจังหวัดมหาสารคาม,354,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การบริหารราชการ การป้องกันประเทศและการประกันสังคม,คน
14349,สำนักงานสถิติจังหวัดมหาสารคาม,355,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
3842,สำนักงานสถิติจังหวัดมหาสารคาม,356,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
10507,สำนักงานสถิติจังหวัดมหาสารคาม,357,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,การศึกษา,คน
6190,สำนักงานสถิติจังหวัดมหาสารคาม,358,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
1662,สำนักงานสถิติจังหวัดมหาสารคาม,359,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
4528,สำนักงานสถิติจังหวัดมหาสารคาม,360,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,คน
3185,สำนักงานสถิติจังหวัดมหาสารคาม,361,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
1963,สำนักงานสถิติจังหวัดมหาสารคาม,362,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
1222,สำนักงานสถิติจังหวัดมหาสารคาม,363,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ศิลปะ ความบันเทิง และนันทนาการ,คน
6662,สำนักงานสถิติจังหวัดมหาสารคาม,364,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
3080,สำนักงานสถิติจังหวัดมหาสารคาม,365,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
3581,สำนักงานสถิติจังหวัดมหาสารคาม,366,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมบริการด้านอื่น ๆ,คน
1924,สำนักงานสถิติจังหวัดมหาสารคาม,367,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
452,สำนักงานสถิติจังหวัดมหาสารคาม,368,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
1473,สำนักงานสถิติจังหวัดมหาสารคาม,369,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,370,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,371,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,372,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,กิจกรรมขององค์การระหว่างประเทศและภาคีสมาชิก,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,373,2566,รวม,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,374,2566,ชาย,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
,สำนักงานสถิติจังหวัดมหาสารคาม,375,2566,หญิง,ไตรมาสที่ 1,จำนวนผู้มีงานทำ,มหาสารคาม,ไม่ทราบ,คน
