จำนวน,_id,ปี,เพศ,ปัญหา,จังหวัด,ประเภทแรงงาน,หน่วย
2385,6478,2564,ชาย,ค่าตอบแทน,กำแพงเพชร,แรงงานในระบบ,คน
209,6479,2564,ชาย,งานหนัก,กำแพงเพชร,แรงงานในระบบ,คน
2304,6480,2564,ชาย,งานไม่ต่อเนื่อง,กำแพงเพชร,แรงงานในระบบ,คน
313,6481,2564,ชาย,ไม่ทราบ,กำแพงเพชร,แรงงานในระบบ,คน
2042,6482,2564,หญิง,ค่าตอบแทน,กำแพงเพชร,แรงงานในระบบ,คน
1518,6483,2564,หญิง,งานไม่ต่อเนื่อง,กำแพงเพชร,แรงงานในระบบ,คน
578,6484,2564,หญิง,ไม่ทราบ,กำแพงเพชร,แรงงานในระบบ,คน
11429,6485,2564,ชาย,ค่าตอบแทน,กำแพงเพชร,แรงงานนอกระบบ,คน
7637,6486,2564,ชาย,งานไม่ต่อเนื่อง,กำแพงเพชร,แรงงานนอกระบบ,คน
1439,6487,2564,ชาย,ไม่มีสวัสดิการ,กำแพงเพชร,แรงงานนอกระบบ,คน
712,6488,2564,ชาย,ไม่ทราบ,กำแพงเพชร,แรงงานนอกระบบ,คน
8422,6489,2564,หญิง,ค่าตอบแทน,กำแพงเพชร,แรงงานนอกระบบ,คน
2854,6490,2564,หญิง,งานไม่ต่อเนื่อง,กำแพงเพชร,แรงงานนอกระบบ,คน
1217,6491,2564,หญิง,ไม่มีสวัสดิการ,กำแพงเพชร,แรงงานนอกระบบ,คน
538,6492,2564,หญิง,ไม่ทราบ,กำแพงเพชร,แรงงานนอกระบบ,คน
2505,6493,2564,ชาย,ค่าตอบแทน,ตาก,แรงงานในระบบ,คน
912,6494,2564,ชาย,งานหนัก,ตาก,แรงงานในระบบ,คน
276,6495,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ตาก,แรงงานในระบบ,คน
208,6496,2564,ชาย,งานไม่ต่อเนื่อง,ตาก,แรงงานในระบบ,คน
92,6497,2564,ชาย,ลาพักผ่อนไม่ได้,ตาก,แรงงานในระบบ,คน
742,6498,2564,ชาย,ไม่มีสวัสดิการ,ตาก,แรงงานในระบบ,คน
4531,6499,2564,หญิง,ค่าตอบแทน,ตาก,แรงงานในระบบ,คน
976,6500,2564,หญิง,งานหนัก,ตาก,แรงงานในระบบ,คน
287,6501,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,ตาก,แรงงานในระบบ,คน
168,6502,2564,หญิง,งานไม่ต่อเนื่อง,ตาก,แรงงานในระบบ,คน
192,6503,2564,หญิง,ไม่ทราบ,ตาก,แรงงานในระบบ,คน
7930,6504,2564,ชาย,ค่าตอบแทน,ตาก,แรงงานนอกระบบ,คน
2385,6505,2564,ชาย,งานหนัก,ตาก,แรงงานนอกระบบ,คน
2618,6506,2564,ชาย,งานไม่ต่อเนื่อง,ตาก,แรงงานนอกระบบ,คน
6065,6507,2564,หญิง,ค่าตอบแทน,ตาก,แรงงานนอกระบบ,คน
2628,6508,2564,หญิง,งานหนัก,ตาก,แรงงานนอกระบบ,คน
1453,6509,2564,หญิง,งานไม่ต่อเนื่อง,ตาก,แรงงานนอกระบบ,คน
613,6510,2564,หญิง,ไม่มีสวัสดิการ,ตาก,แรงงานนอกระบบ,คน
7244,6511,2564,ชาย,ค่าตอบแทน,สุโขทัย,แรงงานในระบบ,คน
4626,6512,2564,ชาย,งานหนัก,สุโขทัย,แรงงานในระบบ,คน
260,6513,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สุโขทัย,แรงงานในระบบ,คน
3059,6514,2564,ชาย,งานไม่ต่อเนื่อง,สุโขทัย,แรงงานในระบบ,คน
185,6515,2564,ชาย,ลาพักผ่อนไม่ได้,สุโขทัย,แรงงานในระบบ,คน
377,6516,2564,ชาย,ไม่มีสวัสดิการ,สุโขทัย,แรงงานในระบบ,คน
6378,6517,2564,หญิง,ค่าตอบแทน,สุโขทัย,แรงงานในระบบ,คน
2389,6518,2564,หญิง,งานหนัก,สุโขทัย,แรงงานในระบบ,คน
2733,6519,2564,หญิง,งานไม่ต่อเนื่อง,สุโขทัย,แรงงานในระบบ,คน
655,6520,2564,หญิง,ชั่วโมงทำงานมากเกินไป,สุโขทัย,แรงงานในระบบ,คน
164,6521,2564,หญิง,ไม่มีวันหยุด,สุโขทัย,แรงงานในระบบ,คน
27742,6522,2564,ชาย,ค่าตอบแทน,สุโขทัย,แรงงานนอกระบบ,คน
4981,6523,2564,ชาย,งานหนัก,สุโขทัย,แรงงานนอกระบบ,คน
12336,6524,2564,ชาย,งานไม่ต่อเนื่อง,สุโขทัย,แรงงานนอกระบบ,คน
27057,6525,2564,หญิง,ค่าตอบแทน,สุโขทัย,แรงงานนอกระบบ,คน
4087,6526,2564,หญิง,งานหนัก,สุโขทัย,แรงงานนอกระบบ,คน
7315,6527,2564,หญิง,งานไม่ต่อเนื่อง,สุโขทัย,แรงงานนอกระบบ,คน
208,6528,2564,หญิง,ไม่มีสวัสดิการ,สุโขทัย,แรงงานนอกระบบ,คน
3688,6529,2564,ชาย,ค่าตอบแทน,พิษณุโลก,แรงงานในระบบ,คน
1429,6530,2564,ชาย,งานหนัก,พิษณุโลก,แรงงานในระบบ,คน
220,6531,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,พิษณุโลก,แรงงานในระบบ,คน
5924,6532,2564,ชาย,งานไม่ต่อเนื่อง,พิษณุโลก,แรงงานในระบบ,คน
148,6533,2564,ชาย,ชั่วโมงทำงานมากเกินไป,พิษณุโลก,แรงงานในระบบ,คน
1934,6534,2564,ชาย,ไม่มีสวัสดิการ,พิษณุโลก,แรงงานในระบบ,คน
2691,6535,2564,หญิง,ค่าตอบแทน,พิษณุโลก,แรงงานในระบบ,คน
2198,6536,2564,หญิง,งานหนัก,พิษณุโลก,แรงงานในระบบ,คน
443,6537,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,พิษณุโลก,แรงงานในระบบ,คน
1376,6538,2564,หญิง,งานไม่ต่อเนื่อง,พิษณุโลก,แรงงานในระบบ,คน
713,6539,2564,หญิง,ชั่วโมงทำงานมากเกินไป,พิษณุโลก,แรงงานในระบบ,คน
379,6540,2564,หญิง,ลาพักผ่อนไม่ได้,พิษณุโลก,แรงงานในระบบ,คน
1733,6541,2564,หญิง,ไม่มีสวัสดิการ,พิษณุโลก,แรงงานในระบบ,คน
1113,6542,2564,ชาย,ค่าตอบแทน,พิษณุโลก,แรงงานนอกระบบ,คน
1242,6543,2564,ชาย,งานหนัก,พิษณุโลก,แรงงานนอกระบบ,คน
118,6544,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,พิษณุโลก,แรงงานนอกระบบ,คน
10668,6545,2564,ชาย,งานไม่ต่อเนื่อง,พิษณุโลก,แรงงานนอกระบบ,คน
125,6546,2564,ชาย,ชั่วโมงทำงานมากเกินไป,พิษณุโลก,แรงงานนอกระบบ,คน
339,6547,2564,ชาย,ไม่มีสวัสดิการ,พิษณุโลก,แรงงานนอกระบบ,คน
1563,6548,2564,หญิง,ค่าตอบแทน,พิษณุโลก,แรงงานนอกระบบ,คน
1345,6549,2564,หญิง,งานหนัก,พิษณุโลก,แรงงานนอกระบบ,คน
1518,6550,2564,หญิง,งานไม่ต่อเนื่อง,พิษณุโลก,แรงงานนอกระบบ,คน
331,6551,2564,หญิง,ไม่มีวันหยุด,พิษณุโลก,แรงงานนอกระบบ,คน
1177,6552,2564,หญิง,ไม่มีสวัสดิการ,พิษณุโลก,แรงงานนอกระบบ,คน
827,6553,2564,ชาย,ค่าตอบแทน,พิจิตร,แรงงานในระบบ,คน
170,6554,2564,ชาย,งานไม่ต่อเนื่อง,พิจิตร,แรงงานในระบบ,คน
368,6555,2564,ชาย,ชั่วโมงทำงานมากเกินไป,พิจิตร,แรงงานในระบบ,คน
49,6556,2564,ชาย,ลาพักผ่อนไม่ได้,พิจิตร,แรงงานในระบบ,คน
1412,6557,2564,หญิง,ค่าตอบแทน,พิจิตร,แรงงานในระบบ,คน
394,6558,2564,หญิง,งานหนัก,พิจิตร,แรงงานในระบบ,คน
155,6559,2564,หญิง,งานไม่ต่อเนื่อง,พิจิตร,แรงงานในระบบ,คน
122,6560,2564,หญิง,ชั่วโมงทำงานมากเกินไป,พิจิตร,แรงงานในระบบ,คน
382,6561,2564,หญิง,ลาพักผ่อนไม่ได้,พิจิตร,แรงงานในระบบ,คน
11623,6562,2564,ชาย,ค่าตอบแทน,พิจิตร,แรงงานนอกระบบ,คน
211,6563,2564,ชาย,งานหนัก,พิจิตร,แรงงานนอกระบบ,คน
5260,6564,2564,ชาย,งานไม่ต่อเนื่อง,พิจิตร,แรงงานนอกระบบ,คน
8734,6565,2564,หญิง,ค่าตอบแทน,พิจิตร,แรงงานนอกระบบ,คน
107,6566,2564,หญิง,งานหนัก,พิจิตร,แรงงานนอกระบบ,คน
2536,6567,2564,หญิง,งานไม่ต่อเนื่อง,พิจิตร,แรงงานนอกระบบ,คน
6792,6568,2564,ชาย,ค่าตอบแทน,เพชรบูรณ์,แรงงานในระบบ,คน
11292,6569,2564,ชาย,งานหนัก,เพชรบูรณ์,แรงงานในระบบ,คน
1481,6570,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,เพชรบูรณ์,แรงงานในระบบ,คน
2742,6571,2564,ชาย,งานไม่ต่อเนื่อง,เพชรบูรณ์,แรงงานในระบบ,คน
174,6572,2564,ชาย,ชั่วโมงทำงานมากเกินไป,เพชรบูรณ์,แรงงานในระบบ,คน
121,6573,2564,ชาย,ไม่มีวันหยุด,เพชรบูรณ์,แรงงานในระบบ,คน
292,6574,2564,ชาย,ลาพักผ่อนไม่ได้,เพชรบูรณ์,แรงงานในระบบ,คน
4447,6575,2564,ชาย,ไม่มีสวัสดิการ,เพชรบูรณ์,แรงงานในระบบ,คน
20446,6576,2564,ชาย,ไม่ทราบ,เพชรบูรณ์,แรงงานในระบบ,คน
8650,6577,2564,หญิง,ค่าตอบแทน,เพชรบูรณ์,แรงงานในระบบ,คน
8420,6578,2564,หญิง,งานหนัก,เพชรบูรณ์,แรงงานในระบบ,คน
1616,6579,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,เพชรบูรณ์,แรงงานในระบบ,คน
1536,6580,2564,หญิง,งานไม่ต่อเนื่อง,เพชรบูรณ์,แรงงานในระบบ,คน
657,6581,2564,หญิง,ชั่วโมงทำงานมากเกินไป,เพชรบูรณ์,แรงงานในระบบ,คน
194,6582,2564,หญิง,ไม่มีวันหยุด,เพชรบูรณ์,แรงงานในระบบ,คน
129,6583,2564,หญิง,ลาพักผ่อนไม่ได้,เพชรบูรณ์,แรงงานในระบบ,คน
262,6584,2564,หญิง,ไม่มีสวัสดิการ,เพชรบูรณ์,แรงงานในระบบ,คน
10302,6585,2564,หญิง,ไม่ทราบ,เพชรบูรณ์,แรงงานในระบบ,คน
23778,6586,2564,ชาย,ค่าตอบแทน,เพชรบูรณ์,แรงงานนอกระบบ,คน
40233,6587,2564,ชาย,งานหนัก,เพชรบูรณ์,แรงงานนอกระบบ,คน
1034,6588,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,เพชรบูรณ์,แรงงานนอกระบบ,คน
4147,6589,2564,ชาย,งานไม่ต่อเนื่อง,เพชรบูรณ์,แรงงานนอกระบบ,คน
4854,6590,2564,ชาย,ไม่มีวันหยุด,เพชรบูรณ์,แรงงานนอกระบบ,คน
830,6591,2564,ชาย,ไม่มีสวัสดิการ,เพชรบูรณ์,แรงงานนอกระบบ,คน
30769,6592,2564,ชาย,ไม่ทราบ,เพชรบูรณ์,แรงงานนอกระบบ,คน
20266,6593,2564,หญิง,ค่าตอบแทน,เพชรบูรณ์,แรงงานนอกระบบ,คน
28890,6594,2564,หญิง,งานหนัก,เพชรบูรณ์,แรงงานนอกระบบ,คน
666,6595,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,เพชรบูรณ์,แรงงานนอกระบบ,คน
2269,6596,2564,หญิง,งานไม่ต่อเนื่อง,เพชรบูรณ์,แรงงานนอกระบบ,คน
1661,6597,2564,หญิง,ชั่วโมงทำงานมากเกินไป,เพชรบูรณ์,แรงงานนอกระบบ,คน
4369,6598,2564,หญิง,ไม่มีวันหยุด,เพชรบูรณ์,แรงงานนอกระบบ,คน
2792,6599,2564,หญิง,ไม่มีสวัสดิการ,เพชรบูรณ์,แรงงานนอกระบบ,คน
16677,6600,2564,หญิง,ไม่ทราบ,เพชรบูรณ์,แรงงานนอกระบบ,คน
18783,6601,2564,ชาย,ค่าตอบแทน,นครศรีธรรมราช,แรงงานในระบบ,คน
5366,6602,2564,ชาย,งานหนัก,นครศรีธรรมราช,แรงงานในระบบ,คน
10130,6603,2564,ชาย,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานในระบบ,คน
1819,6604,2564,ชาย,ชั่วโมงทำงานมากเกินไป,นครศรีธรรมราช,แรงงานในระบบ,คน
134,6605,2564,ชาย,ลาพักผ่อนไม่ได้,นครศรีธรรมราช,แรงงานในระบบ,คน
4811,6606,2564,ชาย,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานในระบบ,คน
1346,6607,2564,ชาย,ไม่ทราบ,นครศรีธรรมราช,แรงงานในระบบ,คน
14314,6608,2564,หญิง,ค่าตอบแทน,นครศรีธรรมราช,แรงงานในระบบ,คน
598,6609,2564,หญิง,งานหนัก,นครศรีธรรมราช,แรงงานในระบบ,คน
4245,6610,2564,หญิง,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานในระบบ,คน
2670,6611,2564,หญิง,ชั่วโมงทำงานมากเกินไป,นครศรีธรรมราช,แรงงานในระบบ,คน
119,6612,2564,หญิง,ลาพักผ่อนไม่ได้,นครศรีธรรมราช,แรงงานในระบบ,คน
4932,6613,2564,หญิง,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานในระบบ,คน
26355,6614,2564,ชาย,ค่าตอบแทน,นครศรีธรรมราช,แรงงานนอกระบบ,คน
4694,6615,2564,ชาย,งานหนัก,นครศรีธรรมราช,แรงงานนอกระบบ,คน
6798,6616,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
24682,6617,2564,ชาย,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
1605,6618,2564,ชาย,ชั่วโมงทำงานมากเกินไป,นครศรีธรรมราช,แรงงานนอกระบบ,คน
4163,6619,2564,ชาย,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
19547,6620,2564,หญิง,ค่าตอบแทน,นครศรีธรรมราช,แรงงานนอกระบบ,คน
1515,6621,2564,หญิง,งานหนัก,นครศรีธรรมราช,แรงงานนอกระบบ,คน
3946,6622,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
15554,6623,2564,หญิง,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
935,6624,2564,หญิง,ชั่วโมงทำงานมากเกินไป,นครศรีธรรมราช,แรงงานนอกระบบ,คน
4744,6625,2564,หญิง,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
3036,6626,2564,ชาย,ค่าตอบแทน,กระบี่,แรงงานในระบบ,คน
1807,6627,2564,ชาย,งานหนัก,กระบี่,แรงงานในระบบ,คน
6067,6628,2564,ชาย,งานไม่ต่อเนื่อง,กระบี่,แรงงานในระบบ,คน
184,6629,2564,ชาย,ชั่วโมงทำงานมากเกินไป,กระบี่,แรงงานในระบบ,คน
217,6630,2564,ชาย,ลาพักผ่อนไม่ได้,กระบี่,แรงงานในระบบ,คน
281,6631,2564,ชาย,ไม่มีสวัสดิการ,กระบี่,แรงงานในระบบ,คน
269,6632,2564,ชาย,ไม่ทราบ,กระบี่,แรงงานในระบบ,คน
2570,6633,2564,หญิง,ค่าตอบแทน,กระบี่,แรงงานในระบบ,คน
135,6634,2564,หญิง,งานหนัก,กระบี่,แรงงานในระบบ,คน
149,6635,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,กระบี่,แรงงานในระบบ,คน
2119,6636,2564,หญิง,งานไม่ต่อเนื่อง,กระบี่,แรงงานในระบบ,คน
32,6637,2564,หญิง,ชั่วโมงทำงานมากเกินไป,กระบี่,แรงงานในระบบ,คน
353,6638,2564,หญิง,ลาพักผ่อนไม่ได้,กระบี่,แรงงานในระบบ,คน
521,6639,2564,หญิง,ไม่มีสวัสดิการ,กระบี่,แรงงานในระบบ,คน
1375,6640,2564,ชาย,ค่าตอบแทน,กระบี่,แรงงานนอกระบบ,คน
346,6641,2564,ชาย,งานหนัก,กระบี่,แรงงานนอกระบบ,คน
9600,6642,2564,ชาย,งานไม่ต่อเนื่อง,กระบี่,แรงงานนอกระบบ,คน
29,6643,2564,ชาย,ไม่มีสวัสดิการ,กระบี่,แรงงานนอกระบบ,คน
2491,6644,2564,หญิง,ค่าตอบแทน,กระบี่,แรงงานนอกระบบ,คน
5139,6645,2564,หญิง,งานไม่ต่อเนื่อง,กระบี่,แรงงานนอกระบบ,คน
23,6646,2564,หญิง,ไม่มีสวัสดิการ,กระบี่,แรงงานนอกระบบ,คน
3681,6647,2564,ชาย,ค่าตอบแทน,พังงา,แรงงานในระบบ,คน
2550,6648,2564,ชาย,งานหนัก,พังงา,แรงงานในระบบ,คน
982,6649,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,พังงา,แรงงานในระบบ,คน
5310,6650,2564,ชาย,งานไม่ต่อเนื่อง,พังงา,แรงงานในระบบ,คน
303,6651,2564,ชาย,ลาพักผ่อนไม่ได้,พังงา,แรงงานในระบบ,คน
420,6652,2564,ชาย,ไม่มีสวัสดิการ,พังงา,แรงงานในระบบ,คน
1204,6653,2564,ชาย,ไม่ทราบ,พังงา,แรงงานในระบบ,คน
3932,6654,2564,หญิง,ค่าตอบแทน,พังงา,แรงงานในระบบ,คน
189,6655,2564,หญิง,งานหนัก,พังงา,แรงงานในระบบ,คน
531,6656,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,พังงา,แรงงานในระบบ,คน
1731,6657,2564,หญิง,งานไม่ต่อเนื่อง,พังงา,แรงงานในระบบ,คน
19,6658,2564,หญิง,ชั่วโมงทำงานมากเกินไป,พังงา,แรงงานในระบบ,คน
101,6659,2564,หญิง,ลาพักผ่อนไม่ได้,พังงา,แรงงานในระบบ,คน
1029,6660,2564,หญิง,ไม่ทราบ,พังงา,แรงงานในระบบ,คน
3976,6661,2564,ชาย,ค่าตอบแทน,พังงา,แรงงานนอกระบบ,คน
366,6662,2564,ชาย,งานหนัก,พังงา,แรงงานนอกระบบ,คน
45,6663,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,พังงา,แรงงานนอกระบบ,คน
4616,6664,2564,ชาย,งานไม่ต่อเนื่อง,พังงา,แรงงานนอกระบบ,คน
314,6665,2564,ชาย,ลาพักผ่อนไม่ได้,พังงา,แรงงานนอกระบบ,คน
53,6666,2564,ชาย,ไม่ทราบ,พังงา,แรงงานนอกระบบ,คน
1755,6667,2564,หญิง,ค่าตอบแทน,พังงา,แรงงานนอกระบบ,คน
2300,6668,2564,หญิง,งานไม่ต่อเนื่อง,พังงา,แรงงานนอกระบบ,คน
181,6669,2564,หญิง,ชั่วโมงทำงานมากเกินไป,พังงา,แรงงานนอกระบบ,คน
323,6670,2564,หญิง,ลาพักผ่อนไม่ได้,พังงา,แรงงานนอกระบบ,คน
151,6671,2564,หญิง,ไม่ทราบ,พังงา,แรงงานนอกระบบ,คน
21045,6672,2564,ชาย,ค่าตอบแทน,ภูเก็ต,แรงงานในระบบ,คน
648,6673,2564,ชาย,งานหนัก,ภูเก็ต,แรงงานในระบบ,คน
169,6674,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ภูเก็ต,แรงงานในระบบ,คน
5051,6675,2564,ชาย,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานในระบบ,คน
2317,6676,2564,ชาย,ชั่วโมงทำงานมากเกินไป,ภูเก็ต,แรงงานในระบบ,คน
297,6677,2564,ชาย,ไม่มีวันหยุด,ภูเก็ต,แรงงานในระบบ,คน
1406,6678,2564,ชาย,ลาพักผ่อนไม่ได้,ภูเก็ต,แรงงานในระบบ,คน
612,6679,2564,ชาย,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานในระบบ,คน
22958,6680,2564,หญิง,ค่าตอบแทน,ภูเก็ต,แรงงานในระบบ,คน
354,6681,2564,หญิง,งานหนัก,ภูเก็ต,แรงงานในระบบ,คน
220,6682,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,ภูเก็ต,แรงงานในระบบ,คน
3930,6683,2564,หญิง,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานในระบบ,คน
195,6684,2564,หญิง,ชั่วโมงทำงานมากเกินไป,ภูเก็ต,แรงงานในระบบ,คน
415,6685,2564,หญิง,ไม่มีวันหยุด,ภูเก็ต,แรงงานในระบบ,คน
1993,6686,2564,หญิง,ลาพักผ่อนไม่ได้,ภูเก็ต,แรงงานในระบบ,คน
970,6687,2564,หญิง,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานในระบบ,คน
5575,6688,2564,ชาย,ค่าตอบแทน,ภูเก็ต,แรงงานนอกระบบ,คน
9493,6689,2564,ชาย,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานนอกระบบ,คน
906,6690,2564,ชาย,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานนอกระบบ,คน
3580,6691,2564,หญิง,ค่าตอบแทน,ภูเก็ต,แรงงานนอกระบบ,คน
4538,6692,2564,หญิง,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานนอกระบบ,คน
279,6693,2564,หญิง,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานนอกระบบ,คน
1245,6694,2564,ชาย,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานในระบบ,คน
362,6695,2564,ชาย,งานหนัก,สุราษฏร์ธานี,แรงงานในระบบ,คน
1024,6696,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สุราษฏร์ธานี,แรงงานในระบบ,คน
1522,6697,2564,ชาย,งานไม่ต่อเนื่อง,สุราษฏร์ธานี,แรงงานในระบบ,คน
136,6698,2564,ชาย,ชั่วโมงทำงานมากเกินไป,สุราษฏร์ธานี,แรงงานในระบบ,คน
1532,6699,2564,ชาย,ลาพักผ่อนไม่ได้,สุราษฏร์ธานี,แรงงานในระบบ,คน
2978,6700,2564,ชาย,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานในระบบ,คน
1001,6701,2564,ชาย,ไม่ทราบ,สุราษฏร์ธานี,แรงงานในระบบ,คน
3933,6702,2564,หญิง,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานในระบบ,คน
1157,6703,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,สุราษฏร์ธานี,แรงงานในระบบ,คน
734,6704,2564,หญิง,งานไม่ต่อเนื่อง,สุราษฏร์ธานี,แรงงานในระบบ,คน
878,6705,2564,หญิง,ชั่วโมงทำงานมากเกินไป,สุราษฏร์ธานี,แรงงานในระบบ,คน
1061,6706,2564,หญิง,ลาพักผ่อนไม่ได้,สุราษฏร์ธานี,แรงงานในระบบ,คน
1557,6707,2564,หญิง,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานในระบบ,คน
596,6708,2564,หญิง,ไม่ทราบ,สุราษฏร์ธานี,แรงงานในระบบ,คน
1500,6709,2564,ชาย,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
353,6710,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1505,6711,2564,ชาย,งานไม่ต่อเนื่อง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
551,6712,2564,ชาย,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
649,6713,2564,ชาย,ไม่ทราบ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
305,6714,2564,หญิง,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
861,6715,2564,หญิง,งานไม่ต่อเนื่อง,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
697,6716,2564,หญิง,ชั่วโมงทำงานมากเกินไป,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
701,6717,2564,หญิง,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
177,6718,2564,หญิง,ไม่ทราบ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1670,6719,2564,ชาย,ค่าตอบแทน,ระนอง,แรงงานในระบบ,คน
172,6720,2564,ชาย,งานหนัก,ระนอง,แรงงานในระบบ,คน
134,6721,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ระนอง,แรงงานในระบบ,คน
2457,6722,2564,ชาย,งานไม่ต่อเนื่อง,ระนอง,แรงงานในระบบ,คน
261,6723,2564,ชาย,ไม่มีวันหยุด,ระนอง,แรงงานในระบบ,คน
222,6724,2564,ชาย,ไม่มีสวัสดิการ,ระนอง,แรงงานในระบบ,คน
1131,6725,2564,หญิง,ค่าตอบแทน,ระนอง,แรงงานในระบบ,คน
183,6726,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,ระนอง,แรงงานในระบบ,คน
963,6727,2564,หญิง,งานไม่ต่อเนื่อง,ระนอง,แรงงานในระบบ,คน
323,6728,2564,หญิง,ไม่มีสวัสดิการ,ระนอง,แรงงานในระบบ,คน
200,6729,2564,ชาย,ค่าตอบแทน,ระนอง,แรงงานนอกระบบ,คน
772,6730,2564,ชาย,งานไม่ต่อเนื่อง,ระนอง,แรงงานนอกระบบ,คน
141,6731,2564,ชาย,ไม่มีสวัสดิการ,ระนอง,แรงงานนอกระบบ,คน
181,6732,2564,หญิง,ค่าตอบแทน,ระนอง,แรงงานนอกระบบ,คน
106,6733,2564,หญิง,งานไม่ต่อเนื่อง,ระนอง,แรงงานนอกระบบ,คน
56,6734,2564,หญิง,ไม่มีสวัสดิการ,ระนอง,แรงงานนอกระบบ,คน
1331,6735,2564,ชาย,ค่าตอบแทน,ชุมพร,แรงงานในระบบ,คน
1330,6736,2564,ชาย,งานหนัก,ชุมพร,แรงงานในระบบ,คน
190,6737,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ชุมพร,แรงงานในระบบ,คน
1584,6738,2564,ชาย,งานไม่ต่อเนื่อง,ชุมพร,แรงงานในระบบ,คน
402,6739,2564,ชาย,ลาพักผ่อนไม่ได้,ชุมพร,แรงงานในระบบ,คน
1072,6740,2564,ชาย,ไม่มีสวัสดิการ,ชุมพร,แรงงานในระบบ,คน
674,6741,2564,หญิง,ค่าตอบแทน,ชุมพร,แรงงานในระบบ,คน
852,6742,2564,หญิง,งานหนัก,ชุมพร,แรงงานในระบบ,คน
110,6743,2564,หญิง,ทำงานไม่ตรงเวลาปกติ,ชุมพร,แรงงานในระบบ,คน
985,6744,2564,หญิง,งานไม่ต่อเนื่อง,ชุมพร,แรงงานในระบบ,คน
296,6745,2564,หญิง,ไม่มีวันหยุด,ชุมพร,แรงงานในระบบ,คน
302,6746,2564,หญิง,ลาพักผ่อนไม่ได้,ชุมพร,แรงงานในระบบ,คน
502,6747,2564,หญิง,ไม่มีสวัสดิการ,ชุมพร,แรงงานในระบบ,คน
1241,6748,2564,ชาย,ค่าตอบแทน,ชุมพร,แรงงานนอกระบบ,คน
650,6749,2564,ชาย,งานหนัก,ชุมพร,แรงงานนอกระบบ,คน
116,6750,2564,ชาย,ทำงานไม่ตรงเวลาปกติ,ชุมพร,แรงงานนอกระบบ,คน
