ประเภท,เนื้อที่สะสม,ภาค,รายละเอียด,_id,หน่วย,ปีเพาะปลูก,สภาพการเพาะปลูก,หมวดหมู่,จังหวัด,ลักษณะการใช้พื้นที่
นาปรัง,411415,เหนือ,เก็บเกี่ยว,176,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครสวรรค์,เก็บเกี่ยว
นาปรัง 2,,เหนือ,เก็บเกี่ยว,177,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,นครสวรรค์,เก็บเกี่ยว
พื้นที่คาดการณ์,3797,เหนือ,พื้นที่คาดการณ์,178,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครสวรรค์,พื้นที่คาดการณ์
พืชไร่,6459,เหนือ,ปลูก,179,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครสวรรค์,ปลูก 
พืชผัก,860,เหนือ,ปลูก,180,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,นครสวรรค์,ปลูก 
พื้นที่ชลประทาน,86180,เหนือ,พื้นที่ชลประทาน,181,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,อุตรดิตถ์,พื้นที่ชลประทาน
พื้นที่คาดการณ์,99135,เหนือ,พื้นที่คาดการณ์,182,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,พื้นที่คาดการณ์
นาปรัง,93976,เหนือ,ปลูก,183,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,ปลูก
นาปรัง 2,,เหนือ,ปลูก,184,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,ปลูก
นาปรัง,,เหนือ,เสียหาย,185,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,น้ำท่วม
นาปรัง,,เหนือ,เสียหาย,186,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,น้ำแล้ง
นาปรัง,,เหนือ,เสียหาย,187,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,"โรค,แมลง "
นาปรัง 2,,เหนือ,เสียหาย,188,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,น้ำท่วม 
นาปรัง 2,,เหนือ,เสียหาย,189,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,น้ำแล้ง 
นาปรัง 2,,เหนือ,เสียหาย,190,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,"โรค,แมลง "
นาปรัง,93976,เหนือ,เก็บเกี่ยว,191,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,เก็บเกี่ยว
นาปรัง 2,,เหนือ,เก็บเกี่ยว,192,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,อุตรดิตถ์,เก็บเกี่ยว
พื้นที่คาดการณ์,3748,เหนือ,พื้นที่คาดการณ์,193,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุตรดิตถ์,พื้นที่คาดการณ์
พืชไร่,2835,เหนือ,ปลูก,194,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุตรดิตถ์,ปลูก 
พืชผัก,,เหนือ,ปลูก,195,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,อุตรดิตถ์,ปลูก 
พื้นที่ชลประทาน,680371,เหนือ,พื้นที่ชลประทาน,196,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,กำแพงเพชร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,470871,เหนือ,พื้นที่คาดการณ์,197,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,พื้นที่คาดการณ์
นาปรัง,605569,เหนือ,ปลูก,198,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,ปลูก
นาปรัง 2,55695,เหนือ,ปลูก,199,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,ปลูก
นาปรัง,,เหนือ,เสียหาย,200,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,น้ำท่วม
นาปรัง,,เหนือ,เสียหาย,201,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,น้ำแล้ง
นาปรัง,,เหนือ,เสียหาย,202,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,"โรค,แมลง "
นาปรัง 2,,เหนือ,เสียหาย,203,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,น้ำท่วม 
นาปรัง 2,,เหนือ,เสียหาย,204,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,น้ำแล้ง 
นาปรัง 2,,เหนือ,เสียหาย,205,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,"โรค,แมลง "
นาปรัง,605569,เหนือ,เก็บเกี่ยว,206,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,เก็บเกี่ยว
นาปรัง 2,55695,เหนือ,เก็บเกี่ยว,207,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,กำแพงเพชร,เก็บเกี่ยว
พื้นที่คาดการณ์,18308,เหนือ,พื้นที่คาดการณ์,208,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กำแพงเพชร,พื้นที่คาดการณ์
พืชไร่,38156,เหนือ,ปลูก,209,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กำแพงเพชร,ปลูก 
พืชผัก,3372,เหนือ,ปลูก,210,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,กำแพงเพชร,ปลูก 
พื้นที่ชลประทาน,509284,เหนือ,พื้นที่ชลประทาน,211,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,พิษณุโลก,พื้นที่ชลประทาน
พื้นที่คาดการณ์,607058,เหนือ,พื้นที่คาดการณ์,212,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,พื้นที่คาดการณ์
นาปรัง,633134,เหนือ,ปลูก,213,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,ปลูก
นาปรัง 2,3275,เหนือ,ปลูก,214,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,ปลูก
นาปรัง,,เหนือ,เสียหาย,215,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,น้ำท่วม
นาปรัง,,เหนือ,เสียหาย,216,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,น้ำแล้ง
นาปรัง,,เหนือ,เสียหาย,217,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,"โรค,แมลง "
นาปรัง 2,,เหนือ,เสียหาย,218,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,น้ำท่วม 
นาปรัง 2,,เหนือ,เสียหาย,219,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,น้ำแล้ง 
นาปรัง 2,,เหนือ,เสียหาย,220,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,"โรค,แมลง "
นาปรัง,633134,เหนือ,เก็บเกี่ยว,221,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,เก็บเกี่ยว
นาปรัง 2,3275,เหนือ,เก็บเกี่ยว,222,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิษณุโลก,เก็บเกี่ยว
พื้นที่คาดการณ์,9208,เหนือ,พื้นที่คาดการณ์,223,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พิษณุโลก,พื้นที่คาดการณ์
พืชไร่,,เหนือ,ปลูก,224,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พิษณุโลก,ปลูก 
พืชผัก,,เหนือ,ปลูก,225,ไร่,2565/66,พืชไร่-พืชผัก,ข้าวนาปรัง,พิษณุโลก,ปลูก 
พื้นที่ชลประทาน,607100,เหนือ,พื้นที่ชลประทาน,226,ไร่,2565/66,พื้นที่ชลประทาน,ข้าวนาปรัง,พิจิตร,พื้นที่ชลประทาน
พื้นที่คาดการณ์,591013,เหนือ,พื้นที่คาดการณ์,227,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิจิตร,พื้นที่คาดการณ์
นาปรัง,476546,เหนือ,ปลูก,228,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิจิตร,ปลูก
นาปรัง 2,6210,เหนือ,ปลูก,229,ไร่,2565/66,นาปรัง,ข้าวนาปรัง,พิจิตร,ปลูก
