_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
1647,บริษัท ฮิรูตะ แอนด์ ซัมมิท จำกัด,2,2565
1648,บริษัท แสงศิริ กรุ๊ป จำกัด,2,2565
1649,บริษัท นิสชิน เอสทีซี ฟลาวมิลลิ่ง จำกัด,2,2565
1650,บริษัท ชาวเวอร์คิง แมนูแฟคเจอริ่ง จำกัด,2,2565
1651,บริษัท ซานเซน เซอิโค ไทย จำกัด,2,2565
1652,บริษัท ฮิวแมน อีเล็คโทรนิค (ไทยแลนด์) จำกัด,2,2565
1653,บริษัท นิวล็อง(ประเทศไทย) จำกัด,2,2565
1654,บริษัท เอ็น พี เอ็ม อัลลิแอนซ์ คาสติ้ง จำกัด,2,2565
1655,บริษัท อีโค่ อินฟินิค จำกัด,2,2565
1656,บริษัท ยูนิค เทคโนโลยี (ไทยแลนด์) จำกัด,2,2565
1657,บริษัท อุจิยามะ แมชชีนเนอรี่ (ประเทศไทย) จำกัด,2,2565
1658,บริษัท ชินโค เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,2,2565
1659,บริษัท แมคซิส อินดัสทรี(ประเทศไทย) จำกัด,2,2565
1660,บริษัท เอจเลส (ประเทศไทย) จำกัด,2,2565
1661,บริษัท พรีซิชั่น แคสติ้ง ซิสเต็มส์(ประเทศไทย) จำกัด,2,2565
1662,บริษัท ซัมเทค (ประเทศไทย) จำกัด,2,2565
1663,บริษัท ที.เอส. เคอีไอ (ประเทศไทย) จำกัด,2,2565
1664,บริษัท มิยามะ พรีซิชั่น (ประเทศไทย) จำกัด,2,2565
1665,บริษัท สยาม โคเค็น จำกัด,2,2565
1666,บริษัท ฟลูอิด-แบ็ก (เอเชีย) จำกัด,2,2565
1667,บริษัท ไดอะ เรซิบอน ( ไทยแลนด์ ) จำกัด,2,2565
1668,บริษัท แบรนด์ (1835) จำกัด,2,2565
1669,บริษัท เค.ที.อี จำกัด,2,2565
1670,บริษัท อิชิมิซุ อินดัสทรี (ไทยแลนด์) จำกัด,2,2565
1671,บริษัท เส-นอร์สห โลจิสติกส์ จำกัด,2,2565
1672,บริษัท โฮโย (ไทยแลนด์) จำกัด,2,2565
1673,บริษัท ไดวา ฮาร์เนส (ไทยแลนด์) จำกัด,2,2565
1674,บริษัท ไทยลอตเต้ จำกัด,2,2565
1675,บริษัท อนุรักษ์ วอเตอร์ ทรีทเมนท์ ฟาซิลิตี้ส์ จำกัด,2,2565
1676,บริษัท ทาพาโก้ โมลด์ จำกัด,2,2565
1677,บริษัท นิวคอนเซพท์ โปรดัคท์ จำกัด,2,2565
1678,บริษัท นิปปอน สตีล เคมิคอล แอนด์ แมททีเรียล (ไทยแลนด์) จำกัด,2,2565
1679,บริษัท ซากูไร เอ็มเอฟจี (ไทยแลนด์) จำกัด,2,2565
1680,บริษัท อินเตอร์คอนทิเนนทัล จิวเวลเลอรี่ แมนูแฟคเจอริ่ง จำกัด (มหาชน),2,2565
1681,บริษัท นากาคาวา เซอิซากุโจ (ประเทศไทย) จำกัด,2,2565
1682,บริษัท แน็บเทสโก้ พาวเวอร์ คอนโทรล (ไทยแลนด์) จำกัด,2,2565
1683,บริษัท อินเตอร์โรล (ประเทศไทย) จำกัด,2,2565
1684,บริษัท ชินเอ (ประเทศไทย) จำกัด,2,2565
1685,บริษัท ชินเมอิ อินดัสทรี (ประเทศไทย) จำกัด,2,2565
1686,บริษัท เซเลอเรส (ประเทศไทย) จำกัด,2,2565
1687,บริษัท ไทย เอได จำกัด,2,2565
1688,บริษัท ริก้า เจทีดับบลิว ฮีททรีทเม้นท์ จำกัด,2,2565
1689,บริษัท ยามาโตะ ฟิลเตอร์ (ไทยแลนด์) จำกัด,2,2565
1690,บริษัท อิเล็คทรอนิค โปรดัคท์ เซอร์วิสส์ (ประเทศไทย) จำกัด,2,2565
1691,บริษัท ไทย โทเน็กซ์ จำกัด,2,2565
1692,บริษัท ยามาโตะ อีสเทิร์น จำกัด,2,2565
1693,บริษัท อิชิมิซุ อินดัสทรี (ไทยแลนด์) จำกัด,2,2565
1694,บริษัท ไทย เอ็นดีเค จำกัด,2,2565
1695,บริษัท ทองเฮีย ฟาสเทอร์เนอร์ (ไทยแลนด์) จำกัด,2,2565
1696,บริษัท โทโมเอะ เอเชีย จำกัด,2,2565
1697,บริษัท ทังกาลอยด์ คัทติ้ง ทูล (ไทยแลนด์) จำกัด,2,2565
1698,บริษัท ไดเซ็น จำกัด,2,2565
1699,บริษัท แสงเจริญอีสเทิร์น กัลวาไนซ์ จำกัด,2,2565
1700,บริษัท เอสอีที (ไทยแลนด์) จำกัด,2,2565
1701,บริษัท ดีเอสเอ็ม นิวทริชั่นแนล โปรดักส์ (ประเทศไทย) จำกัด,2,2565
1702,บริษัท ฮิตาชิ แอสเตโม เอเชีย จำกัด,2,2565
1703,บริษัท ซี.เอส. (ประเทศไทย) จำกัด,2,2565
1704,บริษัท เมลเท็กซ์ เอเซีย (ประเทศไทย) จำกัด,2,2565
1705,บริษัท ฟลิวแอร์ (ไทยแลนด์) จำกัด,2,2565
1706,บริษัท ซันยู เดนโซ (ประเทศไทย) จำกัด,2,2565
1707,บริษัท มิตซุยไกรน์ติ้ง เทคโนโลยี (ประเทศไทย) จำกัด,2,2565
1708,บริษัท ทีดับบลิวที แมนูแฟคเจอร์ริ่ง จำกัด,2,2565
1709,บริษัท จอห์น ไวล์ สปริงส์ (ประเทศไทย) จำกัด,2,2565
1710,บริษัท ซากุระ อินดัสทรี้ (ประเทศไทย) จำกัด,2,2565
1711,บริษัท โมลิเมอร์ มาเท็กซ์ (ไทยแลนด์) จำกัด,2,2565
1712,บริษัท โตโยโบะ เคมิคอลส์ (ไทยแลนด์) จำกัด,2,2565
1713,บริษัท จีโอคลีมา เอเซีย จำกัด,2,2565
1714,บริษัท ดูโชลุ๊ค (สยาม) จำกัด,2,2565
1715,บริษัท ลิลลี่ โทเบก้า จำกัด,2,2563
1716,บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน),2,2563
1717,บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน),2,2563
1718,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานคอนกรีตผสมเสร็จ โรงงานชลบุรีคีรีนคร,2,2563
1719,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานคอนกรีตผสมเสร็จ โรงงานพานทอง (พานทอง 1),2,2563
1720,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานคอนกรีตผสมเสร็จ โรงงานอมตะนคร,2,2563
1721,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานคอนกรีตผสมเสร็จ โรงงานพานทอง 4,2,2563
1722,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานคอนกรีตผสมเสร็จ โรงงานปราจีนบุรี-รอบเมือง,2,2563
1723,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,2,2563
1724,บริษัท แน็ชเชอรัลรับเบอร์เธร็ด จำกัด,2,2563
1725,บริษัท ไทย ลาเท็กซ์ จำกัด,2,2563
1726,บริษัท จรูญสิงห์ เซอร์วิส จำกัด,2,2563
1727,บริษัท เจเอ็ม ลาเท็กซ์ จำกัด,2,2563
1728,บริษัท เซฟดีล จำกัด,2,2563
1729,บริษัท เอฟซี ลาบอราทอรี่ จำกัด,2,2563
1730,บริษัท พรเทพ อินเตอร์กรุ๊ป จำกัด,2,2563
1731,บริษัท ไทย เอสซีที จำกัด,2,2563
1732,บริษัท ฉัตรการช่าง แหลมฉบัง จำกัด,2,2563
1733,บริษัท เอสโซ่ (ประเทศไทย) จำกัด (มหาชน),2,2563
1734,บริษัท ชลาหาร จำกัด,2,2563
1735,บริษัท โอโว่ ฟู้ดเทค จำกัด,2,2563
1736,บริษัท เพิ่มพูน เพ้นท์ ออโตพาร์ท (2013) จำกัด,2,2563
1737,บริษัท ทีเอ็มดี ทูลส์ จำกัด,2,2563
1738,บริษัท ที.เอ็ม.ซี.อุตสาหกรรม จำกัด (มหาชน),2,2563
1739,บริษัท ยูซีไอโฟมเมอร์ (ประเทศไทย) จำกัด,2,2563
1740,บริษัท แสงหิรัญ วู้ด โปรดักส์ จำกัด,2,2563
1741,บริษัท ลัคกี้เวิลด์ กรุ๊ป จำกัด,2,2563
1742,บริษัท มิตซุย บุซซัน ออโตโมทีฟ (ประเทศไทย) จำกัด,2,2563
1743,บริษัท ไทยนิปปอน คอมโพเนนท์ จำกัด,2,2563
1744,บริษัท เอสแอล. คาร์โบรันดัม (ประเทศไทย) จำกัด,2,2563
1745,บริษัท ชิน ยอง ไทย เอ็นจิเนียริ่ง จำกัด,2,2563
1746,บริษัท วาซินเทค จำกัด,2,2563
1747,บริษัท ซี.อี.โอ.อินเตอร์เนชั่นแนล เวสต์ จำกัด,2,2563
1748,บริษัท คิงส์ เอ็นเนอร์จี แอนด์ เวซท์ โซลูชั่น จำกัด,2,2563
1749,บริษัท บียอนด์ แพ็คเกจจิ้ง จำกัด,2,2563
1750,บริษัท แอดวานซ์ เมทอล เซอร์วิส จำกัด,2,2563
1751,บริษัท ไพศาลสตีล จำกัด,2,2563
1752,บริษัท ดันล้อป แอดฮีซีฟส์ (ประเทศไทย) จำกัด,2,2563
1753,บริษัท วิริยะสหกล จำกัด,2,2563
1754,บริษัท เอ็นวีเล็กซ์ (ประเทศไทย) จำกัด,2,2563
1755,บริษัท แอดวานซ์ แมนูแฟคเจอริ่ง แอนด์ เซอร์วิส จำกัด,2,2563
1756,บริษัท ซี ไอ ที ซี เอ็นเตอร์ไพร้ซ์ (ไทย) จำกัด,2,2563
1757,บริษัท เทรเชอร์ โปรดักส์ จำกัด,2,2563
1758,บริษัท เอ็น พี เอ็ม อัลลิแอนซ์ คาสติ้ง จำกัด,2,2563
1759,บริษัท นิรมิตรขนส่ง 2003 จำกัด,2,2563
1760,ห้างหุ้นส่วนจำกัด ไออ้อน,2,2563
1761,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานนิคมเหมราช (นิคมเหมราช-บ่อวิน),2,2563
1762,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานจอมเทียน 1,2,2563
1763,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด โรงงานแหลมฉบัง-ทุ่งกราด 1,2,2563
1764,บริษัท ฮอนชวน เอฟดี แพ็คเกจจิ้ง จำกัด,2,2563
1765,บริษัท โคมาร์ค (ไทยแลนด์) จำกัด,2,2563
1766,บริษัท ซิงหวอไท่ จำกัด,2,2563
1767,บริษัท เอ เอฟ อี จำกัด,2,2563
1768,บริษัท เว่ย ฮาว โมลด์ จำกัด,2,2563
1769,บริษัท สเปเชี่ยลตี้ เนเชอรัล โปรดักส์ จำกัด,2,2563
1770,บริษัท อิชิมิซุ อินดัสทรี (ไทยแลนด์) จำกัด,2,2563
1771,บริษัท ศานติ กรีน แพค จำกัด,2,2563
1772,บริษัท วาโก้ศรีราชา จำกัด,2,2563
1773,บริษัท คาร์บอน เมจิก (ประเทศไทย) จำกัด,2,2563
1774,บริษัท เคแอนด์เค แพ็คเกจ (ประเทศไทย) จำกัด,2,2563
1775,บริษัท จาโนเม่ (ประเทศไทย) จำกัด,2,2563
1776,บริษัท จิ่ง เซิ่งไวร์ แมททีเรียล (ประเทศไทย) จำกัด,2,2563
1777,บริษัท จิ่ง เซิ่งไวร์ แมททีเรียล (ประเทศไทย) จำกัด,2,2563
1778,บริษัท จุฑาวรรณ โมลิเทค (ไทยแลนด์) จำกัด,2,2563
1779,บริษัท ชาล์ดอง (ประเทศไทย) จำกัด,2,2563
1780,บริษัท โชว่า ออโต้พาร์ท (ประเทศไทย) จำกัด,2,2563
1781,บริษัท ซานเซน เซอิโค ไทย จำกัด,2,2563
1782,บริษัท ซื่อฟ้าอุตสาหกรรม (ประเทศไทย) จำกัด,2,2563
1783,บริษัท ดับเบิ้ลยูบีแอลพี จำกัด,2,2563
1784,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,2,2563
1785,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,2,2563
1786,บริษัท โตโย เท็กซ์ไทล์ ไทย จำกัด,2,2563
1787,บริษัท ท้อป เทร็นด์ แมนูแฟคเจอริ่ง จำกัด,2,2563
1788,บริษัท ที แอนด์ เอ็ม แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2,2563
1789,บริษัท เท็กซ์ไทล์เพรสทีจ จำกัด (มหาชน),2,2563
1790,บริษัท โทรา 1010 จำกัด,2,2563
1791,บริษัท โทรี่ ไทย จำกัด,2,2563
1792,บริษัท ไทยอาซาฮี คาเซอิ สแปนเด็กซ์ จำกัด,2,2563
1793,บริษัท ไทยโคบาชิ จำกัด,2,2563
1794,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),2,2563
1795,บริษัท ไทยสเตเฟล็กซ์ จำกัด,2,2563
1796,บริษัท บางกอกโตเกียว ซ็อคส์ จำกัด,2,2563
1797,บริษัท เพค อินดัสทรีส์ จำกัด,2,2563
1798,บริษัท มอลเทน (ไทยแลนด์) จำกัด,2,2563
1799,บริษัท โมลด์ส ฟุรุตานิ (ไทยแลนด์) จำกัด,2,2563
1800,บริษัท ไมย์เออร์ อลูมิเนียม (ประเทศไทย) จำกัด,2,2563
1801,บริษัท ราชาอูชิโน จำกัด,2,2563
1802,บริษัท ริวะเทค (ไทยแลนด์) จำกัด,2,2563
1803,บริษัท โรฟุ (ประเทศไทย) จำกัด,2,2563
1804,บริษัท วรรณ สแคร๊พ จำกัด,2,2563
1805,บริษัท สหชลผลพืช จำกัด,2,2563
1806,บริษัท สหเซวา จำกัด,2,2563
1807,บริษัท อาซาฮี คาเซอิ สปันบอนด์ (ประเทศไทย) จำกัด,2,2563
1808,บริษัท อินเตอร์เนชั่นแนลเลทเธอร์แฟชั่น จำกัด,2,2563
1809,บริษัท เอส.ที. (ไทยแลนด์) จำกัด,2,2563
1810,บริษัท โอคุมะ อินด์ (ไทยแลนด์) จำกัด,2,2563
1811,บริษัท โอสถ อินเตอร์ แลบบอราทอรีส์ จำกัด,2,2563
1812,บริษัท ฮิรูตะ แอนด์ ซัมมิท จำกัด,2,2563
1813,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,2,2563
1814,บริษัท สตาร์-บอนด์ (ไทยแลนด์) จำกัด,2,2563
1815,บริษัท อีโค แมเนจเม้นท์ อินดัสเตรียล จำกัด,2,2563
1816,บริษัท เอเซีย รีไซเคิล แอนด์ เซอร์วิส จำกัด,2,2563
1817,บริษัท โคเน่เครนส์ (ไทยแลนด์) จำกัด,2,2563
1818,บริษัท สุขสมบูรณ์น้ำมันพืช จำกัด,2,2563
1819,บริษัท แสงเจริญอีสเทิร์น กัลวาไนซ์ จำกัด,2,2563
1820,บริษัท ยานากิซาวะ พรีซิชั่น (ไทยแลนด์) จำกัด,2,2563
1821,บริษัท ดีเอสเอ็ม นิวทริชั่นแนล โปรดักส์ (ประเทศไทย) จำกัด,2,2563
1822,บริษัท มิยามะ พรีซิชั่น (ประเทศไทย) จำกัด,2,2563
1823,บริษัท ฟูยิต้า ราชิ (ไทยแลนด์) จำกัด,2,2563
1824,บริษัท ซีออยล์ ปิโตรเคมีคอล จำกัด,2,2563
1825,บริษัท แอปโก ออโต้บอดี้ แอนด์ ดายส์ จำกัด,2,2563
1826,บริษัท อีสเทิน แมททีเรียล แอนด์ คอนกรีต จำกัด,2,2563
1827,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,2,2563
1828,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,2,2563
1829,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,2,2563
1830,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด,2,2563
1831,บริษัท ฮัวเหว่ย อินดัสเทรียล จำกัด,2,2563
1832,บริษัท ฮัวเหว่ย อินดัสเทรียล จำกัด,2,2563
1833,ห้างหุ้นส่วนจำกัด ชาลี รีไซเคิล,2,2563
1834,บริษัท เคอรี่ สยามซีพอร์ต จำกัด,2,2563
1835,บริษัท เคอรี่ สยามซีพอร์ต จำกัด,2,2563
1836,บริษัท อลูคอน จำกัด (มหาชน),2,2563
1837,บริษัท บูรณาพา กรุ๊ป จำกัด,2,2563
1838,บริษัท พีซีซีเอ แล็บบอราเทอรี่ จำกัด,2,2562
1839,บริษัท ตั้งเซียะปิงโลหะกิจ จำกัด,2,2562
1840,บริษัท สหเครน เวอร์วิส จำกัด,2,2562
1841,บริษัท ฮิวเทค (เอเชีย) จำกัด,2,2562
1842,บริษัท บี.เอ.ซี.เทค จำกัด,2,2562
1843,บริษัท เอ๊กซ์เท็นซีฟว์ รีเสิร์ช โพลีเมอร์ส จำกัด,2,2562
1844,บริษัท เอส.วาย.เค.แฟคตอรี่ แอนด์ โปรดักส์ จำกัด,2,2562
1845,บริษัท สามเจริญพาเลต จำกัด,2,2562
1846,บริษัท เอสเลนไทย จำกัด,2,2562
1847,บริษัท โซโนโค (ประเทศไทย) จำกัด,2,2562
1848,บริษัท อีอาร์พี คอมปาวด์ จำกัด,2,2562
1849,บริษัท โค้วชั่งเอี๊ยะอุตสาหกรรมแป้งมันและสาคู จำกัด,2,2562
1850,บริษัท ทีดับเบิ้ลยู แพ็คเกจจิ้ง จำกัด,2,2562
1851,บริษัท คิชิโมโต อินดัสตรี (ประเทศไทย) จำกัด,2,2562
1852,บริษัท วาลเมท จำกัด,2,2562
1853,บริษัท โซโนโค (ประเทศไทย) จำกัด,2,2562
1854,บริษัท ตั้งเซียะปิง โลหะกิจ จำกัด,2,2562
1855,บริษัท แวนเทค เอ็ม.เอฟ จำกัด,2,2562
1856,บริษัท น้ำตาลนิวกว้างสุ้นหลี จำกัด,2,2562
1857,บริษัท เอ็นเนอร์ยี่ เพอร์เฟค จำกัด,2,2562
1858,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,2,2562
1859,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),2,2562
1860,บริษัท ไฮมิก จำกัด,2,2562
1861,บริษัท น้ำปลาพิไชย จำกัด,2,2562
1862,บริษัท กันกุล โซล่าร์ พาวเวอร์ 2 จำกัด,2,2562
1863,บริษัท เอ.เจ.พลาสท์ จำกัด (มหาชน),2,2562
1864,บริษัท คิงส์ แพ็ค อินดัสเตรียล จำกัด,2,2562
1865,บริษัท พี เอส ซี สตาร์ช โปรดักส์ จำกัด (มหาชน),2,2562
1866,บริษัท ซัน-เอ็น (ไทยแลนด์) จำกัด,2,2562
1867,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน),2,2562
1868,บริษัท เอสเอ็ม-ไซโคล (ไทยแลนด์) จำกัด,2,2562
1869,บริษัท บี.ที.โอโต้พาร์ต จำกัด,2,2562
1870,บริษัท บี.ที.โอโต้พาร์ต จำกัด,2,2562
1871,บริษัท ลิลลี่ โทเบก้า จำกัด,2,2562
1872,บริษัท จัสมิน เอ็นไวรอนเม้นท์ จำกัด,2,2562
1873,บริษัท ยูนิเวอร์แซล วอเตอร์ เคมิคอล แอนด์ โซลูชั่นส์ จำกัด,2,2562
1874,บริษัท ยูนิเวอร์แซล โปรเซส เคมิคอล แอนด์ อีควิปเม้นต์ เซอร์วิส จำกัด,2,2562
1875,เปาเหล่ากง,2,2562
1876,วิสาหกิจชุมชนกลุ่มแม่บ้านเกษตรกรสิบเอ็ดร่วมใจ,2,2562
1877,บริษัท คอร์ดสแตรป (ประเทศไทย) จำกัด,2,2562
1878,บริษัท แคร์เท็กซ์ เอเซีย จำกัด,2,2562
1879,บริษัท ยุโรดรัม (ประเทศไทย) จำกัด,2,2562
1880,บริษัท ซีเค รีเจน ซิสเต็มส์ จำกัด,2,2562
1881,บริษัท ไดโดะ สตีล (ประเทศไทย) จำกัด,2,2562
1882,บริษัท คิงส์แบ็ก จำกัด,2,2562
1883,บริษัท ไทย อุย ไซเคน จำกัด,2,2562
1884,บริษัท พีซีซีเอ แล็บบอราเทอรี่ จำกัด,2,2564
1885,บริษัท แซฟฟรอน แลบบอราทอรีส์ จำกัด,2,2564
1886,บริษัท เอ็กซ์เท็นซีฟว์ รีเสิร์ช โพลีเมอร์ จำกัด,2,2564
1887,บริษัท อีอาร์พี คอมปาวด์ จำกัด,2,2564
1888,บริษัท ทีดับเบิ้ลยู แพ็คเกจจิ้ง จำกัด,2,2564
1889,บริษัท เอ.เจ.พลาสท์ จำกัด (มหาชน),2,2564
1890,บริษัท ไทย อุย ไซเคน จำกัด,2,2564
1891,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน),2,2564
1892,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน),2,2564
1893,บริษัท น้ำปลาพิไชย จำกัด,2,2564
1894,บริษัท บอนกาแฟ (ประเทศไทย) จำกัด,2,2564
1895,บริษัท ซัน-เอ็น (ไทยแลนด์) จำกัด,2,2564
1896,บริษัท เอสเอ็ม-ไซโคล (ไทยแลนด์) จำกัด,2,2564
1897,บริษัท แอดวานซ์ เอเลเวเทอร์ เซอร์วิส จำกัด,2,2564
1898,บริษัท ฮิวเทค (เอเชีย) จำกัด,2,2564
1899,บริษัท เจทีเอส อลูมิเนียม แอนด์ เมทเทิล จำกัด,2,2564
1900,บริษัท บี.ที.โอโต้พาร์ต จำกัด,2,2564
1901,บริษัท บี.ที.โอโต้พาร์ต จำกัด,2,2564
1902,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),2,2564
1903,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด,2,2564
1904,บริษัท สเตท คอนสตรัคชั่น จำกัด,2,2564
1905,บริษัท น้ำตาลนิวกว้างสุ้นหลี จำกัด,2,2564
1906,บริษัท ชลบุรี คลีน เอ็นเนอร์ยี่ จำกัด,2,2564
1907,บริษัท แวนเทค เอ็ม.เอฟ จำกัด,2,2564
1908,บริษัท ไทยโพลีเอสเตอร์ จำกัด,2,2564
1909,บริษัท ชาญมั่นคง จำกัด,2,2564
1910,บริษัท ชลประทานคอนกรีต จำกัด,2,2564
1911,บริษัท เอเซียผลิตภัณฑ์ซีเมนต์ จำกัด,2,2564
1912,บริษัท ซันคิน (ประเทศไทย) จำกัด,2,2566
1913,บริษัท พาโช่ (ประเทศไทย) จำกัด,2,2566
1914,บริษัท ยูนิคัล เวิร์คส์ จำกัด,2,2566
1915,บริษัท คิยะ คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,2,2566
1916,บริษัท นิชิกุระ (ประเทศไทย) จำกัด,2,2566
1917,บริษัท ชินบะ ไอรอน เวิร์ค (ประเทศไทย) จำกัด,2,2566
1918,บริษัท กรุงไทยอาหาร จำกัด (มหาชน),2,2566
1919,บริษัท ซัน ออโตโมทีฟ (ไทยแลนด์)จำกัด,2,2566
1920,บริษัท สโคว์ มอเตอร์ จำกัด,2,2566
1921,บริษัท เทย์ก้า (ไทยแลนด์) จำกัด,2,2566
1922,บริษัท โตโย อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด,2,2566
1923,บริษัท สามเจริญพาเลต จำกัด,2,2566
1924,บริษัท โตไก โคเกียว เซกิ (ประเทศไทย) จำกัด,2,2566
1925,บริษัท สยาม ซันโยกิกิ จำกัด,2,2566
1926,บริษัท สกาเนม กรุงเทพ จำกัด,2,2566
1927,บริษัท ดันล้อป แอดฮีซีฟส์ (ประเทศไทย) จำกัด,2,2566
1928,บริษัท ฮอนด้า เอ็นจิเนียริ่ง เอเชี่ยน จำกัด,2,2566
1929,บริษัท เกียวริซู คิเด็น ฟุจิ (ประเทศไทย) จำกัด,2,2566
1930,บริษัท เอ็กซ์อะลอย เอเชีย (ประเทศไทย) จำกัด,2,2566
1931,บริษัท โทโก ทูล แอนด์ ดาย จำกัด,2,2566
1932,บริษัท ออโต้ เม็ททอล จำกัด,2,2566
1933,บริษัท มารูยาม่า เอ็มเอฟจี (ประเทศไทย) จำกัด,2,2566
1934,บริษัท ฮิโรเซอิ (ไทยแลนด์) จำกัด,2,2566
1935,บริษัท อันริทสึ อินฟิวิส (ประเทศไทย) จำกัด,2,2566
1936,บริษัท มารูเทค (ประเทศไทย) จำกัด,2,2566
1937,บริษัท ที เอ็น ดี ฟู้ดส์ อินดัสตรีย์ จำกัด,2,2566
1938,บริษัท โคมาร์ค (ไทยแลนด์) จำกัด,2,2566
1939,บริษัท ออโต้ เม็ททอล จำกัด,2,2566
1940,บริษัท เซะนิยะ (ไทยแลนด์) จำกัด,2,2566
1941,บริษัท โคโย มาร์เก็ตติ้ง แอนด์ โปรเซสซิ่ง เอเชีย จำกัด,2,2566
1942,บริษัท ซีเอสเค พลาสติก จำกัด,2,2566
1943,บริษัท โกเซ็น (ประเทศไทย) จำกัด,2,2566
1944,บริษัท เอสซี วาโด จำกัด,2,2566
1945,บริษัท เอสซี วาโด จำกัด,2,2566
1946,บริษัท โนะฮาราเด็นเคน (ประเทศไทย) จำกัด,2,2566
1947,บริษัท อินเตอร์เฟส โซลูชั่น จำกัด,2,2566
1948,บริษัท เอ็นอีไอเอส (ประเทศไทย) จำกัด,2,2566
1949,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),2,2566
1950,ห้างหุ้นส่วนจำกัด 5 เสือ เอ็นจิเนียริ่ง,2,2566
1951,บริษัท เอสพีเค บางกอก จำกัด,2,2566
1952,บริษัท จี้ เม่า รับเบอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,2,2566
1953,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,2,2566
1954,บริษัท ฟูคุโยะ เทคโนส จำกัด,2,2566
1955,บริษัท อนุรักษ์ วอเตอร์ ทรีทเมนท์ ฟาซิลิตี้ส์ จำกัด,2,2566
1956,บริษัท ไทย เซ็มคอน จำกัด,2,2566
1957,บริษัท ซิก้า (ประเทศไทย) จำกัด,3,2564
1958,บริษัท แอดวานเนคซ์ (ประเทศไทย) จำกัด,3,2564
1959,บริษัท ศารายา เอ็มเอฟจี (ไทยแลนด์) จำกัด,3,2564
1960,บริษัท โทอะโกเซ (ประเทศไทย) จำกัด,3,2564
1961,บริษัท เฟิร์สวัสดุวิทยาศาสตร์ (ประเทศไทย) จำกัด,3,2564
1962,บริษัท จีเอฟพีที นิชิเร (ประเทศไทย) จำกัด,3,2564
1963,บริษัท อดัมแพค (ประเทศไทย) จำกัด,3,2564
1964,บริษัท พยนต์มารีนเซอร์วิส จำกัด,3,2564
1965,บริษัท เวฟ เครสท์ (ประเทศไทย) จำกัด,3,2564
1966,บริษัท อัลไลแอนซ์ ลอนดรี้ (ประเทศไทย) จำกัด,3,2564
1967,บริษัท โฟมเทค อินเตอร์เนชั่นแนล จำกัด,3,2564
1968,บริษัท นิฟโก้ (ไทยแลนด์) จำกัด,3,2564
1969,บริษัท หยวนเด้น อินดัสเตรียล จำกัด,3,2564
1970,บริษัท ไทย คีทาฮารา จำกัด,3,2564
1971,บริษัท ไทยดีเอนทีเพนท์ จำกัด,3,2564
1972,บริษัท วัฒนพันธุ์แพคเกจจิ้งซิสเท็ม จำกัด,3,2564
1973,บริษัท มิเอะ เซกิ (ประเทศไทย) จำกัด,3,2564
1974,บริษัท มาคิตะ แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด,3,2564
1975,บริษัท อมตะ ฟาซิลิตี้ เซอร์วิส จำกัด,3,2564
1976,บริษัท เอจีซี เทคโน กลาส (ประเทศไทย) จำกัด,3,2564
