ประเภทโรงงาน,จำนวน,_id,ปี,ชื่อโรงงาน,ทะเบียนโรงงาน,อำเภอ,รายการ,หน่วย
โรงงานคอนกรีตผสมเสร็จ ,1,173,2567,"บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด 
(โรงงานคอนกรีตผสมเสร็จ ลำพูน 2)",20510016625554 [จ3-58(1)-166/55ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,174,2567,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),20510300125469 [จ3-58(1)-1/46ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,175,2567,บริษัท ลำพูนพัฒนา จำกัด,20510023825577 [จ3-58(1)-238/57ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,176,2567,บริษัท ลำพูนพัฒนา จำกัด,20510000425375 [จ3-58(1)-4/37ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,177,2567,บริษัท ลำพูน คอนกรีต จำกัด,20510000825509 [จ3-58(1)-8/50ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,178,2567,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด,20510000925358 {จ3-58(1)-9/35ลพ},เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,179,2567,บริษัท แอล.พี.ซี.อินดัสเทรียล จำกัด ,10510000125282 {จ3-58(1)-1/28ลพ},เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,180,2567,ติรวัฒนา ,10510200125322 [3-58(1)-1/32ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,181,2567,บริษัท พี-มิกซ์ โปรดักส์ จำกัด ,20510364525646 [จ3-58(1)-143/64ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,182,2567,ห้างหุ้นส่วนจำกัด ธนะชัย แอสโซซิเอท ,20510025025580 [จ3-58(1)-250/58ลพ] ,เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,183,2567,บริษัท เชียงใหม่ มีโชค จำกัด,20510000125561 [จ3-50(4)-1/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,184,2567,บริษัท เชียงใหม่ทวีผล คอนสตรัคชั่น จำกัด,20510002425563 [จ3-50(4)-24/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,185,2567,บริษัท พีซีเอ็น คอร์ป จำกัด (มหาชน),20510000625511 [จ3-50(4)-6/51ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,186,2567,บริษัท ล้านนาซีวิลเอ็นจิเนียริ่ง จำกัด,20510002325573 [จ3-50(4)-23/57ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,187,2567,ห้างหุ้นส่วนจำกัด เชียงใหม่สำราญการโยธา,20510005425602 [จ3-50(4)-54/60ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,188,2567,บริษัท ลิขิตทรานสปอร์ต จำกัด,20510007925625 [จ3-50(4)-57/62ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,189,2567,นางวัชรินทร์ ดอกไม้พุ่ม,20510300125402 [จ3-56-1/40ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,190,2567,บริษัท ไพโอเนีย ไฮ-เบรด (ไทยแลนด์) จำกัด ,10510002325526 [3-2(1)-23/52ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,191,2567,บริษัท ไพโอเนีย ไฮ-เบรด (ไทยแลนด์) จำกัด ,20510001925597 [จ3-2(1)-19/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,192,2567,บริษัท เฮง บิลเลี่ยน กรุ๊ป จำกัด ,10510002625552 (3-2(1)-26/55ลพ),เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,193,2567,บริษัท เอราวัณบรรจุภัณฑ์ จำกัด,20510001025539 (จ3-39-10/53ลพ) ,เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,194,2567,ห้างหุ้นส่วนจำกัด ลำพูน ดี เอส ฟู๊ด, 20510001525496(จ3-2(1)-15/49ลพ),เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,195,2567,บริษัท นานาฟรุ้ต จำกัด,20510000925655 [จ3-8(1)-1/65ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,196,2567,บริษัท ฟูหวัง จำกัด,10510001525613 [3-2(1)-15/61ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,197,2567,บริษัท เอส แอนด์ เจ โปรดักท์ จำกัด,20510000425409 [จ3-2(1)-4/40ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,198,2567,บริษัท ชิตา ออร์แกนิค ฟู้ด จำกัด,10510000425609 [3-13(2)-4/60ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,199,2567,บริษัท 168 จำกัด,20510000225403 [จ3-2(1)-2/40ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,200,2567,บริษัท หลานหยวน จำกัด,20510003525619 [จ3-2(1)-35/61ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,201,2567,บริษัท คิงส์ฟู้ด เอ็นเทอไพรซ จำกัด,10510000125324 [3-2(1)-1/32ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,202,2567,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด ,20510017725551 [จ3-58(1)-177/55ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,203,2567,บริษัท อุดมศักดิ์เชียงใหม่ จำกัด,20510276925645 [จ3-50(4)-28/64ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,204,2567,บริษัท 556 จำกัด ,20510006025567(จ3-2(1)-60/56ลพ),ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,205,2567,บริษัท เจ้าวัฒนพงศ์ จำกัด ,20510000225536 [จ3-2(1)-2/53ลพ]	,บ้านโฮ่ง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,206,2567,บริษัท เคลลี่ เกษตรภัณฑ์ จำกัด,20510000125439 [จ3-2(1)-1/43ลพ],บ้านโฮ่ง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,207,2567,บริษัท เค.วาย.พี.ธุรกิจเกษตร จำกัด,20510002025488 [จ3-2(1)-20/48ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,208,2567,บริษัท เฉียน ซิง จำกัด,20510000425466 [จ3-2(1)-4/46ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,209,2567,บริษัท เฉียน ซิง จำกัด,20510001725609 [จ3-2(1)-17/60ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,210,2567,บริษัท ไทย โทน อินเตอร์แนลชั่นนอล เทรด จำกัด,20510001625510 [จ3-2(1)-16/51ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,211,2567,ห้างหุ้นส่วนจำกัด ทองคอนส์ซัพพลาย ,20510011925587 [จ3-58(1)-119/58ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,212,2567,บริษัท คอนกรีต 881 จำกัด,20510066825641 [จ3-58(1)-12/64ลพ],บ้านธิ,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,213,2567,บริษัท ภาคเหนือวัสดุก่อสร้าง จำกัด,20510100225618 [จ3-50(4)-2/61ลพ],บ้านธิ,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,214,2567,บริษัท ฟีเตอร์ อินเตอร์ โปรดักส์ จำกัด,10510000125407	 [3-15(2)-1/40ลพ],แม่ทา,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
