_id,ปี,ชื่อโรงงาน,ประกอบกิจการ,อำเภอ,จังหวัด,ผู้ประกอบการ
268,2566,บริษัท ศักดาพร จำกัด,ผสมคอนกรีตสำเร็จ และทำผลิตภัณฑ์คอนกรีต,เด่นชัย,แพร่,บริษัท ศักดาพรจำกัด
269,2566,ห้างหุ้นส่วนจำกัด โชคขจรคอนกรีต,ผลิตคอนกรีตผสมเสร็จ,เด่นชัย,แพร่,ห้างหุ้นส่วนจำกัด โชคขจรคอนกรีต
270,2566,บริษัท ผลิตภัณฑ์และวัสดุก่อสร้าง จำกัด,ผลิตคอนกรีตผสมเสร็จ,เด่นชัย,แพร่,บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด
271,2566,ผลสมบูรณ์,เกี่ยวกับผลิตผลเกษตรกรรม เช่น ต้นหน่อไม้อัดปี๊บ บดย่อยหัวพืชเก็บรักษาผลิตผลจากพืช กระเทาะเมล็ดพืช ร่อนล้างแยกขนาด ฯลฯ,เด่นชัย,แพร่,นายวทัญญู สมบูรณ์เถกิง
272,2566,แสวงชัยเฟอร์นิเจอร์,ทำวงประตู-หน้าต่าง บานประตู-หน้าต่าง และทำเครื่องเรือนจากไม้,เด่นชัย,แพร่,นางสีดา เรือนคำ
273,2566,สหกรณ์บริการผลิตภัณฑ์รากไม้ไทยจำกัด,ทำส่วนประกอบที่ทำด้วยไม้ของอาคาร ทำเครื่องเรือนและเครื่องตบแต่งภายในอาคารจากไม้,เด่นชัย,แพร่,สหกรณ์บริการผลิตภัณฑ์รากไม้ไทยจำกัด
274,2566,กิติศักดิ์ค้าไม้,ทำเครื่องเรือน เครื่องตกแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตู หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และเครื่องใช้จากไม้,เด่นชัย,แพร่,นายสุพสิษฐ์ กันทะกะ
275,2566,,ทำเครื่องเรือน เครื่องใช้ เครื่องใช้ในครัวเรือน และส่วนประกอบของอาคารบ้านเรือน จากไม้,เด่นชัย,แพร่,นางเทียนทอง สุริวงศ์
276,2566,ห้างหุ้นส่วนจำกัด โต๊ะนักเรียนแพร่,แปรรูปไม้เพื่อทำเครื่องเรือน เครื่องใช้ ส่วนประกอบของอาคารบ้านเรือน เช่น โต๊ะ เก้าอี้ เตียง ลูกไม้กลึง ฯลฯ,เด่นชัย,แพร่,ห้างหุ้นส่วนจำกัด โต๊ะนักเรียนแพร่
277,2566,,ทำเครื่องเรือน และเครื่องใช้ เช่น โต๊ะ เก้าอี้ นักเรียน ฯลฯ จากไม้ เหล็ก,เด่นชัย,แพร่,นางสาวนิตยา คำเหลือง
278,2566,บริษัท เอสดีพีไออินดัสตรี้ จำกัด,ผลิตหมอนคอนกรีตรถไฟ,เด่นชัย,แพร่,บริษัท เอสดีพีไออินดัสตรี้ จำกัด
279,2566,ท่าทรายเวียน,ขุดทราย,เด่นชัย,แพร่,นายเวียน กาศเจริญ
280,2566,นางสาวมาลา เรือนคำ,ดูดทราย-กรวด,เด่นชัย,แพร่,นางสาวมาลา เรือนคำ
281,2566,ท่าทรายนิติ(หวิง),ดูดทราย,เด่นชัย,แพร่,นางสมพิศ ผูกจิต
282,2566,ท่าทรายสุบิน,ดูดทราย คัดกรวดทราย,เด่นชัย,แพร่,นาย สุบิน ยินดี
283,2566,ธีระเฟอร์นิเจอร์,แปรรูปไม้เพื่อผลิตเฟอร์นิเจอร์เครื่องใช้และเครื่องใช้ในครัวเรือนจากไม้,เด่นชัย,แพร่,นายธีระ เวียงทอง
284,2566,นายประสิทธิ์ มุดเจริญ,แปรรูปไม้ อบไม้ ไสไม้ ซอยไม้ คิ้วบัวปาร์เก้ ไม้พื้น ไม้รางลิ้น วงกบประตู-หน้าต่าง ฯลฯ,เด่นชัย,แพร่,นางสิริการย์ ธรรมศรีโรจน์
285,2566,,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคารบ้านเรือน จากไม้,เด่นชัย,แพร่,นางพยอม ป่าหวาย
286,2566,ศิราณีเฟอร์นิเจอร์,แปรรูปไม้เพื่อผลิตเฟอร์นิเจอร์เครื่องเรือน เครื่องใช้ ส่วนประกอบของอาคารที่ทำจากไม้,เด่นชัย,แพร่,นางศิราณี โปร่งใจ
287,2566,บริษัท ทรัพย์เกวียนทอง จำกัด,อบเมล็ดพืช และเก็บเมล็ดพืชในไซโล โกดัง,สอง,แพร่,บริษัท ทรัพย์เกวียนทอง จำกัด
288,2566,ศิริโชคไพศาลอบพืช,อบเมล็ดพืช และเก็บเมล็ดพืชในโกดัง ไชโล,สอง,แพร่,บริษัท สิริโชคไพศาลอโกร จำกัด
289,2566,บริษัท ทรัพย์เกวียนทอง จำกัด,สีข้าว,สอง,แพร่,บริษัท ทรัพย์เกวียนทอง จำกัด
290,2566,แก่งเสือเต้นโปรดักส์,ทำเครื่องใช้จากไม้ฉำฉาท่อนและไม้ยางพาราแปรรูป,สอง,แพร่,ห้างหุ้นส่วนจำกัด แก่งเสือเต้นโปรดักส์
291,2566,บริษัท แพร่วิศวกรรม จำกัด,ทำคอนกรีตผสมเสร็จ,สอง,แพร่,ห้างหุ้นส่วนจำกัด แพร่วิศวกรรม
292,2566,บริษัท คชาธารก่อสร้าง จำกัด,ร่อนคัดกรวดทราย,สอง,แพร่,บริษัท คชาธารก่อสร้าง จำกัด
293,2566,สองฝั่งยม,คัดกรวดทราย,สอง,แพร่,นายสงกรานต์ การินตา
294,2566,แพร่บุญดำรง,ดูดทราย,สอง,แพร่,ห้างหุ้นส่วนจำกัด ลุ่มทรายทอง88
295,2566,ท่าทรายสองฝั่งยม,ดูด ขุด กรวดทราย,สอง,แพร่,นายสมนึก ศรีปัญญา นายสงกรานต์ การินตา
296,2566,ลูกน้ำยม 2,ขุดทราย ดูดทรายในแม่น้ำ,สอง,แพร่,นายนิยม การินตา
297,2566,,ทำน้ำแข็งก้อนเล็ก กำลังการผลิต 10 ตัน / 24 ชั่วโมง,สอง,แพร่,นายวิทยากร  พูนลาภสวัสดิ์
298,2566,บริษัท พี.แอล.เอ็น.ชิพแอนด์เพลเลท จำกัด,บด สบ ย่อยไม้และเศษวัชพืช,สอง,แพร่,บริษัท พี.แอล.เอ็น.ชิพแอนด์เพลเลท จำกัด
299,2566,บริษัท เวียงพระลอการเกษตร จำกัด,อบพืชหรือเมล็ดพืช,สอง,แพร่,นายอุกฤษฏ์ นิติกาญจนา
300,2566,ห้างหุ้นส่วนจำกัด เอฟ.พี. ศิลาคอนสตรัคชั่น,คัด ร่อน แยก กรวด ทราย,สอง,แพร่,บริษัท กรุงเทพฯ เอเชีย ดีเวลล็อปเม้นท์ จำกัด
301,2566,,ผลิตน้ำแข็งหลอด (กำลังการผลิต 20 ตัน/วัน),สอง,แพร่,นางศุลีพร ขาวสะอาด
302,2566,,เลื่อยไม้,สอง,แพร่,นายเชาว์วิวัฒน์ เชาว์เสาวภา
303,2566,วิสาหกิจชุมชนใจงามแปรรูปไม้,ผลิตชิ้นไม้สับจากไม้ยางพารา และไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย,สอง,แพร่,วิสาหกิจชุมชนใจงามแปรรูปไม้
304,2566,บริษัท พีทีเค 16 จำกัด,แปรรูปไม้เพื่อประดิษฐกรรม เช่น พื้นไม้แปรรูป ปาเก้,สอง,แพร่,บริษัท พีทีเค 16 จำกัด
305,2566,,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สอง,แพร่,นายดวงทิตย์ ทองจิต
306,2566,บริษัท รางเงิน โซลูชั่น จำกัด (สาขาเตาปูน),โรงผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ ขนาดกำลังผลิต 8 เมกะวัตต์,สอง,แพร่,บริษัท รางเงิน โซลูชั่น จำกัด (สาขาเตาปูน)
307,2566,,ดูดทราย กรวดในแม่น้ำยม,สอง,แพร่,นางสุขใจ สุขโขชัยยะกิจ
308,2566,ท่าทรายแพร่พุ่มทรัพย์,ขุด ดูด กรวดทราย ในแม่น้ำ,สอง,แพร่,นางพลับพลึง พุ่มพวง
309,2566,พุ่มพวงทรัพย์คอนกรีต,ทำคอนกรีตผสมเสร็จ,สอง,แพร่,นางพลับพลึง พุ่มพวง
310,2566,,ดูดกรวด ทราย,สอง,แพร่,นายนิยม การินตา
311,2566,นายวิเชียร ประทีปทิพย์,ทำน้ำแข็งก้อนเล็ก,สอง,แพร่,นายวิเชียร ประทีปทิพย์
312,2566,,บดล้าง พลาสติก,สอง,แพร่,นายเอกชัย กาญจนะ
313,2566,รุ่งโรจน์ พืชผล,อบพืช หรือเมล็ดพืช เช่น ข้าวโพด ถั่วเหลือง ข้าว ฯลฯ,วังชิ้น,แพร่,นายวิโรจน์ เครื่อคำ
314,2566,โรงน้ำแข็งวังชิ้น,ทำน้ำแข็งก้อนเล็ก,วังชิ้น,แพร่,นางสาวประคอง แซ่จาง
315,2566,รุ่งโรจน์พืชผล,บด สับ ย่อย เศษไม้และสิ่งปฎิกูลไม้,วังชิ้น,แพร่,นางศิริรัตน์ เครือคำ
316,2566,ห้างหุ้นส่วนจำกัด วังเงินค้าวัสดุก่อสร้าง,ทำคอนกรีตผสมเสร็จ,วังชิ้น,แพร่,บริษัท วังเงินค้าวัสดุก่อสร้าง จำกัด
317,2566,อำนวยอิฐบล็อก,ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตผสมเสร็จ,วังชิ้น,แพร่,บริาัท อำนวยคอนสตรัคชั่น จำกัด
318,2566,สหกรณ์การเกษตรวังชิ้น จำกัด,สีข้าว และเก็บรักษาในไซโลโกดัง,วังชิ้น,แพร่,สหกรณ์การเกษตรวังชิ้น จำกัด
319,2566,สหกรณ์บริการผลิตภัณฑ์ไม้นาพูน จำกัด,ทำเฟอร์นิเจอร์ และเครื่องใช้จากไม้,วังชิ้น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้นาพูน จำกัด
320,2566,บริษัท แพร่ เปเปอร์ จำกัด,"ผลิตกระดาษจากไม้ไผ่ เช่น กระดาษไหว้เจ้า ได้ปีละ 250,000 ลูกบาศก์เมตร",วังชิ้น,แพร่,บริษัท แพร่เปเปอร์ จำกัด
321,2566,บริษัท โคลเวอร์ พาวเว่อร์ จำกัด,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงชีวมวล 9.4 เมกะวัตต์,วังชิ้น,แพร่,บริษัท โคลเวอร์ เพาเวอร์ จำกัด (มหาชน)
322,2566,สหกรณ์บริการผลิตภัณฑ์ไม้แม่พุง จำกัด,ทำเฟอร์นิเจอร์ เครื่องตกแต่งภายในอาคาร เครื่องใช้ในครัวเรือน ส่วนประกอบของอาคาร บ้านถอดประกอบ และซ้อมถอดประกอบ จากไม้,วังชิ้น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้แม่พุง จำกัด
323,2566,ห้างหุ้นส่วนจำกัด ส.ศิริรัตน์,ทำไม้ตะเกียบ ไม้เสียบผลไม้ ไม้เสียบลูกชิ้น,วังชิ้น,แพร่,ห้างหุ้นส่วนจำกัด ส.ศิริรัตน์
324,2566,สหกรณ์การเกษตรหนวงม่วงไข่ จำกัด,อบ ร่อน คัด เมล็ดพืช,หนองม่วงไข่,แพร่,สหกรณ์การเกษตรหนวงม่วงไข่ จำกัด
325,2566,ห้างหุ้นส่วนจำกัด นิคมวัฒนา,ร่อน คัดแยก กรวดและทราย,หนองม่วงไข่,แพร่,ห้างหุ้นส่วนจำกัด นิคมวัฒนา
326,2566,ท่าทรายห้างหุ้นส่วนจำกัดนิคมวัฒนา จำกัด สาขาที่ 1,ดูดทรายกรวดในแม่น้ำ,หนองม่วงไข่,แพร่,ห้างหุ้นส่วนจำกัด นิคมวัฒนา
327,2566,ห้างหุ้นส่วนจำกัด แพร่เริงชัยก่อสร้าง,ดูดทราย,หนองม่วงไข่,แพร่,ห้างหุ้นส่วนจำกัด แพร่เริงชัยก่อสร้าง
328,2566,ภูมิเเจริญทรัพย์,ผลิตน้ำแข็งหลอด,หนองม่วงไข่,แพร่,นายธีระวัฒน์ จันเสนา
329,2566,สถานีบ่มใบยาแม่คำมี,บ่มใบยาสูบ และอบพืชหรือเมล็ดพืช,หนองม่วงไข่,แพร่,นายมงคล กันทาธรรม
330,2566,ฉัตรทองก่อสร้าง,ทำคอนกรีตผสมเสร็จ,หนองม่วงไข่,แพร่,นายวรรณะ ทิพย์กำเนิด
331,,,,,,
332,,,,,,
