VALUE,AREA,SOURCE,_id,SEX,UNIT,REGION,YEAR
12.80,รวม,สำนักงานสถิติแห่งชาติ,444,ชาย,ร้อยละ,ภาคใต้,2560
13.50,รวม,สำนักงานสถิติแห่งชาติ,445,หญิง,ร้อยละ,ภาคใต้,2560
3.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,446,รวม,ร้อยละ,ภาคใต้,2560
3.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,447,ชาย,ร้อยละ,ภาคใต้,2560
4.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,448,หญิง,ร้อยละ,ภาคใต้,2560
9.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,449,รวม,ร้อยละ,ภาคใต้,2560
9.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,450,ชาย,ร้อยละ,ภาคใต้,2560
9.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,451,หญิง,ร้อยละ,ภาคใต้,2560
35.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,452,รวม,ร้อยละ,ทั่วประเทศ,2561
33.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,453,ชาย,ร้อยละ,ทั่วประเทศ,2561
36.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,454,หญิง,ร้อยละ,ทั่วประเทศ,2561
65.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,455,รวม,ร้อยละ,ทั่วประเทศ,2561
66.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,456,ชาย,ร้อยละ,ทั่วประเทศ,2561
63.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,457,หญิง,ร้อยละ,ทั่วประเทศ,2561
6.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,458,รวม,ร้อยละ,กรุงเทพมหานคร,2561
5.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,459,ชาย,ร้อยละ,กรุงเทพมหานคร,2561
6.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,460,หญิง,ร้อยละ,กรุงเทพมหานคร,2561
22.00,รวม,สำนักงานสถิติแห่งชาติ,461,รวม,ร้อยละ,ภาคกลาง,2561
21.50,รวม,สำนักงานสถิติแห่งชาติ,462,ชาย,ร้อยละ,ภาคกลาง,2561
22.70,รวม,สำนักงานสถิติแห่งชาติ,463,หญิง,ร้อยละ,ภาคกลาง,2561
8.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,464,รวม,ร้อยละ,ภาคกลาง,2561
8.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,465,ชาย,ร้อยละ,ภาคกลาง,2561
9.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,466,หญิง,ร้อยละ,ภาคกลาง,2561
13.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,467,รวม,ร้อยละ,ภาคกลาง,2561
13.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,468,ชาย,ร้อยละ,ภาคกลาง,2561
13.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,469,หญิง,ร้อยละ,ภาคกลาง,2561
22.90,รวม,สำนักงานสถิติแห่งชาติ,470,รวม,ร้อยละ,ภาคเหนือ,2561
23.00,รวม,สำนักงานสถิติแห่งชาติ,471,ชาย,ร้อยละ,ภาคเหนือ,2561
22.80,รวม,สำนักงานสถิติแห่งชาติ,472,หญิง,ร้อยละ,ภาคเหนือ,2561
7.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,473,รวม,ร้อยละ,ภาคเหนือ,2561
6.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,474,ชาย,ร้อยละ,ภาคเหนือ,2561
7.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,475,หญิง,ร้อยละ,ภาคเหนือ,2561
15.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,476,รวม,ร้อยละ,ภาคเหนือ,2561
16.10,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,477,ชาย,ร้อยละ,ภาคเหนือ,2561
15.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,478,หญิง,ร้อยละ,ภาคเหนือ,2561
36.40,รวม,สำนักงานสถิติแห่งชาติ,479,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
36.90,รวม,สำนักงานสถิติแห่งชาติ,480,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
35.70,รวม,สำนักงานสถิติแห่งชาติ,481,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
9.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,482,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
9.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,483,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
9.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,484,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
27.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,485,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
27.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,486,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
26.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,487,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2561
12.70,รวม,สำนักงานสถิติแห่งชาติ,488,รวม,ร้อยละ,ภาคใต้,2561
12.80,รวม,สำนักงานสถิติแห่งชาติ,489,ชาย,ร้อยละ,ภาคใต้,2561
12.60,รวม,สำนักงานสถิติแห่งชาติ,490,หญิง,ร้อยละ,ภาคใต้,2561
3.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,491,รวม,ร้อยละ,ภาคใต้,2561
3.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,492,ชาย,ร้อยละ,ภาคใต้,2561
4.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,493,หญิง,ร้อยละ,ภาคใต้,2561
8.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,494,รวม,ร้อยละ,ภาคใต้,2561
9.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,495,ชาย,ร้อยละ,ภาคใต้,2561
8.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,496,หญิง,ร้อยละ,ภาคใต้,2561
35.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,497,รวม,ร้อยละ,ทั่วประเทศ,2562
33.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,498,ชาย,ร้อยละ,ทั่วประเทศ,2562
37.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,499,หญิง,ร้อยละ,ทั่วประเทศ,2562
64.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,500,รวม,ร้อยละ,ทั่วประเทศ,2562
66.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,501,ชาย,ร้อยละ,ทั่วประเทศ,2562
62.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,502,หญิง,ร้อยละ,ทั่วประเทศ,2562
5.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,503,รวม,ร้อยละ,กรุงเทพมหานคร,2562
5.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,504,ชาย,ร้อยละ,กรุงเทพมหานคร,2562
6.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,505,หญิง,ร้อยละ,กรุงเทพมหานคร,2562
23.10,รวม,สำนักงานสถิติแห่งชาติ,506,รวม,ร้อยละ,ภาคกลาง,2562
22.20,รวม,สำนักงานสถิติแห่งชาติ,507,ชาย,ร้อยละ,ภาคกลาง,2562
24.30,รวม,สำนักงานสถิติแห่งชาติ,508,หญิง,ร้อยละ,ภาคกลาง,2562
9.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,509,รวม,ร้อยละ,ภาคกลาง,2562
8.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,510,ชาย,ร้อยละ,ภาคกลาง,2562
10.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,511,หญิง,ร้อยละ,ภาคกลาง,2562
13.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,512,รวม,ร้อยละ,ภาคกลาง,2562
13.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,513,ชาย,ร้อยละ,ภาคกลาง,2562
14.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,514,หญิง,ร้อยละ,ภาคกลาง,2562
23.90,รวม,สำนักงานสถิติแห่งชาติ,515,รวม,ร้อยละ,ภาคเหนือ,2562
23.70,รวม,สำนักงานสถิติแห่งชาติ,516,ชาย,ร้อยละ,ภาคเหนือ,2562
24.20,รวม,สำนักงานสถิติแห่งชาติ,517,หญิง,ร้อยละ,ภาคเหนือ,2562
7.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,518,รวม,ร้อยละ,ภาคเหนือ,2562
6.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,519,ชาย,ร้อยละ,ภาคเหนือ,2562
8.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,520,หญิง,ร้อยละ,ภาคเหนือ,2562
16.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,521,รวม,ร้อยละ,ภาคเหนือ,2562
16.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,522,ชาย,ร้อยละ,ภาคเหนือ,2562
16.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,523,หญิง,ร้อยละ,ภาคเหนือ,2562
34.50,รวม,สำนักงานสถิติแห่งชาติ,524,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
35.90,รวม,สำนักงานสถิติแห่งชาติ,525,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
32.50,รวม,สำนักงานสถิติแห่งชาติ,526,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
8.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,527,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
9.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,528,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
8.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,529,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
25.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,530,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
26.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,531,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
23.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,532,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,533,รวม,ร้อยละ,ภาคใต้,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,534,ชาย,ร้อยละ,ภาคใต้,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,535,หญิง,ร้อยละ,ภาคใต้,2562
3.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,536,รวม,ร้อยละ,ภาคใต้,2562
3.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,537,ชาย,ร้อยละ,ภาคใต้,2562
3.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,538,หญิง,ร้อยละ,ภาคใต้,2562
9.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,539,รวม,ร้อยละ,ภาคใต้,2562
9.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,540,ชาย,ร้อยละ,ภาคใต้,2562
8.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,541,หญิง,ร้อยละ,ภาคใต้,2562
