_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
1585,1585,20200101125526,บริษัท ถ่ง อี้ อินเตอร์เนชั่นแนล แมชชีนเนอรี่ จำกัด
1586,1586,20200369225646,บริษัท เซอิโกะ เทคโนโลยีพัฒนา จำกัด
1587,1587,20200300325448,บริษัท แดชั่ง ไฮเทค จำกัด
1588,1588,20200300325505,บริษัท เอ็นเนอร์ยี่ เพอร์เฟค จำกัด
1589,1589,20200381625641,บริษัท ทิมฟานี อะคูสติก เทคโนโลยี (ประเทศไทย) จำกัด
1590,1590,20200300325588,เอกชัย 88 ค้าแก้ว
1591,1591,20200101125567,บริษัท ทีพีไอ คอนกรีต จำกัด
1592,1592,20200382625640,บริษัท วีนรีส เทรดดิ้ง จำกัด
1593,1593,20200300325612,บริษัท ซัมอิล เทคโนโลยี (ไทยแลนด์) จำกัด
1594,1594,20200300425594,ห้างหุ้นส่วนจำกัด แก่นดีไซน์ เอ็นจิเนียริ่ง
1595,1595,20200101325498,บริษัท เปเปอร์พาณิชย์ รีไซเคิล จำกัด
1596,1596,20200300425602,บริษัท ไจแอนท์ อินเตอร์โฮลดิ้ง จำกัด
1597,1597,20200384125649,บริษัท เหรินเหอ รีไซเคิล จำกัด
1598,1598,20200300525476,บริษัท ไทย อีสเทิร์น ไวร์ เมช จำกัด
1599,1599,20200400125425,ห้างหุ้นส่วนจำกัด ชลบุรีธารทิพย์
1600,1600,20200101325548,ห้างหุ้นส่วนจำกัดคิวตี้ เอ็นจิเนียริ่งแอนด์ซัพพลาย
1601,1601,20200300525575,บริษัท เอสไอเอ็มพี ออร์โท โซลูชั่นส์ (ประเทศไทย) จำกัด
1602,1602,20200400125508,บริษัท เอชซีเอ เอ็นเตอร์ไพรส์ จำกัด
1603,1603,20200400125615,บริษัท เมกะ เลเซอร์ สตีล จำกัด
1604,1604,20200300625607,บริษัท เอ็ม ที พี เอ็นจิเนียริ่ง จำกัด
1605,1605,20200400225415,ห้างหุ้นส่วนจำกัด ส.มณีการช่าง บายพาสชลบรี
1606,1606,20200301125524,อู่เปียการช่าง
1607,1607,20200101325563,บริษัท โชคเพิ่มพูลทรัพย์ จำกัด
1608,1608,20200400225613,บริษัท แอล เอส ซี เกรท (2016) จำกัด
1609,1609,20200301125557,บริษัท ไทย ออโต ทูลส์ (ชลบุรี) จำกัด
1610,1610,20200101325589,บริษัท ปราโมทย์โลหะกิจ จำกัด
1611,1611,20200101325597,บริษัท วีเอสบี อินโนเวชั่น พลาสติก จำกัด
1612,1612,20200400325462,บริษัท ไทยอินซานเทค จำกัด
1613,1613,20200301125581,บริษัท ซีอาร์เอ็ม โค้ทติ้ง จำกัด
1614,1614,20200400325587,บริษัท กู๊ด ควอลิตี้ จำกัด
1615,1615,20200301225597,บริษัท คณะวงศ์ดีเวลลอปเม้นท์ จำกัด
1616,1616,20200101525535,ห้างหุ้นส่วนจำกัด ซี.เอ็ม.เซอร์วิสและวิศวกรรม
1617,1617,20200400425619,บริษัท บุญธรรม ชลบุรี จำกัด
1618,1618,20200301325587,บริษัท ทีที คอร์ปอเรชั่น จำกัด
1619,1619,20200301325595,บริษัท เจแปน โมดูลาร์ คอนสตรัคชั่น (ประเทศไทย) จำกัด
1620,1620,20200301425510,เจริญวัฒนา
1621,1621,20200400625606,บริษัท ดองซุง อิเล็คทรอนิคส์ จำกัด
1622,1622,20200301425635,-
1623,1623,20200101525600,บริษัท ซีเอส มิตซูฟูกุ อิลาสโตเมอร์ จำกัด
1624,1624,20200401725603,บริษัท ไทย ซุง ซู จำกัด
1625,1625,20200301625507,บริษัท อุตสาหกรรมอะไหล่ (1999) จำกัด
1626,1626,20200410225645,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด
1627,1627,20200302025608,บริษัท สยาม คอยล์ เซ็นเตอร์ จำกัด
1628,1628,20200413225642,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน)
1629,1629,20200303225629,บริษัท ไท้เม่า พรีซีชั่น จำกัด
1630,1630,20200101625590,บริษัท เคพีซี คาร์ตัน จำกัด
1631,1631,20200430125643,บริษัท เห้อซัน ไทย อินเตอร์เนชั่นแนล จำกัด
1632,1632,20200304525613,มงคลแอสฟัลท์
1633,1633,20200447625643,บริษัท เจวาย แพ็คกิ้ง จำกัด
1634,1634,20200307725640,บริษัท ซัมอิล เทคโนโลยี (ไทยแลนด์) จำกัด
1635,1635,20200453125645,ห้างหุ้นส่วนจำกัด ดี ซี เอ็น ซัพพลาย
1636,1636,20200101725507,บริษัท ไทยโอเรียลเต็ดโปรดักส์ จำกัด
1637,1637,20200309525626,-
1638,1638,20200101825596,บริษัท ติ่ง เซิ่ง คอมโพสิต เทคโนโลยี จำกัด
1639,1639,20200453225643,ห้างหุ้นส่วนจำกัด ทรัพยา เซอร์วิส
1640,1640,20200313725642,บริษัท ที เค จี อินดัสเตรียล (ประเทศไทย) จำกัด
1641,1641,20200102025618,บริษัท ฟู่ ซุ่น ทง (ไทยแลนด์) จำกัด
1642,1642,20200316125626,บริษัท โบอิน อุตสาหกรรม จำกัด
1643,1643,20200455425647,บริษัท อะเดย์ 124 จำกัด
1644,1644,20200102125558,บริษัท แมกด้า จำกัด
1645,1645,20200316925629,บริษัท เท็กซ์โฟกัส จำกัด
1646,1646,20200471025645,บริษัท ปิ่นทอง พรีซิชั่น จำกัด
1647,1647,20200102225473,บริษัท สยาม ซี.ที.พี.อุตสาหกรรม จำกัด
1648,1648,20200334925643,บริษัท บีคอน ออฟชอร์ จำกัด
1649,1649,20200475925642,บริษัท โชคธนกุล จำกัด
1650,1650,20200341525642,บริษัท ไซรัส ธัญญา จำกัด
1651,1651,20200494525647,บริษัท ท็อป ออฟ พลาสติก จำกัด
1652,1652,20200356925646,บริษัท ราโซ่ แมนูแฟคเจอริ่ง จำกัด
1653,1653,20200370725642,ห้างหุ้นส่วนจำกัด อภิชัยเคหะภัณฑ์
1654,1654,20200102225598,บริษัท คิงส์แพ็ค อินดัสเตรียล จำกัด
1655,1655,20200500125408,บริษัท นิฮอน เซ็ทสุบิ (ประเทศไทย) จำกัด
1656,1656,20200382925644,บริษัท ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน)
1657,1657,20200500125580,ชัยเจริญการเกษตร
1658,1658,20200383925643,บริษัท แกรนด์ เอเซีย สตีล โพรเซสซิ่ง เซ็นเตอร์ จำกัด
1659,1659,20200384325645,บริษัท อีซูซุ ตะวันออก ชลบุรี จำกัด
1660,1660,20200500125614,บริษัท ดง อัน ไบโอเทค (ประเทศไทย) จำกัด
1661,1661,20200386925640,บริษัท มารินเอ็นจิเนียริ่ง จำกัด
1662,1662,20200500225448,บริษัท อรุณชัย เมดดัลเลี่ยน จำกัด
1663,1663,20200389825649,บริษัท เหมย เจีย เลอ จำกัด
1664,1664,20200102325539,บริษัท มิ แร อีเล็คทรอนิกส์ (ประเทศไทย) จำกัด
1665,1665,20200398325649,บริษัท นว เอ็นจิเนียริ่ง จำกัด
1666,1666,20200500225547,กิจการประปาบ่อวิน (สถานีสูบน้ำลำห้วยใหญ่)
1667,1667,20200400125359,บริษัท เทคนิคไฮดรอลิค จำกัด
1668,1668,20200500225554,บริษัท ไทยยูวอน อิเล็คทรอนิกส์ จำกัด
1669,1669,20200400125367,บริษัท วิทยาศรม จำกัด
1670,1670,20200102425552,บริษัท แหลมทองน๊อต สกรู โลหะกิจ จำกัด
1671,1671,20200500325503,บริษัท ซิง หลง แม็คคานิคอล จำกัด
1672,1672,20200400125375,บริษัท เทพพนา (ไทยเส็ง) จำกัด
1673,1673,20200400125441,ห้างหุ้นส่วนจำกัด ศิริลักษณ์รับเบอร์
1674,1674,20200500325560,บริษัท โมริฟูจิ จำกัด
1675,1675,20200400125466,มงกุฎเบเกอรี่
1676,1676,20200102525591,บริษัท ไทย อาโอกิ จำกัด
1677,1677,20200400125482,บริษัท เอคเซลเลนท์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด
1678,1678,20200500725579,บริษัท เอ็กซ์ซิเทร่า (ประเทศไทย) จำกัด
1679,1679,20200102925619,ห้างหุ้นส่วนจำกัด โชคบูรพา รีเทค
1680,1680,20200400225423,บริษัท ซิ่งฮวด ออโต้ เซอร์วิส จำกัด
1681,1681,20200501025565,บริษัท อีซีทีไอ จำกัด
1682,1682,20200400225514,บริษัท ชัยรัชการ (กรุงเทพ) จำกัด
1683,1683,20200501225595,บริษัท โดวะ เมทัลเทค ชลบุรี จำกัด
1684,1684,20200400225571,บริษัท พลัส โฟม แพคเกจจิ้ง จำกัด
1685,1685,20200600125373,บริษัท มาริศ (2537) จำกัด
1686,1686,20200400325595,บริษัท เอ็มเอฟเค เอ็นจิเนียริ่ง จำกัด
1687,1687,20200400425593,บริษัท สยามอุตสาหกรรมเทปกาว จำกัด
1688,1688,20200400625507,บริษัท สตีลเลอร์ สตีล เวิร์คส์ จำกัด
1689,1689,20200400625614,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด
1690,1690,20200103025484,บริษัท เมฆอารี วิศวกรรม จำกัด
1691,1691,20200400725612,บริษัท ติ่ง ซิน สแตนเลส จำกัด
1692,1692,20200400825511,บริษัท ทีม สปอร์ต เอาท์ฟิต จำกัด
1693,1693,20200103225613,บริษัท เอเซ๊ย ปั๊ม เอ็นจิเนียริ่ง จำกัด
1694,1694,20200401625647,บริษัท ฮอนโบ ไทย จำกัด
1695,1695,200600125328,บริษัท ฮันซอล เทคนิคส์ (ประเทศไทย) จำกัด
1696,1696,20200402825642,บริษัท ทรัพย์เจริญ คอนกรีต 4998 จำกัด
1697,1697,200700125335,บริษัท มินิเวิร์ค จำกัด
1698,1698,20200404325583,บริษัท เค เค เอกซ์เพรส จำกัด
1699,1699,20200409925643,บริษัท ซังจิน เทค จำกัด
1700,1700,20200412925648,บริษัท จุน ไท่ ออโต้ ฮาร์เนส จำกัด
1701,1701,20200103225621,บริษัท ซาน เหอ จุ้น เฉิน พลาสติก อินเตอร์ จำกัด
1702,1702,20200455225641,บริษัท บลู ไดมอนด์ แมชชีนเนอรี่ จำกัด
1703,1703,20200103625564,บริษัท บูรพา เอ็นจิเนียริ่ง แอนด์ ออโต้พาร์ท จำกัด
1704,1704,20200455625642,บริษัท เจ.เอ็น.ทรานสอส (ประเทศไทย) จำกัด
1705,1705,20200473025643,บริษัท ดาวินชี่ ไทย จำกัด
1706,1706,20200103725547,-
1707,1707,20200475525640,บริษัท เฌอวาดี อินเตอร์เทรด จำกัด
1708,1708,20200103925592,บริษัท เซนทรัล เมทัล เวิร์ค แอนด์ ซัพพลาย จำกัด
1709,1709,20200484925641,บริษัท คอมพลีท ลิงค์ เทรดดิ้ง จำกัด
1710,1710,20200104225588,บริษัท เบ่าเซิ่ง พรีซิชั่น จำกัด
1711,1711,20200498225640,บริษัท จิงฮุย ออพโต อิเล็กทรอนิก (ไทยแลนด์) จำกัด
1712,1712,20200104325586,บริษัท ยุ่นซี พลาสติก จำกัด
1713,1713,20200500125416,บริษัท บอส รับเบอร์ จำกัด
1714,1714,20200104425543,บริษัท ซี แอนด์ ที เมทอล โปรดักส์ จำกัด
1715,1715,20200500125606,บริษัท ชาญนคร เอ็ม & อาร์ จำกัด
1716,1716,20200104425618,-
1717,1717,20200500225398,บริษัท สยามโกลบอลเอ็นจิเนียริ่ง จำกัด
1718,1718,20200104825643,บริษัท พิมพ์ปกร จำกัด
1719,1719,20200500225612,บริษัท ศรีราชา แอสเซทส์ จำกัด
1720,1720,20200104925658,บริษัท นพรุจ รีไซเคิล จำกัด
1721,1721,20200500825585,บริษัท ชิน วู เทค จำกัด
1722,1722,20200105225579,บริษัท อีซี่ โอโตโมทีฟ (ไทยแลนด์) จำกัด
1723,1723,20200600125498,บริษัท บันเทิงรุ่งเรือง จำกัด
1724,1724,20200105525614,บริษัท มูราทานิ แมชชีน (ไทยแลนด์) จำกัด
1725,1725,20200600125548,บริษัท เอฟแอล สปริง (ประเทศไทย) จำกัด
1726,1726,20200106225651,บริษัท นะกะ เซซะคุโช (ประเทศไทย) จำกัด
1727,1727,20200600125613,ไทยฟริคชั่นดัสท์ โปรดักส์
1728,1728,20200106825609,บริษัท ทวีโชค ซัพพลาย แอนด์ เซอร์วิส จำกัด
1729,1729,20200600225447,ห้างหุ้นส่วนจำกัด ไกรบูรพา
1730,1730,20200107825574,โรงน้ำแข็ง เค.โอ.สัตหีบ
1731,1731,20200600225579,บริษัท เม็ททอล ยูทิลิตี้ จำกัด
1732,1732,20200110625615,บริษัท เอ.เอ็น.เค.พลาสติก จำกัด
1733,1733,20200600225595,บริษัท ฮั้งเม้ง เพลทติ้ง จำกัด
1734,1734,20200111125623,บริษัท เวสต์ พรีซิชั่น เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด
1735,1735,20200600325551,บริษัท คยอง-อิน อิเล็กโทรนิกส์ (ประเทศไทย) จำกัด
1736,1736,20200111225654,-
1737,1737,20200600425617,บริษัท ซุปเปอร์ไชน์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด
1738,1738,20200600625596,-
1739,1739,20200700125455,บริษัท วีแอล เน็ตเวอร์ค 1996 จำกัด
1740,1740,10200000125199,บริษัท ฟิวเจอร์ พอร์ท จำกัด
1741,1741,20200701025563,กิจการประปาสัตหีบ (สถานีจ่ายน้ำนาจอมเทียน)
1742,1742,10200000125280,บริษัท อีสเทิร์นฟีดมิลล์ จำกัด
1743,1743,20200800125447,บริษัท พัทยา เปเปอร์มิลล์ จำกัด
1744,1744,20200111325652,-
1745,1745,20200800125611,บริษัท ชลวรรษ 1994 จำกัด
1746,1746,10200000125298,บริษัท ช.สกุลชัย (ชั่งเงี๊ยบ) จำกัด
1747,1747,20200800525604,บริษัท โรจนะ อินดัสเตรียล แมเนจเม้นท์ จำกัด
1748,1748,20200900125461,บริษัท ภวินท์ เลทเธอร์ จำกัด
1749,1749,20201000125419,บริษัท พนัส แอสเซมบลีย์ จำกัด
1750,1750,20201000125583,บริษัท เค.อาร์.ซี.ทรานสปอร์ต แอนด์ เซอร์วิส จำกัด
1751,1751,20201000225466,บริษัท อิโต้ (ประเทศไทย) จำกัด
1752,1752,20200112725603,บริษัท โตโยต้าพัทยา (1998) จำกัด
1753,1753,20201200125391,บริษัท นิโอ รับเบอร์ ไทย จำกัด
1754,1754,20200113925665,บริษัท ไทรอน รับเบอร์ จำกัด
1755,1755,20201300125457,บริษัท แคสท๊อป เมทริค จำกัด
1756,1756,20200114225651,บ่อหนองตำลึง 98 ไร่
1757,1757,20201400125613,บริษัท เอสซีแอล (ไทยแลนด์) จำกัด
1758,1758,20200114925656,บ่อหนองตำลึง 2
1759,1759,20201500125422,บริษัท เอ็ม.ซี.ซี.อินดัสเทรียล นิว 1999 จำกัด
1760,1760,20201600125413,บริษัท อู่ ส.ทวีชัย จำกัด
1761,1761,20201600125454,บริษัท เซอร์วิสไทย โพรเกรส แมเนจเม็นท์ จำกัด
1762,1762,20200115325666,บริษัท จิงเหอ แพคกิ้ง เอ็นเตอร์ไพรซ์ จำกัด
1763,1763,20201800125452,บริษัท อาร์เค โฮลดิ้ง (ประเทศไทย) จำกัด
1764,1764,10200000125413,ห้างหุ้นส่วนจำกัด คณิศร
1765,1765,20202000125466,ห้างหุ้นส่วนจำกัด เบสท์ คอมปาวด์
1766,1766,10200000125488,บริษัท น้ำตาลระยอง จำกัด
1767,1767,20202100125457,บริษัท สุวลี จำกัด
1768,1768,10200000125504,บริษัท นีโอเท็กซ์ อินดัสตรี จำกัด
1769,1769,20202100125465,บริษัท ไทย วอน จำกัด
1770,1770,10200000125538,บริษัท ธับทอง เอ็นจิเนียริ่ง แอนด์ รีไซเคิล จำกัด
1771,1771,20202200125456,บริษัท ซัมวา อินดัสเตรียล (ประเทศไทย) จำกัด
1772,1772,20202300125448,บริษัท แอล.เจ.อาร์.อินดัสตรี จำกัด
1773,1773,20200115925663,บริษัท สยาม.เอ็นเอช. จำกัด
1774,1774,20202300125463,บริษัท เวสท์ กลอรี่ จำกัด
1775,1775,20200116425630,บริษัท ชิงไทย เมทอล จำกัด
1776,1776,20200117325656,บ่อบุญเลิศ
1777,1777,20200117525628,บริษัท สยาม เพียว เฟรซ จำกัด
1778,1778,20200119125625,บริษัท ฟีซ่า เอ็มเอฟจี เอเชีย จำกัด
1779,1779,10200000125587,พรประจวบฟาร์ม
1780,1780,20200120725629,บริษัท ภัทรกร พรีซิซั่น 2012 จำกัด
1781,1781,10200000225130,บริษัท น้ำแข็งธาราวัฒนา จำกัด
1782,1782,20200120725637,บริษัท โปรวิชั่น เอ็นจิเนียริ่ง จำกัด
1783,1783,10200000225254,แสงบรรพตเครื่องเคลือบ
1784,1784,20200121425633,บริษัท จินเชิง เทคโนโลยี จำกัด
1785,1785,10200000225270,อ่างกลกลึง
1786,1786,20200124425572,เอ็นพีซี พรีเมียม คอนกรีต
1787,1787,10200000225379,บริษัท ทวีชัยอุตสาหกรรมเหล็ก จำกัด
1788,1788,30200000125567,บริษัท หินคม-เขาแหลม จำกัด
1789,1789,20200125025660,บริษัท สมาร์ท คาบิเน็ทโปร จำกัด
1790,1790,30200000225391,บริษัท ทัศนาศิลา จำกัด
1791,1791,20200129125631,บริษัท เค พี เอ็น สตีล จำกัด
1792,1792,20200132625668,บริษัท มีออโตเมชั่นเอ็นจิเนียริ่ง จำกัด
1793,1793,20200600125423,บริษัท เวิร์คเคม จำกัด
1794,1794,40200000925584,บริษัท ท็อป เอสพีพี จำกัด
1795,1795,40200011725593,บริษัท แอสต้า พาวเวอร์ จำกัด (ผู้สนับสนุน สหกรณ์โคนมบ้านบึง จำกัด)
1796,1796,40200013325590,บริษัท จิงโกะ โซลาร์ (ไทยแลนด์) จำกัด (ผู้สนับสนุน สหกรณ์ผู้เลี้ยงไก่ไข่ชลบุรี จำกัด)
1797,1797,40200072025669,บริษัท บีอีซีไอเอส เอเนอร์จี (ไทยแลนด์) จำกัด
1798,1798,40200406325645,บริษัท อิมแพค โซล่าร์จำกัด ติดตั้งบนหลังคาบริษัท เฟิสท์ยูไนเต็ดอินดัสตรี จำกัด อาคาร FUI 6
1799,1799,20200134125667,บริษัท ไทยโฮ เทรดดิ้ง จำกัด
1800,1800,20200600225611,บริษัท ยูนิเวอร์แซล แฟคเตอร์รี่ จำกัด
1801,1801,20200139825659,บริษัท ซี.เอ็ม.พี.คอนกรีต แอนด์ คอนสตรัคชั่น จำกัด
1802,1802,60200090025647,บริษัท ซูมิโซ โกลบอล โลจิสติคส์ (ประเทศไทย) จำกัด
1803,1803,20200142325630,บริษัท กรีน วอเทอร์ อีพี-เทค จำกัด
1804,1804,60200090325641,ทรงเจริญการช่าง
1805,1805,20200143125633,บริษัท เมกะเคมีคอล จำกัด
1806,1806,60200092225641,เกียรติไทร์สโตน
1807,1807,20200600625604,บริษัท จินดา ออโต้ เพ้นท์ จำกัด
1808,1808,20200144125632,บริษัท สยาม อีเลฟเฟนท์ เซอร์วิส จำกัด
1809,1809,60200092725640,บริษัท เอส.เอ็น.ที โมลด์ แอนด์ เอ็นจิเนียริ่ง จำกัด
1810,1810,60200092925646,โฮ่กี่
1811,1811,60200093125642,บริษัท สมถวิล วิลเลจ จำกัด
1812,1812,20200600725578,บริษัท อินดัสเตรียล วอเตอร์ รีซอร์ส แมนเนจเม้นท์ จำกัด
1813,1813,20200145725653,บ่อซุปเปอร์สปีด 3
1814,1814,60200093925645,บริษัท ศรีราชา โมด้า จำกัด
1815,1815,20200149325633,บริษัท อาซาฮี ซือชิน (ประเทศไทย) จำกัด
1816,1816,60200095225648,บริษัท เฮลิกซ์ คอมโพซิทส์ จำกัด
1817,1817,60200095925668,บริษัท ศรีราชาฟาร์ม (เอเชีย) จำกัด
1818,1818,60200096925642,-
1819,1819,60200097925641,ศรีสหะการช่าง
1820,1820,20200150525626,บริษัท ธัญสิริ ซัพพลาย จำกัด
1821,1821,20200600725594,บริษัท ชินวู โกลบอล จำกัด
1822,1822,60200099525647,บริษัท ชลบุรีมั่งมีศรีสุข จำกัด
1823,1823,20200154025623,บริษัท นารา โซลูชั่น จำกัด
1824,1824,60200104025641,บริษัท เนชั่น เทค เอ็นเตอร์ไพร์ส จำกัด
1825,1825,20200154125639,บริษัท วินเทค พลาสติก แมชชีน จำกัด
1826,1826,60200158725641,ชวพลเอ็นจิเนียริ่ง
1827,1827,20200155825641,บริษัท ยูเอ็ม อินดัสทรี จำกัด
1828,1828,60200236825645,บริษัท หนองใหญ่คอนกรีต จำกัด
1829,1829,20200700125364,บริษัท ชลประสิทธิ์ กรุ๊ป จำกัด
1830,1830,60200237525640,บริษัท ดีท เอ็นจิเนียริ่ง กรุ๊ป จำกัด
1831,1831,60200237725646,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด
1832,1832,20200700125380,ประจวบการช่าง
1833,1833,20200700125570,บริษัท แฮงคี้ แพงคี้ ทอยส์ (ประเทศไทย) จำกัด
1834,1834,10200000225460,บริษัท เพียวริตี้ พลาสติก จำกัด
1835,1835,20200157925639,บริษัท ก่วง หลง (ไทยแลนด์) จำกัด
1836,1836,10200000225551,นายจำลอง ครุฑธา
1837,1837,10200000225601,บริษัท นอร์ทเทอร์นกลาส จำกัด
1838,1838,20200157925662,บริษัท เมทัล เซ็นทรัล จำกัด
1839,1839,10200000325195,ห้างหุ้นส่วนจำกัด รัตนประดิษฐ์ค้าไม้ศรีราชา
1840,1840,20200700125604,บริษัท ซินวู จำกัด
1841,1841,20200159125634,บริษัท เอส-ปาร์ค คอร์ปอเรชั่น จำกัด
1842,1842,20200700225594,บริษัท ไทย ฟอน-สตาร์ อินเตอร์เนชั่นแนล เทคโนโลยีส์ จำกัด
1843,1843,20200159925652,บริษัท วิสุทธิ์ พลาสติก จำกัด
1844,1844,20200161025657,บริษัท พันทวี มารีน จำกัด
1845,1845,20200700225610,บริษัท ไทย โบฮีเมียน โลจิสติกส์ แอนด์ ซัพพลาย จำกัด
1846,1846,20200165425663,บริษัท อินเดียร์ 99 จำกัด
1847,1847,91650096025665,บริษัท ไทยอีสเทิร์น ท้อปซีดส์ ออยล์ จำกัด
1848,1848,20200800125389,บริษัท เอส ซี เอ็ม สตีล จำกัด
1849,1849,20200171325634,บริษัท แดฮัน ไครเมท จำกัด
1850,1850,20200800125421,บริษัท สุรชัยฟาร์ม จำกัด
1851,1851,20200173525629,บริษัท เอชเอ็ม เพลทติ้ง จำกัด
1852,1852,10200000325351,ประเสริฐศิลา
1853,1853,10200000325468,บริษัท ทีพีจี ฟิดมิลล์ จำกัด
1854,1854,10200000425342,บริษัท ทักษิณคอนกรีต จำกัด (มหาชน)
1855,1855,20200174625667,บริษัท โอเมก้า เอเชีย จำกัด
1856,1856,20200800125546,บริษัท อินดัสเทรียล คลีนนิ่ง โซลูชั่น จำกัด
1857,1857,10200000425557,โรงงานน้ำแข็งหลอด วรกิจ
1858,1858,20200180725634,บริษัท เอสเอสที ทูลส์ แอนด์ พาร์ท จำกัด
1859,1859,20200181625627,บริษัท บูรพา เอ็นจิเนียริ่ง แอนด์ ออโต้พาร์ท จำกัด
1860,1860,20200182125635,บริษัท เหวินเหมิง แม่พิมพ์อุตสาหกรรม จำกัด
1861,1861,20200900125438,บริษัท ยามาฮ่า อาร์ท ไชน่า (ประเทศไทย) จำกัด
1862,1862,20200184025635,บริษัท บำรุงศิลป์ พาราวู๊ด จำกัด
1863,1863,10200000525455,บริษัท ซัมวอน โมลด์ (ไทยแลนด์) จำกัด
1864,1864,20200900225592,บริษัท เอสเอ็มที 54 จำกัด
1865,1865,10200000625529,บริษัท ซันฟีด จำกัด
1866,1866,10200000725261,บริษัท ชัยเจริญพืชผลเอ็กสปอร์ต-อิมปอร์ต จำกัด
1867,1867,20200184125633,บริษัท ฮีดากา โยโก เอ็นเตอร์ไพรส์ จำกัด
1868,1868,10200000725469,บริษัท เอ.พี.รีไซเคิล อินดัสเตรียล จำกัด
1869,1869,20201000125369,บริษัท ชลบุรี แอล ซี จำกัด
1870,1870,20200184925628,-
1871,1871,20201000125427,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด
1872,1872,20200187225661,บริษัท อีสต์ วอเตอร์ สวอน จำกัด
1873,1873,20200188125639,บริษัท อีพีอีเอส แมนูแฟคเจอริ่ง จำกัด
1874,1874,20201000125617,บริษัท เอฟเอ็นที เอนเจิล จำกัด
1875,1875,20200191025651,บริษัท ฟาฮาร่า จำกัด
1876,1876,20200196325668,ห้างหุ้นส่วนจำกัด ไทพิพัฒน์
1877,1877,20200198625651,บริษํท ไทย ซีวู อินเลคทรอนิค จำกัด
1878,1878,20201100125368,บริษัท อู่ปี๊เจริญ จำกัด
1879,1879,20200200125401,บริษัท กระดาษชลบุรี จำกัด
1880,1880,10200000825483,บริษัท คอร์รูพัด (ไทยแลนด์) จำกัด
1881,1881,20200200125450,บริษัท ศรีราชาฟาร์ม (เอเชีย) จำกัด
1882,1882,10200000925572,บริษัท ชนะชัยรุ่งเรืองออยล์ จำกัด
1883,1883,20201100125459,ห้างหุ้นส่วนจำกัด ไพศาลคอนกรีต
1884,1884,10200000925606,บริษัท พนัส ฟีดมิลล์ จำกัด
1885,1885,10200001025463,บริษัท เอส.วี.ซี.เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด
1886,1886,20200200125492,บริษัท ยูนิโปร แมนูแฟคเจอริ่ง จำกัด
1887,1887,20200200125534,บริษัท ยูนิโปร แมนูแฟคเจอริ่ง จำกัด
1888,1888,20200200125567,ศูนย์ผลิตผลิตภัณฑ์พลาสมา
1889,1889,20200200225417,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด
1890,1890,20201100225614,บริษัท ชาล์ดอง (ประเทศไทย) จำกัด
1891,1891,20200200225599,บริษัท บีบีบี อินโนเวชั่น จำกัด
1892,1892,20200200325563,บริษัท อี.ที.ซี.เอ็นจิเนียริ่ง จำกัด
1893,1893,20200200325571,บริษัท เอส.พี.เคมีคอล แอนด์ อีควิปเมนท์ จำกัด
1894,1894,10200001025521,บริษัท เอเซีย รีไซเคิล แอนด์ เซอร์วิส จำกัด
1895,1895,20201300125465,null
1896,1896,20200200425462,บริษัท น่ำเฮงคอนกรีต (1992) จำกัด
1897,1897,10200001025554,บริษัท ช.รัตนชล 1999 คอนสตรัคชั่น จำกัด
1898,1898,10200001125487,บริษัท แฮ ซอง (ไทยแลนด์) จำกัด
1899,1899,10200001125552,บริษัท สยามอรุณ สตีล เวิลด์ จำกัด
1900,1900,20201400125399,ทะเลทอง
1901,1901,20200200425611,ส.ถุงทรัพย์รีไซเคิล
1902,1902,10200001425598,บริษัท เสบียง 111 จำกัด
1903,1903,20200200525477,บริษัท มุจลินทร์เจริญโภคทรัพย์ จำกัด
1904,1904,20200200525535,บริษัท เอส.ดับบลิว.ฟู้ดเทค จำกัด
1905,1905,20201400125415,บริษัท เฮอร์คิวลิส เครน จำกัด
1906,1906,20200200525618,บริษัท เอพีทีเอส โพรไวด์เดอร์ จำกัด
1907,1907,20200200725499,บริษัท บี.พี.อี.เอ็นจิเนียริ่ง (2003) จำกัด
1908,1908,10200001425614,บริษัท อุตสาหกรรมสีเขียว น้ำใส จำกัด
1909,1909,20201400125456,บริษัท นิลโกศล จำกัด
1910,1910,10200001525587,บริษัท เจทชั่น โซล่า (ไทยแลนด์) จำกัด
1911,1911,20200200725606,บริษัท สระบุรี เอส ไอ ที ลิสซิ่ง จำกัด
1912,1912,10200001725500,บริษัท ภูมิกร การโยธา จำกัด
1913,1913,20201500125455,บริษัท ไอดีเอ อินดัสเทรียล จำกัด
1914,1914,10200001725591,บริษัท คิว แอนด์ คิว โฮลดิ้ง จำกัด
